指標名,病院・診療所・クリニック,,,,,,,
出典,病院なび,,,,,,,
年次,2021/2/15取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2019年度：4,597件、2020年度：6,158件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
中央区,銀座８丁目,-,"東京都中央区銀座8丁目4-27 セザール銀座ビル3F

",35.669612,139.760456,あらい歯科,"歯科, 矯正歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/145202
中央区,銀座８丁目,-,"東京都中央区銀座8丁目9-11 銀座天國ビル8F

",35.667648,139.761732,岡部漢方内科,漢方内科,https://byoinnavi.jp/clinic/255389
中央区,銀座８丁目,-,"東京都中央区銀座8丁目10-2 ルアンビル5F

",35.668034,139.762703,医療法人社団健青会 YOU矯正歯科 銀座医院,矯正歯科,https://byoinnavi.jp/clinic/251925
中央区,銀座８丁目,-,"東京都中央区銀座8丁目19-3 銀座竹葉亭1F

",35.665705,139.76554,安藤歯科,歯科,https://byoinnavi.jp/clinic/1794
中央区,銀座８丁目,-,"東京都中央区銀座8丁目8-11 博品館ビルB1F

",35.667884,139.760957,医療法人社団朋友会 銀座セントレ歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/1730
中央区,銀座８丁目,-,"東京都中央区銀座8丁目9-11 天国ビル5F

",35.667648,139.761732,一般財団法人日本美容医学研究会 十仁美容整形,美容外科,https://byoinnavi.jp/clinic/162865
中央区,銀座８丁目,-,"東京都中央区銀座八丁目6-5 GS8ビルディング10階B

",35.668808,139.760973,ガーデン・坂田歯科,歯科,https://byoinnavi.jp/clinic/255278
中央区,銀座８丁目,-,"東京都中央区銀座8丁目9-15 JEWEL BOX GINZA4F

",35.667894,139.761973,渋谷DSクリニック銀座院,美容外科,https://byoinnavi.jp/clinic/258559
中央区,銀座８丁目,-,"東京都中央区銀座八丁目6-25 河北新報ビル7F

",35.669173,139.761026,DR.YOKO BEAUTY TERRACE CLINIC,美容皮膚科,https://byoinnavi.jp/clinic/273633
中央区,銀座８丁目,-,"東京都中央区銀座8丁目9-15 JEWEL BOX GINZA 5F

",35.667894,139.761973,医療法人社団甲和会 銀座HSクリニック,皮膚科,https://byoinnavi.jp/clinic/258555
千代田区,九段南１丁目,-,"東京都千代田区九段南1丁目4-5 文祥九段ビル3F

",35.695339,139.752244,医療法人社団タカラ会 九段下歯科クリニック,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/5842
千代田区,九段南１丁目,-,"東京都千代田区九段南1-6-17 千代田会館1階

",35.693556,139.752834,だいだいクリニック,"脳神経内科, 脳神経外科, 心療内科, 内科",https://byoinnavi.jp/clinic/274820
千代田区,九段南１丁目,-,"東京都千代田区九段南一丁目6-12

",35.693852,139.752076,国家公務員共済組合連合会 九段坂病院,"内科, 外科, 心療内科, 整形外科, 皮膚科, 泌尿器科, 婦人科, 眼科, 耳鼻いんこう科, リハビリテーション科, ...もっと見る放射線科, 麻酔科",https://byoinnavi.jp/clinic/638
千代田区,九段南２丁目,-,"東京都千代田区九段南2丁目4-9 第3早川屋ビル9F

",35.693216,139.744016,九段嵐山クリニック,"内科, 小児科, 整形外科, 皮膚科",https://byoinnavi.jp/clinic/1847
千代田区,九段南２丁目,-,"東京都千代田区九段南二丁目4-13 九段光ビル1F

",35.693429,139.744464,九段デンタルクリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/263233
千代田区,九段南２丁目,-,"東京都千代田区九段南2丁目3-11 青葉ビル別館

",35.693024,139.745163,りょうきデンタルオフィス,歯科,https://byoinnavi.jp/clinic/4242
千代田区,九段南２丁目,-,"東京都千代田区九段南2丁目5-7

",35.693031,139.744129,医療法人社団至誠会 イーライン矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/4369
千代田区,九段南３丁目,-,"東京都千代田区九段南3丁目9-14 九段南センタービル1F

",35.692451,139.741803,エスデンタルオフィス,"歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/256297
千代田区,九段南３丁目,-,"東京都千代田区九段南3丁目2-12 エルミタージュタワー3F

",35.692244,139.743042,プルミエールクリニック,内科,https://byoinnavi.jp/clinic/170322
千代田区,九段南３丁目,-,"東京都千代田区九段南3丁目7-8

",35.693038,139.743311,sowaka women's health clinic,"産科, 婦人科",https://byoinnavi.jp/clinic/275655
千代田区,九段南３丁目,-,"東京都千代田区九段南三丁目5-2 宝ハウス2F

",35.692398,139.742949,国光歯科医院,歯科,https://byoinnavi.jp/clinic/122448
千代田区,九段南３丁目,-,"東京都千代田区九段南三丁目5-14 国総ビル1階

",35.692465,139.743161,近藤歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/144978
千代田区,九段南３丁目,-,"東京都千代田区九段南3丁目8-13 丸中ビル2階

",35.692879,139.742774,熊谷歯科医院,歯科,https://byoinnavi.jp/clinic/6066
千代田区,九段南４丁目,-,"東京都千代田区九段南4-6-1 九段シルバーパレス401

",35.691935,139.74003,医療法人社団聡叡会 あすかクリニック,"内科, 漢方内科",https://byoinnavi.jp/clinic/265749
千代田区,九段南４丁目,-,"東京都千代田区九段南4丁目7-24 2F

",35.690938,139.739298,九段ブルー歯科,"歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/267085
千代田区,九段南４丁目,-,"東京都千代田区九段南4丁目6-11 九段渋木ビル3F

",35.691891,139.739515,市ケ谷コンシェル歯科クリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/4334
千代田区,九段南４丁目,-,"東京都千代田区九段南四丁目8-33 サウサリート九段1F

",35.691125,139.738332,医療法人社団慎和会 加藤歯科医院,"歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/6063
千代田区,九段南４丁目,-,"東京都千代田区九段南4-3-1

",35.691591,139.740242,医療法人社団 滝医院,"内科, 糖尿病内科, 胃腸科, 小児科, 小児皮膚科",https://byoinnavi.jp/clinic/2476
千代田区,九段南４丁目,-,"東京都千代田区九段南4-3-7 翠ビル地下1階

",35.691353,139.739429,みきクリニック市ヶ谷,"皮膚科, 美容皮膚科, 美容外科, 形成外科",https://byoinnavi.jp/clinic/41
千代田区,九段南４丁目,-,"東京都千代田区九段南4-7-17 杉喜ビル6階

",35.691732,139.739016,MIZENクリニック市ヶ谷,"内科, 心療内科",https://byoinnavi.jp/clinic/271566
千代田区,九段南４丁目,-,"東京都千代田区九段南4丁目3-10 片山ビル2F

",35.691577,139.739511,おおもりクリニック,"形成外科, 美容外科",https://byoinnavi.jp/clinic/5
千代田区,九段南４丁目,-,"東京都千代田区九段南4丁目7-15 JPR市ケ谷ビル8階

",35.691514,139.73871,学校法人日本医科大学 日本医科大学呼吸ケアクリニック,呼吸器科,https://byoinnavi.jp/clinic/2425
千代田区,九段南４丁目,-,"東京都千代田区九段南4丁目3-9

",35.691551,139.739415,医療法人社団大森会 クリニカ市ケ谷,"美容外科, 美容皮膚科",https://byoinnavi.jp/clinic/50
千代田区,九段南４丁目,-,"東京都千代田区九段南4丁目8-21 山脇ビル5F

",35.690872,139.737121,健康増進クリニック,内科,https://byoinnavi.jp/clinic/1885
千代田区,九段南４丁目,-,"東京都千代田区九段南4丁目8-27 重盛ビル3階

",35.691404,139.737832,市ケ谷歯科クリニック,歯科,https://byoinnavi.jp/clinic/4339
千代田区,九段南４丁目,-,"東京都千代田区九段南4丁目7-13 市ケ谷安田ビル2F

",35.691498,139.73847,大島眼科医院,眼科,https://byoinnavi.jp/clinic/3541
千代田区,九段南４丁目,-,"東京都千代田区九段南4丁目3-7 翠ビル1階

",35.691353,139.739429,田中歯科医院,歯科,https://byoinnavi.jp/clinic/4326
千代田区,九段南４丁目,-,"東京都千代田区九段南4丁目7-5 パーク・ノヴァ九段101

",35.690779,139.738691,ナルセ歯科,歯科,https://byoinnavi.jp/clinic/6065
千代田区,九段南４丁目,-,"東京都千代田区九段南4丁目7-16 市ケ谷KTビル2 2階

",35.691461,139.738948,大野歯科医院,歯科,https://byoinnavi.jp/clinic/6064
千代田区,九段北１丁目,-,"東京都千代田区九段北1丁目3-2 大橋ビル3階

",35.695773,139.75152,九段下駅前まめクリニック,"内科, 循環器内科, 呼吸器内科, 消化器内科, 糖尿病内科, アレルギー科, 神経内科, 泌尿器科, 性感染症内科",https://byoinnavi.jp/clinic/268990
千代田区,九段北１丁目,-,"東京都千代田区九段北1-2-1 九段中央ビル 3F

",35.69584,139.752169,九段下駅前ココクリニック,"内科, 小児科, 心療内科, 循環器内科, 内分泌・代謝内科, 精神科",https://byoinnavi.jp/clinic/262338
千代田区,九段北１丁目,-,"東京都千代田区九段北1丁目2-1 九段中央ビル2F

",35.69584,139.752169,加部歯科医院,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/5843
千代田区,九段北１丁目,-,"東京都千代田区九段北1-1-5 第二中央ビル3F

",35.696289,139.752409,九段こころのクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/272279
千代田区,九段北１丁目,-,"東京都千代田区九段北1-10-9 九段VIGASビル B1F

",35.697446,139.751286,ふくろうクリニック,腫瘍内科,https://byoinnavi.jp/clinic/269467
千代田区,九段北１丁目,-,"東京都千代田区九段北1丁目4-4 九段下高橋ビル2F

",35.696418,139.751288,村尾歯科,歯科,https://byoinnavi.jp/clinic/18228
千代田区,九段北１丁目,-,"東京都千代田区九段北1丁目9-5

",35.697697,139.750986,一般財団法人全日本労働福祉協会 九段クリニック,"内科, 循環器科, 消化器科, 婦人科, 放射線科",https://byoinnavi.jp/clinic/695
千代田区,九段北１丁目,-,"東京都千代田区九段北1-3-2 大橋ビル6階

",35.695773,139.75152,山本亜希メンタルクリニック,"精神科, 心療内科",https://byoinnavi.jp/clinic/182277
千代田区,九段北１丁目,-,"東京都千代田区九段北1丁目3-3 九段下東急真サクラビル2F

",35.695862,139.751473,九段下スターデンタルクリニック,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/155332
千代田区,九段北１丁目,-,"東京都千代田区九段北1-4-5 東英九段ビル3階

",35.696537,139.751463,九段下クリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/1156
千代田区,九段北１丁目,-,"東京都千代田区九段北1丁目3-1 日宝九段下ビル5F

",35.695799,139.751736,九段下さくら形成・皮膚科,"形成外科, 皮膚科, 美容皮膚科",https://byoinnavi.jp/clinic/275284
千代田区,九段北１丁目,-,"東京都千代田区九段北1丁目12-4 徳海屋ビル1階

",35.696794,139.750409,医療法人清歯会 山田清歯科医院,"歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/4241
千代田区,九段北１丁目,-,"東京都千代田区九段北1丁目3-1 PUビル2F

",35.695799,139.751736,ユタカ歯科.,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/5847
千代田区,九段北１丁目,-,"東京都千代田区九段北1丁目2-14 千代田区保健所内

",35.696046,139.752159,一般法人千代田区歯科医師会 千代田区休日応急歯科診療所,歯科,https://byoinnavi.jp/clinic/177922
千代田区,九段北１丁目,-,"東京都千代田区九段北1丁目2-14 千代田保健所内

",35.696046,139.752159,一般社団法人千代田区医師会 千代田区休日応急診療所,"内科, 小児科",https://byoinnavi.jp/clinic/177910
千代田区,九段北１丁目,-,"東京都千代田区九段北1丁目4-5 東英九段ビル4階

",35.696537,139.751463,掛田歯科医院,歯科,https://byoinnavi.jp/clinic/18231
千代田区,九段北２丁目,-,"東京都千代田区九段北2丁目3-1 九段増田ビル2F

",35.695795,139.745288,医療法人社団ブナ会 九段ごみぶちクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/4013
千代田区,九段北４丁目,-,"東京都千代田区九段北4-2-22 市ヶ谷スポーツプラザビル2F

",35.691824,139.737174,市ヶ谷メンタルクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/178566
千代田区,九段北４丁目,-,"東京都千代田区九段北4丁目1-5 法曹ビル B1

",35.692643,139.73993,九段北歯科,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/4331
千代田区,九段北４丁目,-,"東京都千代田区九段北4-1-5 市谷法曹ビルB1

",35.692643,139.73993,一口坂クリニック,"心療内科, 神経内科, 皮膚科",https://byoinnavi.jp/clinic/1128
千代田区,九段北４丁目,-,"東京都千代田区九段北四丁目3-21

",35.694224,139.739567,市ケ谷・九段北歯科口腔外科クリニック顎関節研究所,"歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/4283
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1-22-23

",35.64625,139.713352,恵比寿ミカ歯科クリニック,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/3879
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目7-11 吉原ビル2F

",35.648204,139.710348,恵比寿一丁目 小島デンタルクリニック,"歯科, 矯正歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/256410
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目7-12 久保ビル3F

",35.648229,139.7104,医療法人社団菫美会 恵比寿ますだ矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/256555
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目20-27 エストエビス2F

",35.646869,139.712347,恵比寿エスト矯正歯科,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/3905
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目10-6 清園ビル3F

",35.646864,139.710901,秋山歯科医院,"歯科, 小児歯科",https://byoinnavi.jp/clinic/9684
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目10-8 トレベルノ1階

",35.647029,139.710702,恵比寿デンタルクリニック東京,"歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/259244
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目19-18 石渡ビル3F

",35.647133,139.71264,タカデンタルクリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/3880
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1-9-4 メディカル恵比寿ビル2F

",35.647122,139.711004,恵比寿駅前皮膚科,皮膚科,https://byoinnavi.jp/clinic/260305
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1-9-7 ITOX3F

",35.646874,139.711276,医療法人社団恵比寿光知会 東肛門科胃腸科クリニック,"肛門科, 胃腸科, 内科",https://byoinnavi.jp/clinic/1867
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1-12-1 CRD Ebisu 1st 5階

",35.646807,139.711903,広尾レディース,産婦人科,https://byoinnavi.jp/clinic/181908
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目24-4 恵比寿ハートビル

",35.646895,139.715442,一般財団法人日本健康増進財団 恵比寿健診センター,内科,https://byoinnavi.jp/clinic/3570
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1-9-4 メディカル恵比寿ビル4F

",35.647122,139.711004,いがらし整形外科スパインクリニック,"整形外科, ペインクリニック内科",https://byoinnavi.jp/clinic/254553
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目9-7 ITOXビル6F

",35.646874,139.711276,大見山クリニック,心療内科,https://byoinnavi.jp/clinic/2617
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目8-1 サン栄ビル5F

",35.647966,139.710057,医療法人カトレア会 マノメディカルクリニック,皮膚科,https://byoinnavi.jp/clinic/2722
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目9-7 ITOX4F

",35.646874,139.711276,恵比寿やすみクリニック,皮膚科,https://byoinnavi.jp/clinic/2592
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1-8-1 サン栄ビル8F

",35.647966,139.710057,ホワイトホワイト審美歯科 恵比寿本店,矯正歯科,https://byoinnavi.jp/clinic/9690
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目6-8 横溝ビル2階

",35.647854,139.710984,医療法人社団理創会 恵比寿山田歯科医院,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/10036
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿一丁目23-6 ザ・マグノリアガーデン恵比寿1F

",35.646444,139.715778,医療法人社団松寿会 松浦クリニック,糖尿病内科,https://byoinnavi.jp/clinic/10213
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目11-1 大慧ビル4F

",35.646677,139.711334,はしもと歯科,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/9689
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目13-10 恵比寿壱番館ビル2階

",35.64719,139.711725,松原歯科医院,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/9681
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目8-18 K-1ビル4階

",35.647958,139.709958,おおはし歯科医院,"歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/8980
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目10-8 トレベルノ4F

",35.647029,139.710702,医療法人社団誠智会 ジュエルクリニック恵比寿院,"形成外科, 皮膚科",https://byoinnavi.jp/clinic/174734
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目7-13 只見ビル

",35.648345,139.710639,医療法人社団PURE デンタルクリニック・ピュア恵比寿,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/9692
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿一丁目18-4 大藤ビル1階

",35.647469,139.714274,恵比寿1丁目クリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/174973
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目9-4 メディカル恵比寿ビル3F

",35.647122,139.711004,えびす耳鼻咽喉科,耳鼻いんこう科,https://byoinnavi.jp/clinic/257582
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿一丁目7-11 吉原ビル7階

",35.648204,139.710348,医療法人社団カームガーデン 恵比寿メディカルクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/2583
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿一丁目9-4 メディカル恵比寿ビル5階

",35.647122,139.711004,恵比寿門脇ブレストクリニック,"内科, 乳腺外科, 内分泌外科",https://byoinnavi.jp/clinic/276278
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目31-11 恵比寿MSビル1F

",35.646775,139.717105,櫻井歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/255342
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目13-1 鈴木ビル2階

",35.647342,139.71183,医療法人社団甲和会 ワイエス美容外科クリニック,美容外科,https://byoinnavi.jp/clinic/261091
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目7-11 吉原ビル4階

",35.648204,139.710348,医療法人社団朝日会 えびす皮フ泌尿器科,"皮膚科, 泌尿器科, 性病科",https://byoinnavi.jp/clinic/472
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目22-15

",35.646166,139.714467,大内歯科医院,歯科,https://byoinnavi.jp/clinic/10210
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目13-8

",35.64703,139.71185,内科循環器科伊藤内科,"内科, 循環器科",https://byoinnavi.jp/clinic/3696
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目8-14 大黒ビル2F

",35.647814,139.709836,恵比寿歯科診療所,歯科,https://byoinnavi.jp/clinic/10212
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目22-23 ヴェラハイツ恵比寿101

",35.64625,139.713352,医療法人社団潤心会 野地眼科クリニック,眼科,https://byoinnavi.jp/clinic/3084
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目8-11 スカイエビスビルB1F

",35.647269,139.710325,医療法人財団 廣愛会医院,婦人科,https://byoinnavi.jp/clinic/2749
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目9-7 ITOXビル2階

",35.646874,139.711276,伊藤歯科医院,歯科,https://byoinnavi.jp/clinic/10211
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿1丁目24-4 恵比寿ハートビル

",35.646895,139.715442,一般財団法人日本健康増進財団 恵比寿ハートビル診療所,"内科, 循環器科",https://byoinnavi.jp/clinic/256409
渋谷区,恵比寿１丁目,-,"東京都渋谷区恵比寿一丁目20-16 イークオーレ1F

",35.646539,139.713073,安住歯科クリニック,"歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/3873
渋谷区,恵比寿２丁目,-,"東京都渋谷区恵比寿2丁目34-10

",35.646828,139.721689,東京都立広尾病院,"内科, 血液内科, 外科, 神経科, 脳神経外科, 呼吸器科, 呼吸器外科, 腎臓内科, 循環器科, 心臓血管外科, ...もっと見る小児科, 整形外科, 形成外科, 皮膚科, 泌尿器科, 産婦人科, 眼科, 耳鼻いんこう科, リハビリテーション科, 放射線科, 歯科, 歯科口腔外科, 麻酔科, 感染症内科, 消化器内科, 内視鏡内科, 糖尿病内科, 内分泌内科, 脳神経内科, 病理診断科",https://byoinnavi.jp/clinic/655
渋谷区,恵比寿２丁目,-,"東京都渋谷区恵比寿2丁目25-20 サンライズビル1階

",35.647439,139.720403,サンライズ歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/3881
渋谷区,恵比寿２丁目,-,"東京都渋谷区恵比寿2丁目12-13

",35.645433,139.718418,山下歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/3872
渋谷区,恵比寿２丁目,-,"東京都渋谷区恵比寿2丁目10-1

",35.645794,139.716753,医療法人社団 星和会 あさの整形外科,"整形外科, リハビリテーション科",https://byoinnavi.jp/clinic/2790
渋谷区,恵比寿２丁目,-,"東京都渋谷区恵比寿二丁目5-1

",35.64776,139.717745,斉藤歯科診療所,歯科,https://byoinnavi.jp/clinic/145038
渋谷区,恵比寿２丁目,-,"東京都渋谷区恵比寿2丁目10-5 1・2F

",35.645674,139.716816,エビス診療所,"内科, 皮膚科, 肛門科, 眼科, 耳鼻いんこう科",https://byoinnavi.jp/clinic/1864
渋谷区,恵比寿３丁目,-,"東京都渋谷区恵比寿3-29-16 ABC ANNEXビル3F

",35.643329,139.715628,芍薬レディースクリニック恵比寿,産婦人科,https://byoinnavi.jp/clinic/264458
渋谷区,恵比寿３丁目,-,"東京都渋谷区恵比寿3丁目9-20 恵比寿ガーデンイーストビル1F

",35.644067,139.715919,恵比寿ガーデンデンタルクリニック,歯科,https://byoinnavi.jp/clinic/3904
渋谷区,恵比寿３丁目,-,"東京都渋谷区恵比寿3-29-17

",35.643551,139.715407,恵比寿医院,"美容皮膚科, 内科",https://byoinnavi.jp/clinic/263396
渋谷区,恵比寿３丁目,-,"東京都渋谷区恵比寿3丁目25-2

",35.643063,139.716561,オーバルデンタル,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/270404
渋谷区,恵比寿３丁目,-,"東京都渋谷区恵比寿三丁目39-5 メゾン・ド・ボネール白金1B

",35.643851,139.720801,リーメディカルクリニック,"内科, 小児科",https://byoinnavi.jp/clinic/3923
渋谷区,恵比寿３丁目,-,"東京都渋谷区恵比寿3丁目48-2 ピッコロビル301

",35.644618,139.722584,永合歯科医院,"歯科, 小児歯科",https://byoinnavi.jp/clinic/3911
渋谷区,恵比寿３丁目,-,"東京都渋谷区恵比寿3丁目4-3 第3東ビル1階

",35.644894,139.718888,伊達坂歯科医院,歯科,https://byoinnavi.jp/clinic/3916
渋谷区,恵比寿３丁目,-,"東京都渋谷区恵比寿3丁目48-2 ピッコロビル101

",35.644618,139.722584,整形外科ゆうクリニック,整形外科,https://byoinnavi.jp/clinic/272670
渋谷区,恵比寿３丁目,-,"東京都渋谷区恵比寿3丁目45-13

",35.644666,139.720701,斉藤医院,"内科, 皮膚科, 婦人科",https://byoinnavi.jp/clinic/3155
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿南1丁目5-5 アトレ恵比寿6F

",35.646693,139.710147,医療法人社団正衛会 アトレ恵比寿6階歯科,"矯正歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/150755
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿4丁目20-3 恵比寿ガーデンプレイスタワー2F

",35.64216,139.71347,医療法人社団雄久会 恵比寿南橋デンタルクリニック,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/145192
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿4丁目23-8 甲賀ビル201

",35.644633,139.715648,丸山矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/74289
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿4丁目20-3 恵比寿ガーデンプレイスYGPタワー4F

",35.64216,139.71347,医療法人社団タカラ会 タカラデンタルクリニック,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/3885
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿4-9-13 中健ビル301

",35.645736,139.714485,医療法人社団敦保会 恵比寿こどもクリニック,"小児科, アレルギー科",https://byoinnavi.jp/clinic/274129
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿4丁目5-3 ブエナヴィスタ恵比寿

",35.645438,139.712624,恵比寿ブエナヴィスタクリニック,"内科, 呼吸器科, 消化器科, 循環器科, 糖尿病内科, 放射線科",https://byoinnavi.jp/clinic/176231
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿四丁目20番3号 恵比寿ガーデンプレイスタワー26階

",35.64216,139.71347,医療法人社団 創世会 臨床検査科 恵比寿,"内科, アレルギー科, 皮膚科, 臨床検査科",https://byoinnavi.jp/clinic/257253
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿4丁目1-18 恵比寿ネオナート2F

",35.645541,139.711049,医療法人社団鴻鵠会 恵比寿クリニック,"内科, 外科, 消化器科, 循環器科, 整形外科",https://byoinnavi.jp/clinic/2651
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿4丁目20-3 恵比寿ガーデンプレイスタワー3F

",35.64216,139.71347,医療法人社団東京桜十字 恵比寿ガーデンプレイスクリニック,"内科, 整形外科, 皮膚科, 婦人科",https://byoinnavi.jp/clinic/3601
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿4丁目7-6

",35.645407,139.712921,えびす形成・整形クリニック,"整形外科, 形成外科, 美容外科, 美容皮膚科",https://byoinnavi.jp/clinic/278480
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿4丁目3-1 QIZ EBISU3階

",35.64603,139.711175,とよまき矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/182131
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿4丁目28-5 プレサージュ2階

",35.645174,139.716067,佐藤クリニック,"内科, リウマチ科, 消化器科",https://byoinnavi.jp/clinic/2900
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿4丁目1-18 恵比寿ネオナート2階

",35.645541,139.711049,松林歯科,歯科,https://byoinnavi.jp/clinic/9116
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿四丁目9-9 恵比寿Kビル3F

",35.645838,139.713862,デンタルクリニック恵比寿,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/181228
渋谷区,恵比寿４丁目,-,"東京都渋谷区恵比寿南1丁目5-5 アトレ恵比寿6階

",35.646693,139.710147,医療法人社団湘仁会 森脇眼科,眼科,https://byoinnavi.jp/clinic/177661
