指標名,ギャラリー,,,,,,
出典,Tokyo Art Beat（ギャラリー）,,,,,,
年次,2021/2/08取得,,,,,,
URL,http://www.tokyoartbeat.com/venues/Gallery,,,,,,
備考,（2019年度：520件、2020年度：577件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ウェブサイト
中央区,京橋２丁目,日八京,東京都中央区京橋２－１１－９西堀１１番地ビル２Ｆ,35.676187,139.771584,四季彩舎,http://www.shikisaisha.com/
中央区,日本橋３丁目,日八京,東京都中央区日本橋３－８－６第二中央ビル４Ｆ,35.680275,139.773486,不忍画廊,http://www.shinobazu.com/
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町１－７－９,35.686214,139.777599,Space2*3（スペース2バイ3）,-
中央区,京橋２丁目,日八京,東京都中央区京橋２－５－２２キムラヤビル３Ｆ,35.676471,139.77025,スパンアートギャラリー,http://www.span-art.co.jp/
中央区,日本橋本町２丁目,日八京,東京都中央区日本橋本町２－６－１３山三ビルＢ１Ｆ,35.687345,139.777092,タグチファインアート,http://www.taguchifineart.com/
中央区,八重洲１丁目,日八京,東京都中央区八重洲１－５－１５田中八重洲ビル１Ｆ,35.681717,139.770919,田中八重洲画廊,http://garou.tanakatochikanri.com/
中央区,京橋３丁目,日八京,東京都中央区京橋３－９－２宝国ビル２Ｆ,35.674971,139.771138,東邦画廊,-
中央区,京橋３丁目,日八京,東京都中央区京橋３－６－６エクスアートビル１Ｆ,35.675241,139.77038,Tokyo Institute of Photography (T.I.P),http://www.tip.or.jp/
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町１－２－９ＤＩＧＤＵＧＢ１Ｆ,35.688774,139.779719,東京ワードローブギャラリー,-
中央区,日本橋３丁目,日八京,東京都中央区日本橋３－１－６あいおいニッセイ同和損保八重洲ビル１Ｆ,35.680752,139.771994,UNPEL GALLERY（アンペルギャラリー）,https://unpel.gallery/
中央区,日本橋横山町,-,東京都中央区日本橋横山町６－１４日本橋ＤＭビル４Ｆ,35.692889,139.783278,BAF studio tokyo,https://www.baf-tokyo.com/
中央区,東日本橋２丁目,-,東京都中央区東日本橋２－１－６岩田屋ビル３Ｆ,35.691889,139.785158,CSデザインセンター,http://www.csdc.jp/
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町４－８大和興行ビル５Ｆ,35.690517,139.777714,CULTIVATE,http://www.cltvt.org/
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町２－５石倉ビル４Ｆ,35.689371,139.777857,みうらじろうギャラリー,http://jiromiuragallery.com/
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町２－５石倉ビル３階,35.689371,139.777857,みうらじろうギャラリーbis,http://jiromiuragallery.com/bis.html
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町２－２－１ＤＤＤｈｏｔｅｌ１Ｆ,35.695272,139.78362,PARCEL,http://parceltokyo.jp/
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町１５－３,35.691708,139.781242,Polyphonic * viewing room,-
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町２－５－１７,35.69577,139.78376,ラディウムーレントゲンヴェルケ,-
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町１７－９さとうビルＢ館４Ｆ,35.692807,139.779926,ルーニィ 247 ファインアーツ,http://www.roonee.jp/
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町２－４－１Ｂａｋｕｒｏｃａｃｔｕｓ２Ｆ,35.696153,139.782203,SAN-AI GALLERY + contemporary art,http://san-ai-gallery.com/
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町１３－１ＣｒｅａｔｉｖｅＨｕｂ１３１２Ｆ,35.691118,139.78137,Surface,http://sanagijima.com/
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町２－４－１Ｂａｋｕｒｏｃａｃｔｕｓ４Ｆ,35.696153,139.782203,TAKU SOMETANI GALLERY,http://takusometani.com
中央区,佃１丁目,-,東京都中央区佃１－１１－８ピアウエストスクエア１Ｆ,35.669489,139.784573,ギャラリーアートコンポジション,https://www.galleryartcomposition.com/index_jp.html
中央区,月島１丁目,-,東京都中央区月島１－２３－１０３Ｆ,35.664421,139.782462,Gallery MAKI 実験室,http://www.gallery-maki.com
中央区,湊１丁目,-,東京都中央区湊１－８－１１ライジングビル４Ｆ,35.673084,139.780844,Bright Photo Salon,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１－９－２グラントウキョウサウスタワー１Ｆ,35.678678,139.767364,BMW Group Studio,-
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１－１０－１有楽町ビル１Ｆ,35.674941,139.761617,CADAN有楽町,https://cadan.org/cadan-yurakucho/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１－１３－１,35.675837,139.760817,第一生命ギャラリー,http://www.dai-ichi-life.co.jp/dsr/society/contrib...
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３－４－１新国際ビル１Ｆ,35.676421,139.762093,エプサイトギャラリー（epSITE） (epSITE),http://www.epson.jp/epsite/
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２－１０－１東京交通会館Ｂ１Ｆ,35.674945,139.764344,ギャラリー玻瑠,https://www.kotsukaikan.co.jp/gallery_area/1109/
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２,35.679699,139.763291,行幸地下ギャラリー,-
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２－４－１丸の内ビルディング１Ｆ,35.681183,139.76377,H.P.FRANCE WINDOW GALLERY,http://hpgrpgallery.com/window/
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３－３－１新東京ビル１Ｆ紫野和久傳内,35.67716,139.762252,白 marunouchi,https://www.hakumarunouchi.com/
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３－１－１国際ビル１Ｆ,35.676715,139.761215,ウィルデンスタイン東京,http://www.wildensteintokyo.com
千代田区,神田須田町２丁目,-,東京都千代田区神田須田町２－２５三和ビル６Ｆ,35.696709,139.774134,アートマルシェ神田ギャラリー,http://www.utte.co.jp/joomla/content/view/862/65/
千代田区,神田神保町３丁目,-,東京都千代田区神田神保町３－２－３神保町プレイス９Ｆ（美術出版社内）,35.696066,139.754439,BT gallery,http://btgallery.blog.fc2.com/
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋４－７－４,35.700821,139.746572,ギャラリー・スタジオ ii-BRIDGE,http://www.ii-bridge.com/information.html
千代田区,永田町２丁目,赤坂,東京都千代田区永田町２－１７－８千代田ハウスＢ１Ｆ,35.677381,139.739871,ナガイファインアーツ,-
千代田区,東神田１丁目,-,東京都千代田区東神田１－１４－２カラーワークスパレットビル４Ｆ,35.693797,139.781085,Colorworks Palette Gallery,http://www.palette-bldg.com/gallery.html
千代田区,神田東松下町,-,東京都千代田区神田東松下町１９興亜第１ビルＢ１・Ｂ２Ｆ,35.694504,139.773984,ファーブル8710,http://www.fabre8710.com/
千代田区,岩本町２丁目,-,東京都千代田区岩本町２－７－１３渡辺ビル１Ｆ,35.692983,139.776506,ギャラリー・サージ,http://www.catnet.ne.jp/surge/GSURGE.html
千代田区,東神田１丁目,-,東京都千代田区東神田１－１４－１１ヤマダビル１Ｆ,35.69424,139.782055,gallery UG,http://www.gallery-ug.com/
千代田区,東神田１丁目,-,東京都千代田区東神田１－２－１１アガタ竹澤ビルＢ１Ｆ,35.693445,139.780771,Gallery αM,http://gallery-alpham.com/
千代田区,東神田１丁目,-,東京都千代田区東神田１－３－４ＫＴビル２Ｆ,35.693504,139.780215,Kanzan Gallery,http://www.kanzan-g.jp/
千代田区,東神田１丁目,-,東京都千代田区東神田１－１５－２ローズビル１Ｆ,35.694459,139.782082,KOKI ARTS,http://www.kokiarts.com/
千代田区,神田東松下町,-,東京都千代田区神田東松下町１９興亜第１ビル,35.694504,139.773984,"Right, there is nothing.",http://www.right-th.com/news.html
千代田区,神田岩本町,-,東京都千代田区神田岩本町４,35.694482,139.774768,ゼンシ,http://zenshi.com
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１－３７武田ビル１Ｆ,35.694816,139.760157,51%（五割一分） Tokyo,http://5wari1bu.jp
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａ２０８号室,35.704307,139.770679,A/A gallery,http://www.ableart.org/
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａ２１１号室,35.704307,139.770679,AI KOWADA GALLERY,http://www.aikowadagallery.com/
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａ２０１・２０２号室,35.704307,139.770679,アキバタマビ21,http://akibatamabi21.com/
千代田区,平河町１丁目,-,東京都千代田区平河町１－８－９Ｂ１Ｆ,35.682612,139.741422,ANAGRA,http://www.anagra-tokyo.com
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａ２１１,35.704307,139.770679,ARTDYNE,http://www.art-dyne.com/art/wp/
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａＢ１０７号室,35.704307,139.770679,バンビナート・ギャラリー,http://www.bambinart.jp/
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１－２１－１文房堂ビル４Ｆ,35.695356,139.760909,文房堂ギャラリー,http://www.bumpodo.co.jp/
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａＢ１０９号室,35.704307,139.770679,CfSHE Gallery（シー・エフ・シー・ギャラリー）,http://endeavor.or.jp/mi-lab/lab-archives/gallery/
千代田区,外神田２丁目,-,東京都千代田区外神田２－１９－１４１０１,35.702225,139.766606,Gallery Bauhaus,http://www.gallery-bauhaus.com
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１－１１２Ｆ,35.695378,139.759458,gallery 福果,-
千代田区,隼町,-,東京都千代田区隼町３－１,35.682237,139.742141,北井画廊,http://www.kitaikikaku.co.jp/gallery
千代田区,西神田２丁目,-,東京都千代田区西神田２－３－５千栄ビル１Ｆ,35.69804,139.755076,Gallery mestalla (ギャラリーメスタージャ),http://www.gallerymestalla.co.jp/
千代田区,神田紺屋町,-,東京都千代田区神田紺屋町４６アルタビル６Ｆ,35.692997,139.773085,gallery N 神田社宅,http://www.f-g-n.jp/
千代田区,九段南２丁目,-,東京都千代田区九段南２－２－８松岡九段ビルディング２０５,35.694327,139.747229,成山画廊,http://www.gallery-naruyama.com/
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａ２０７号室,35.704307,139.770679,Gallery OUT of PLACE TOKIO,http://outofplace.jp
千代田区,九段南２丁目,-,東京都千代田区九段南２－１－１７パークマンション千鳥ヶ淵１Ｆ,35.691648,139.746761,ギャラリー册,http://www.satsu.jp/
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１－８山田ビル７Ｆ,35.696157,139.758786,ギャラリーそうめい堂,https://www.soumei.biz/
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａ３０８号室,35.704307,139.770679,日々の明々後日,http://hst308.blog.fc2.com/
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａ２０４号室,35.704307,139.770679,キドプレス,http://www.kidopress.com/
千代田区,麹町３丁目,-,東京都千代田区麹町３－４－２,35.684641,139.738022,麹町画廊,http://www.amatokyo.com/garou/
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａ２０３号室,35.704307,139.770679,京都工芸繊維大学 KYOTO Design Lab 東京ギャラリー,http://www.d-lab.kit.ac.jp/tag/tokyogallery/
千代田区,永田町２丁目,赤坂,東京都千代田区永田町２－１４－３赤坂東急プラザ２階,35.677276,139.737453,丸の内ギャラリー,http://www.marunouchigallery.com
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町３－１８－３,35.693301,139.761385,見本帖本店,https://www.takeo.co.jp/finder/mihoncho/
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４アーツ千代田３３３１内２０５ａ,35.704307,139.770679,MORITAKA art gallery,http://moritakah.com/
千代田区,東神田１丁目,-,東京都千代田区東神田１－３－５,35.693613,139.780363,Motus Fort,-
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａ２０６号室,35.704307,139.770679,nap gallery,http://napgallery.jp/
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａ２１１,35.704307,139.770679,Nii Fine Arts Tokyo,http://www.niifinearts.com/
千代田区,西神田３丁目,-,東京都千代田区西神田３－８－５,35.698952,139.753261,nuisance galerie,http://nuisance-tokyo.com/
千代田区,神田淡路町２丁目,-,東京都千代田区神田淡路町２－１１,35.697146,139.767444,御茶ノ水画廊 / 淡路町画廊,-
千代田区,外神田３丁目,-,東京都千代田区外神田３－５－２０１Ｆ，３Ｆ,35.700087,139.769391,PARK GALLERY,https://park-tokyo.com/
千代田区,神田司町,-,東京都千代田区神田司町２－９－１Ｂ１Ｆ,35.693466,139.767126,ピナコテーカ ギャラリー,http://www.pinacotheca.jp/
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａＢ１１０号室,35.704307,139.770679,佐賀町アーカイブ,https://twitter.com/sagachoarchives
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町３－２０３Ｆ,35.692448,139.760736,SOBO,https://www.facebook.com/sobo.tokyo/
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町２－２０第２富士ビルディング３Ｆ,35.697193,139.756383,TANA Gallery Bookshelf,http://tanagallerybookshelf.com/
千代田区,神田司町,-,東京都千代田区神田司町２－１６－８楽道庵１Ｆ,35.693567,139.768354,TETOKA（テトカ）,http://tetoka.jp/
千代田区,神田猿楽町２丁目,-,東京都千代田区猿楽町２－２－１澤田ビル２０２,35.698707,139.759039,The White,http://www.the-white-jp.com/
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町３－１８ほぼ日神田ビル１Ｆ,35.69344,139.761403,TOBICHI東京,http://www.1101.com/tobichi/
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町２－１１－４メゾン・ド・ヴィレ神田神保町１Ｆ,35.6954,139.756309,Uchigo and Shizimi Gallery,http://www.uchigoshizimi.com/index.html
千代田区,外神田２丁目,-,東京都千代田区外神田２－１－４松住町別館２０１,35.699526,139.766985,VOLCANOISE,http://volcanoise.com/
千代田区,外神田６丁目,-,東京都千代田区外神田６－１１－１４３３３１ＡｒｔｓＣｈｉｙｏｄａ２０６ｂ号室,35.704307,139.770679,コマンドN / シフト,http://www.commandn.net/
千代田区,九段南４丁目,-,東京都千代田区九段南４－８－２１,35.690872,139.737121,山脇ギャラリー,http://yamawaki-gallery.com/
新宿区,市谷砂土原町３丁目,-,東京都新宿区市谷砂土原町３－１９,35.697747,139.737823,Artemiss Contemporary,http://www.artemisscontemporary.com/
新宿区,下落合２丁目,-,東京都新宿区下落合２－６－３１０２,35.716768,139.700232,Alt_Medium,http://altmedium.jp
新宿区,新宿３丁目,-,東京都新宿区新宿３－３２－６ＢＥＡＭＳＪＡＰＡＮ５Ｆ,35.690208,139.704061,Bギャラリー,http://www.beams.co.jp/labels/detail/b-gallery
新宿区,大久保１丁目,-,東京都新宿区大久保１－１－１０ＧＵＮＫＡＮ東新宿６０２,35.698462,139.705757,どっきん実験室ギャラリー,https://www.facebook.com/%E3%81%A9%E3%81%A3%E3%81%...
新宿区,西新宿６丁目,-,東京都新宿区西新宿６－６－２ヒルトン東京Ｂ１Ｆヒルトピアショッピングアーケード内,35.692693,139.690978,フジギャラリー新宿,https://www.fuji-gs.jp/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２－４６－５ＫＭ新宿ビル９Ｆ,35.697595,139.700601,ギャルリー トラン・デュ・モンド,http://trains-du-monde.sakura.ne.jp/index.html
新宿区,西新宿２丁目,-,東京都新宿区西新宿７－１４－５,35.691346,139.69369,河合塾美術研究所 Gallery Kart,http://art.kawai-juku.ac.jp/kanto/institution/gll/
新宿区,四谷４丁目,-,東京都新宿区四谷４－１０メイプル花上２Ｆ,35.688227,139.717646,ギャラリーニエプス,http://www.niepce-tokyo.net/
新宿区,中落合４丁目,-,東京都新宿区新宿４－４－１５,35.720127,139.686242,ギャラリー新宿座,http://shinjukuza.jp/
新宿区,西新宿３丁目,-,東京都新宿区西新宿３－１８－２サンビューハイツ新宿１０１,35.68505,139.687747,HAGIWARA PROJECTS（ハギワラプロジェクツ）,http://www.hagiwaraprojects.com/
新宿区,西新宿１丁目,-,東京都新宿区西新宿１－１０－１ＭＹ新宿第２ビルＢ１Ｆ,35.689597,139.698449,ヨドバシフォトギャラリー INSTANCE,-
新宿区,新宿３丁目,-,東京都新宿区新宿３－３７－１１安与ビルＢ２Ｆ,35.690572,139.701309,柿傳ギャラリー,http://www.kakiden.com/gallery
新宿区,西新宿１丁目,-,東京都新宿区西新宿１－１－４京王百貨店６Ｆ,35.690193,139.699096,京王百貨店 新宿店 ギャラリー,https://www.keionet.com/info/shinjuku/
新宿区,新宿３丁目,-,東京都新宿区新宿３－１－３２新宿ビル２号館５Ｆ,35.689769,139.70641,KEN NAKAHASHI,https://kennakahashi.net/
新宿区,西新宿３丁目,-,東京都新宿区西新宿３－１８－２－１０２,35.685051,139.687736,ケンジタキギャラリー,http://www.kenjitaki.com/
新宿区,新宿２丁目,-,東京都新宿区新宿２－１６－１１－４０１,35.691436,139.708714,KULA PHOTO GALLERY,https://pg-web.net/
新宿区,西新宿１丁目,-,東京都新宿区西新宿１－６－１新宿エルタワー２８Ｆニコンプラザ新宿内,35.692281,139.697421,ニコンプラザ東京,https://www.nikon-image.com/support/showroom/tokyo...
新宿区,新宿２丁目,-,東京都新宿区新宿２－１６－１１－４０１,35.691436,139.708714,フォトグラファーズギャラリー,http://www.pg-web.net/
新宿区,新宿１丁目,-,東京都新宿区新宿１－２－１１近代ビル３Ｆ,35.687765,139.712659,Place M,http://www.placem.com/
新宿区,西新宿１丁目,-,東京都新宿区西新宿１－２５－１新宿センタービルＭＢ（中Ｂ１Ｆ）,35.691847,139.695497,リコーイメージングスクエア東京,http://www.ricoh-imaging.co.jp/japan/community/squ...
新宿区,新宿５丁目,-,東京都新宿区新宿５－１８－１１タナカビル１０１,35.69471,139.706189,新宿眼科画廊,http://www.gankagarou.com
新宿区,四谷３丁目,-,東京都新宿区四谷３－１２サワノボリビル９Ｆ,35.687613,139.719242,TS4312,http://www.ts4312r.com/
新宿区,大京町,-,東京都新宿区大京町１２－９２Ｆ,35.684324,139.717924,アートコンプレックスセンター (ACT),http://www.gallerycomplex.com
新宿区,新宿３丁目,-,東京都新宿区新宿３－８－９新宿Ｑビル４Ｆ,35.690708,139.706664,サードディストリクトギャラリー,http://www.3rddg.com/
新宿区,四谷４丁目,-,東京都新宿区四谷４－２２第二富士川ビル１Ｆ,35.690239,139.71605,Totem Pole Photo Gallery,http://tppg.jp/
新宿区,西新宿４丁目,-,東京都新宿区西新宿４－３２－６パークグレース新宿２０６,35.687467,139.688944,ユミコチバアソシエイツ viewing room shinjuku,http://www.ycassociates.co.jp/
新宿区,愛住町,-,東京都新宿区愛住町７－６サンドエル四谷１０２号室,35.689708,139.719932,nico project viewingroom,-
新宿区,矢来町,-,東京都新宿区矢来町１１４高橋ビル地下１Ｆ,35.703925,139.735223,ART GALLEY KAGURAZAKA,-
新宿区,矢来町,-,東京都新宿区矢来町１１４,35.704084,139.73467,アユミギャラリー,http://www.ayumi-g.com
新宿区,矢来町,-,東京都新宿区矢来町３２−２,35.702985,139.730586,eitoeiko,http://eitoeiko.com/
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町５７４ＴＳＵＲＵ－１１Ｆ,35.707926,139.724968,Gallery A,https://www.gallery-a.art/
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻５４７大森ビル１Ｆ，Ｂ１Ｆ,35.706971,139.725915,LIFT,-
新宿区,西五軒町,-,東京都新宿区西五軒町５－１エーワビル１Ｆ,35.706288,139.73772,Maki Fine Arts,http://www.makifinearts.com/jp/
新宿区,市谷田町３丁目,-,東京都新宿区市谷田町３－１３神楽ビル２Ｆ,35.696696,139.739224,ミヅマ・アクション,http://www.mizuma-art.co.jp/
新宿区,市谷田町３丁目,-,東京都新宿区市谷田町３－１３神楽ビル２Ｆ,35.696696,139.739224,ミヅマアートギャラリー（市ヶ谷）,https://mizuma-art.co.jp/
新宿区,住吉町,-,東京都新宿区住吉町１０－１０,35.693852,139.719961,SYP Gallery,http://arttokyo.sub.jp/
新宿区,西五軒町,-,東京都新宿区西五軒町５－１エーワビル３Ｆ,35.706288,139.73772,スプラウト・キュレーション,http://sprout-curation.com/
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２－３－１,35.707672,139.716198,早稲田スコットホールギャラリー,http://www.hoshien.or.jp/gallery/index.html
新宿区,矢来町,-,東京都新宿区矢来町１２３第一矢来ビル１Ｆかもめブックス内,35.704105,139.733476,"ondo kagurazaka, tokyo",http://kamomebooks.jp/
新宿区,南町,-,東京都新宿区南町６,35.698521,139.736928,√K Contemporary,https://root-k.jp/
新宿区,下落合３丁目,-,東京都新宿区下落合３－１３－１７,35.720744,139.700477,アダチ版画研究所,https://www.adachi-hanga.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－１３－１アルス表参道,35.666431,139.70721,アルスギャラリー,http://www.a-s-o.jp/gallery/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－１４－５,35.666164,139.705482,BANK GALLERY,http://bank-gallery.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－５３－３ＴＢＳハウジング渋谷ＴＯＫＹＯＨＯＭＥＳＣＯＬＬＥＣＴＩＯＮ内積水ハウス渋谷展示場ビエナ青山コレクション１Ｆ,35.662787,139.706486,ビエナアートスペース,-
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－１２－９,35.666163,139.704393,BLOCK HOUSE,http://blockhouse.jp/
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－１４－３４原宿神宮の森５Ｆ,35.670997,139.703044,BLUM & POE,http://blumandpoe.com/?lang=ja
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－３１－２ＦＡＣＴＯＲＹ－０１,35.673044,139.709168,BookGallery Caution,http://gallerycaution.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－４９－７,35.663293,139.709417,ボックスギャラリー 表参道 キューブ,http://homepage3.nifty.com/cube-tomo/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－２５－３,35.669354,139.708512,COCONANI左←→右,http://coconani.space/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－１２－９,35.666163,139.704393,COMMON,http://www.gallerycommon.com/
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷３－２０－１０,35.676703,139.708644,Cystem Gallery,-
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－２０－１８,35.670579,139.708142,デザインフェスタギャラリー原宿,http://www.designfestagallery.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－７－５ルイ・ヴィトン表参道ビル７Ｆ,35.666507,139.709056,エスパス ルイ・ヴィトン東京,http://espacelouisvuittontokyo.com/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－４１－３,35.670897,139.713641,EUKARYOTE（ユーカリオ）,http://eukaryote.jp/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１７－３アーク・アトリウムＢ０２,35.668751,139.710195,表参道画廊,http://omotesando-garo.com/home.html
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－２－１９,35.666973,139.711571,ギャラリーニイク,http://www.gallery219.com/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－３０－２８原宿ホームズ１０１,35.674736,139.708649,Gallery 38,http://www.gallery-38.com/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１２－１０表参道ヒルズ西館１階Ｗ１０４,35.667281,139.70875,Gallery80 （ギャラリー・エイティ),-
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１２－１０表参道ヒルズ同潤会青山アパート再生棟「同潤館」２Ｆ,35.666882,139.709427,ギャラリー同潤会,http://www.gallerydojunkai.com/index.htm
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５‐５１‐３１Ｆ,35.663029,139.709407,ギャラリーGAN,-
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４‐２８‐１１－１Ｆ,35.668777,139.706936,ギャラリーGAN.f,http://www.presskit.co.jp/presskit/top.html
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－２５－７​コーポＫ１０３,35.669019,139.708102,GALLERY KTO（ギャラリークトー）,https://www.gallery-kto.com
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－９－６,35.666999,139.705208,ギャラリーMOGRA,-
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－３２－１０,35.672288,139.708752,Gallery Target,http://www.gallery-target.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－５２－２青山オーバルビル２Ｆ,35.662693,139.708932,GoFa,http://www.gofa.co.jp/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－１０－１ＧＹＲＥ３Ｆ,35.667507,139.706894,GYRE GALLERY,https://gyre-omotesando.com/artandgallery/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－５－４原宿エノモトビル１Ｆ,35.66765,139.71194,HBギャラリー,http://www.hbgallery.com/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１７－１６ＮＩＣＨＩＩＰＲＡＴ２１Ｆ,35.668839,139.710125,HAKABOCHI,https://hakabochi.com
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－７－１１千春ビル２Ｆ１０３,35.667008,139.706235,ハラジュクゼット,https://harajukuz.com/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－１２－９ＢＬＯＣＫＨＯＵＳＥ２Ｆ,35.666125,139.70439,HARUKAITO by island,http://islandjapan.com/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－２８－１６　ＴＸ１０１ビル３Ｆ,35.668802,139.706928,LOV-LAB (LOVELIES LABORATORY),https://6dokidoki.com/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－２８－１５,35.66855,139.706664,Lamp harajuku,http://www.lamp-harajuku.com/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－７－６オン・サンデーズＢ１Ｆ,35.670739,139.713362,ライトシード・ギャラリー,https://twitter.com/onsundaysbooks
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－４－７,35.67275,139.713281,MAHO KUBOTA GALLERY,http://www.mahokubota.com/ja/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１１－１１,35.667061,139.709617,MAKI Gallery,https://www.makigallery.com/ja/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１７－３アーク・アトリウムＢ０２,35.668751,139.710195,ミュゼF,http://omotesando-garo.com/museef/MF.html
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１－２３,35.6683,139.712766,OPA gallery･shop,http://opagallery.net/index.html
