指標名,ホール・劇場,,,,,,,,,,,,,,,,,
出典,東京都生活文化局,,,,,,,,,,,,,,,,,
年次,2020年7月,,,,,,,,,,,,,,,,,
URL,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271.html,,,,,,,,,,,,,,,,,
備考,野外会場も含む。（2019年度：439件、2020年度：521件）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,電話番号,URL,客席数,収容人数,舞台形式,全体形式,客席形式,これまでの利用実績ジャンル,施設に適しているもしくは利用して欲しいジャンル,利用対象,利用条件を設定している場合の条件,利用可能時間帯
新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-21-7 　ヒューマックスパビリオン新宿アネックスB2F,35.695317,139.701049,新宿ＢＬＡＺＥ,03-5155-5990,http://shinjuku-blaze.com/,359,800,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)、スタンディング,"ポップス,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会,ロック","ポップス,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",,,
新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1-6-14 　第二ショーリビルB1F,35.693695,139.702812,新宿メモリーズ,03-3208-6540,http://s.live-memories.com/,,, ,,,,,,,
新宿区,歌舞伎町１丁目,-,新宿区歌舞伎町1丁目2-5 東陽ビルB2F,35.693738,139.703987,Zirco Tokyo,03-6278-9190,http://zirco-tokyo.jp/,,, ,,,"ポップス,ダンス・パフォーマンス,合唱,ロック,アイドル,ＤＪ",,一般に貸出している,,
新宿区,下落合１丁目,-,新宿区下落合１－９－６,35.716020,139.699154,東京富士大学　二上講堂,03－3362－7297,http://www.fuji.ac.jp/guidance/facility/,,, ,,,,,,,
渋谷区,鉢山町,-,渋谷区鉢山町13-12 B1F,35.651117,139.696766,ＬＯＯＰ 代官山,03-6277-5032,http://www.live-loop.com,,, ,,,,,,,
渋谷区,南平台町,-,渋谷区南平台町17-6　SVAX南平台ビル3F,35.653500,139.695033,ミュージックサロン エスプリ,03-6455-0190,http://www.musicsalonesprit.com/,70,70,ｵｰﾌﾟﾝ形式,ｱﾘｰﾅ・平土間形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),クラシック,クラシック,,,
渋谷区,道玄坂２丁目,-,渋谷区 道玄坂 2-19-14,35.659225,139.696461,B.Y.G,03-3461-8574,http://www.byg.co.jp/index_top.html,,, ,,,,,,,
渋谷区,道玄坂２丁目,-,渋谷区道玄坂 2-29-5　ザ・プライム 6F,35.659504,139.698281,CBGK　シブゲキ!!,03-6415-3363,http://cbgk.jp/index.html,242,242,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"ポップス,ジャズ,演劇,ミュージカル,能・狂言,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）","ポップス,ジャズ,演劇,ミュージカル,能・狂言,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）",一般に貸出している,,
渋谷区,代々木神園町,-,渋谷区代々木神園町3-1,35.676571,139.694873,国立オリンピック記念青少年総合センタ－〔カルチャー棟　大ホール〕,03-3469-2525,https://nyc.niye.go.jp/,758,758,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"ポップス,クラシック,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会","ポップス,クラシック,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会",一般に貸出している,,①8：30～12：00②13：00～17：00③18：00～22：00
渋谷区,代々木神園町,-,渋谷区代々木神園町3-1,35.676571,139.694873,国立オリンピック記念青少年総合センタ－〔カルチャー棟　小ホール〕,03-3469-2525,https://nyc.niye.go.jp/,384,384,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,"固定席,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)","ポップス,クラシック,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会","ポップス,クラシック,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,世界の民族音楽,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会",一般に貸出している,,①8：30～12：00②13：00～17：00③18：00～22：00
渋谷区,代々木５丁目,-,渋谷区代々木 5-1-15,35.671955,139.689438,YCC 代々木八幡コミュニティセンター〔ホール〕,03-3466-3239,https://www.city.shibuya.tokyo.jp/shisetsu/chiiki/kumin_kaikan/yoyogi_newkumin.html,184,184,ﾌﾟﾛｾﾆｱﾑ形式,,固定席,"演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",利用条件の設定,活動団体の事前登録,
渋谷区,代官山町,-,渋谷区代官山町20-20 　モンシェリー代官山B2F,35.648080,139.702262,晴れたら空に豆まいて,03-5456-8880,http://mameromantic.com/,,, ,,,,,,,
渋谷区,猿楽町,-,渋谷区猿楽町3-9 　アベニューサイド代官山3F,35.652048,139.704297,代官山NOMAD,03-3770-3723,http://www.daikanyama-nomad.com/,,, ,,,,,,,
渋谷区,猿楽町,-,渋谷区猿楽町29-18,35.647424,139.701478,HILLSIDE TERRACE　HILLSIDE PLAZA,03-3780-5977,http://www.hillsideterrace.com/index2.html,,, ,,,,,,,
渋谷区,神宮前４丁目,-,渋谷区神宮前 4-2-12 WES B1F,35.666335,139.711002,表参道ＧＲＯＵＮＤ,03-5772-8566,http://www.omotesando-ground.jp/,158,458,ﾌﾟﾛｾﾆｱﾑ形式,"ｱﾘｰﾅ・平土間形式,扇型形式",可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,演歌・歌謡曲,ジャズ,演劇,ミュージカル,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","ポップス,演歌・歌謡曲,ジャズ,演劇,ミュージカル,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,<NULL>
渋谷区,松涛１丁目,-,渋谷区松濤1-26-4,35.659118,139.693347,タカギクラヴィア 松濤サロン,03-3770-9611,http://takagiklavier.com/salon.html,60,60, ,,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,ジャズ,合唱,講演会,展示会","クラシック,ジャズ,講演会",一般に貸出している,,
渋谷区,桜丘町,-,渋谷区桜丘町3-12デセオミニ,35.655904,139.703024,ＤＥＳＥＯ ｍｉｎｉ ｗｉｔｈ ＶＩＬＬＡＧＥ ＶＡＮＧＵＡＲＤ,03-3464-2228,http://www.deseo.co.jp/mini/,,, ,,,,,,,
渋谷区,桜丘町,-,渋谷区桜丘町3-3 　第二岡崎ビル1F,35.656598,139.702292,渋谷ＤＥＳＥＯ,03-5457-0303,http://deseo.co.jp,,, ,,,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","ポップス,演歌・歌謡曲,ジャズ,ダンス・パフォーマンス",一般に貸出している,,
渋谷区,桜丘町,-,渋谷区桜丘町3-3 　第二岡崎ビルB1F,35.656598,139.702292,渋谷ｃｌｕｂ乙－ｋｉｎｏｔｏ－,03-3780-1010,http://kinoto.jp/,,, ,,,,,,,
渋谷区,桜丘町,-,渋谷区桜丘町26-1 B2F,35.656358,139.699328,セルリアンタワー能楽堂,03-3477-6412,http://www.ceruleantower-noh.com/,201,201,能楽堂,能楽堂,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,講演会,記者発表会",能・狂言,,,
渋谷区,桜丘町,-,渋谷区桜丘町26-1　セルリアンタワー東急ホテル2F,35.656358,139.699328,JZ Brat SOUND OF TOKYO,03-5728-0168,http://www.jzbrat.com/,95,95, ,,,,,,,
渋谷区,桜丘町,-,渋谷区桜丘町23-21,35.655510,139.699911,渋谷区文化総合センター大和田〔さくらホール〕,03-3464-3251,http://www.shibu-cul.jp/sakurahall,735,735,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,
渋谷区,桜丘町,-,渋谷区桜丘町23-21,35.655510,139.699911,渋谷区文化総合センター大和田〔伝承ホール〕,03-3464-3251,http://www.shibu-cul.jp/denshohall,345,345,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,
渋谷区,桜丘町,-,渋谷区桜丘町16-12　桜丘フロントビルB1F,35.656809,139.701116,ＲＵＩＤＯ Ｋ２,03-3462-5310,http://www.ruido.org/k2/,50,200, ,,,"ポップス,演歌・歌謡曲,ジャズ,演劇,ミュージカル,ダンス・パフォーマンス,展示会,アカペラ","ポップス,演歌・歌謡曲,ジャズ,演劇,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,アカペラ",一般に貸出している,,
渋谷区,円山町,-,渋谷区円町1-5 　KINOHAUS 2F　ユーロスペース内,35.659320,139.695338,ユーロライブ,03-6675-5681,http://eurolive.jp/,178,178, ,,固定席,"演劇,お笑い・寄席・演劇,映像上映会（試写会など）,撮影","演劇,お笑い・寄席・演劇,映像上映会（試写会など）",利用条件の設定,自主興行の開催のない日、時間帯を一般に貸出している,
渋谷区,円山町,-,渋谷区円山町2-16,35.658437,139.695080,ＷＯＭＢ,03-5459-0039,http://www.womb.co.jp/,,250, ,オールスタンディング,,,,,,
渋谷区,円山町,-,渋谷区円山町2-3 　,35.658506,139.695281,ＴＳＵＴＡＹＡ Ｏ－ｎｅｓｔ,03-3462-4420,http://shibuya-o.com/nest/,,, ,,,,,,,
渋谷区,円山町,-,渋谷区円山町2-3 2F,35.658506,139.695281,ＴＳＵＴＡＹＡ Ｏ－ＷＥＳＴ,03-5784-7088,http://shibuya-o.com/west/,59,, ,ｼｭｰﾎﾞｯｸｽ形式,2階席のみ固定,"ポップス,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,ダンス・パフォーマンス","ポップス,ダンス・パフォーマンス",,,
渋谷区,円山町,-,渋谷区円山町2-3 　O-WESTビル7F,35.658506,139.695281,渋谷７ｔｈ ＦＬＯＯＲ,03-3462-4466,http://7th-floor.net/,,, ,,,,,,,
渋谷区,円山町,-,渋谷区円山町1-5 KINOHAUS 1F,35.659298,139.695235,LOFT9 Shibuya,03-5784-1239,http://www.loft-prj.co.jp/loft9/,,, ,,,,,,,
渋谷区,円山町,-,渋谷区円山町1-8,35.658999,139.695329,clubasia,03-5458-2551,http://www.clubasia.co.jp,,, ,,,,,,,
渋谷区,円山町,-,渋谷区円山町18-2 　藤田ハイツB1F,35.657015,139.694185,Ｌａｎｔｅｒｎ,03-3476-0438,https://sites.google.com/site/lanternweb/,60,80, ,,"固定席,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)","ポップス,クラシック,演歌・歌謡曲,ジャズ,日本の伝統音楽（邦楽等）,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","ポップス,クラシック,演歌・歌謡曲,ジャズ",一般に貸出している,,<NULL>
渋谷区,宇田川町,-,渋谷区宇田川町4-7 　トウセン宇田川ビル1F,35.662481,139.697895,渋谷Ｓｔａｒ ｌｏｕｎｇｅ,03-6277-5373,http://www.starlounge.jp,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町4-7 　トウセン宇田川ビルB1F,35.662481,139.697895,ＣＨＥＬＳＥＡ ＨＯＴＥＬ,03-3770-1567,http://chelseahotel.jp,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町4-7 　トウセン宇田川町ビル2F,35.662481,139.697895,渋谷ＴＨＥ ＧＡＭＥ,03-5456-5038,http://www.shibuyathegame.com/,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町4-7 　トウセン宇田川町ビル3F,35.662481,139.697895,渋谷Ｍｉｌｋｙｗａｙ,03-6416-3227,http://www.shibuyamilkyway.com/,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町4-7 　トウセン宇田川町ビル5F,35.662481,139.697895,ａｕｂｅ ｓｈｉｂｕｙａ,03-5459-2896,http://1091m.com/?page_id=8,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町41-29 　石井ビル2F,35.663025,139.694938,渋谷 ＳＯＮＧＬＩＮＥＳ,03-5784-4186,http://song-bird.net/songlines/,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町3-10 　いちごフィエスタ渋谷4Ｆ,35.662513,139.698769,Ｌｉｖｅ＆Ｐｕｂ Ｓｈｉｂｕｙａ ｇｅｅ－ｇｅ．,03-6416-3468,http://www.gee-ge.net/,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町37-18 　トツネビル,35.662859,139.694815,アップリンク渋谷〔UP　LINK　FACTORY〕,03-6825-5503,http://www.uplink.co.jp/,,, ,,,"演劇,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会,映画上映","演劇,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会,映画上映",一般に貸出している,,
渋谷区,宇田川町,-,渋谷区宇田川町32-13 4F・5F,35.660986,139.697567,渋谷ＣＬＵＢ ＱＵＡＴＴＲＯ,03-3477-8750,http://www.club-quattro.com,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町32-12 　アソルティ渋谷B1F,35.661085,139.697373,渋谷 ＴＡＫＥ ＯＦＦ ７,03-3770-7755,http://kox-radio.jp/takeoff7/,100,200,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),ポップス,ポップス,一般に貸出している,,
渋谷区,宇田川町,-,渋谷区宇田川町31-2　渋谷ビーム内,35.661358,139.697442,ヨシモト∞ホール,03-5728-8880,http://www.yoshimoto.co.jp/mugendai/,218,282,ｵｰﾌﾟﾝ形式,扇型形式,固定席,お笑い・寄席・演劇,お笑い・寄席・演劇,一般に貸出している,,公演によって異なる
渋谷区,宇田川町,-,渋谷区宇田川町31-3 　第3田中ビルB1F,35.661332,139.697834,ＷＡＳＴＥＤ ＴＩＭＥ,03-3461-8383,http://www.wastedtime.jp/index.html,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町30-5　JowビルB1F,35.660892,139.697992,渋谷Club Malcolm,03-6455-0225,http://www.club-malcolm.com,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町１－１,35.664101,139.698511,渋谷区公会堂〔LINE CUBE SHIBUYA〕,03-5457-3304,https://linecubeshibuya.com/,1180,1180,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"ポップス,クラシック,演歌・歌謡曲,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,合唱,講演会","ポップス,お笑い・寄席・演劇,ダンス・パフォーマンス",一般に貸出している,<NULL>,<NULL>
渋谷区,宇田川町,-,渋谷区宇田川町14-14 　コーノビルB1F,35.662189,139.698361,渋谷ＬＯＯＰ ＡＮＮＥＸ,03-3496-7060,http://www.live-loop.com/,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町13-17 　ライズビル地下,35.661491,139.698724,ＷＷＷ,03-5458-7685,http://www-shibuya.jp,,385,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,ジャズ,演劇,世界の民族音楽,映像上映会（試写会など）","ポップス,ジャズ,演劇,世界の民族音楽,映像上映会（試写会など）",一般に貸出している,,<NULL>
渋谷区,宇田川町,-,渋谷区宇田川町13-16 　国際ビルB館B1F,35.661459,139.698533,ＧＡＲＲＥＴ ｕｄａｇａｗａ,03-3463-0069,http://www.cyclone1997.com/garret/garret_home.html,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町13-16 　国際ビルA館B2F,35.661459,139.698533,渋谷ＣＹＣＬＯＮＥ,03-3463-0069,http://www.cyclone1997.com/home.html,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川町13-17 ライズビル2F,35.661491,139.698724,渋谷WWW X,03-5458-7688,http://www-shibuya.jp/,,, ,,,"ポップス,ジャズ,世界の民族音楽,映像上映会（試写会など）","ポップス,ジャズ,世界の民族音楽,映像上映会（試写会など）",一般に貸出している,,
渋谷区,宇田川町,-,渋谷区宇田川町12-18　東急ハンズB1F,35.662034,139.697932,Midnight Lounge ballo ballo,03-6277-5032,http://www.live-loop.com/ballo/schedule/schedule.html,,, ,,,,,,,
渋谷区,宇田川町,-,渋谷区宇田川15-1　渋谷パルコ8F,35.662048,139.698777,PARCO劇場〔パルコ劇場〕,03-3477-5858,https://stage.parco.jp/,,, ,,,,,,<NULL>,
渋谷区,渋谷４丁目,-,渋谷区渋谷4-5-9 　青山ビルディング2F-4F,35.658657,139.709185,青山蜂,03-5766-4887,http://aoyama-hachi.net/,,, ,,,,,,,
渋谷区,渋谷３丁目,-,渋谷区渋谷3-21-3　渋谷ストリーム内,35.657164,139.703221,渋谷ストリーム〔渋谷ストリームホール〕,03-6419-9500,http://stream-hall.jp/,294,700,ｵｰﾌﾟﾝ形式,"ｼｭｰﾎﾞｯｸｽ形式,ｱﾘｰﾅ・平土間形式",,"ポップス,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会",一般に貸出している,,
渋谷区,渋谷２丁目,-,渋谷区渋谷2-21-1 9F,35.659055,139.703529,渋谷ヒカリエ ヒカリエホール〔ホールＡ〕,03-5468-5088,http://www.hikarie.jp/hall/index.html,,, ,,,,,,,
渋谷区,渋谷２丁目,-,渋谷区渋谷2-12-13 　八千代ビルB1F,35.658616,139.707982,ＬＡＳＴ ＷＡＬＴＺ ｂｙ ｓｈｉｏｓａｉ,03-6427-4651,http://lastwaltz.info/,,, ,,,,,,,
渋谷区,渋谷２丁目,-,渋谷区渋谷2-21-1　渋谷ヒカリエ11F,35.659055,139.703529,東急シアターオーブ,03-3477-9111,https://theatre-orb.com/,1972,,ﾌﾟﾛｾﾆｱﾑ形式,,固定席,"ジャズ,ミュージカル,バレエ,ダンス・パフォーマンス","ミュージカル,ダンス・パフォーマンス",,,
渋谷区,渋谷２丁目,-,渋谷区渋谷2-21-1 渋谷ヒカリエ9F,35.659055,139.703529,渋谷ヒカリエ ヒカリエホール〔ホールＢ〕,03-5468-5088,http://www.hikarie.jp/hall/index.html,,, ,,,,,,,
渋谷区,渋谷１丁目,-,渋谷区渋谷1-10-2 　志水ビルB1F,35.660682,139.705082,ｃｌｕｂ ｂａｒ ＦＡＭＩＬＹ,"03-3400-9182
 (21時以降)",http://club-bar-family.com/,,, ,,,,,,,
渋谷区,渋谷１丁目,-,渋谷区渋谷1-10-7 　グローリア宮益坂III B1F,35.660590,139.704953,渋谷 ＨＯＭＥ,03-5774-5822,http://www.toos.co.jp/home/index.html,,, ,,,,,,,
渋谷区,渋谷１丁目,-,渋谷区渋谷1-18-9　(美竹の丘・しぶや内),35.661791,139.704697,シニア・いきいきコミュニティ・美竹の丘〔多目的ホール〕,03-3486-4594,https://www.city.shibuya.tokyo.jp/shisetsu/koreisha/mitake.html,,, ,,,,,,<NULL>,<NULL>
渋谷区,渋谷１丁目,-,渋谷区渋谷1-10-7 　グローリア宮益坂III B1F,35.660590,139.704953,渋谷 ＬＵＳＨ,03-5467-3071,http://www.toos.co.jp/lush/,30,230,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,演歌・歌謡曲,ジャズ,ダンス・パフォーマンス","ポップス,クラシック,演歌・歌謡曲,ジャズ,お笑い・寄席・演劇,オペラ,ダンス・パフォーマンス,合唱",一般に貸出している,,
渋谷区,渋谷１丁目,-,渋谷区渋谷1-23-16　cocoti SHIBUYA（渋谷ココチ）4階,35.662013,139.702644,東京カルチャーカルチャー,03-3599-2390,http://tcc.nifty.com/,,, ,,,,,,,
渋谷区,渋谷１丁目,-,渋谷区渋谷1-3-3　ヒューリック青山第２ビル B1F,35.662025,139.706275,DDD AOYAMA CROSS THEATER,03-5468-5475,http://www.ddd-hall.com/about/,,,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,ﾛｰﾙﾊﾞｯｸﾁｪｱ,"ポップス,ジャズ,演劇,ミュージカル,世界の民族音楽,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会",一般に貸出している,,
渋谷区,本町４丁目,-,渋谷区本町4-9-7,35.686802,139.680650,本町区民会館〔大集会場〕,03-3376-8453,http://www.city.shibuya.tokyo.jp/shisetsu/shiiki/kumin-kaikan/km_honmachi.html,200,200, ,,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"演劇,ダンス・パフォーマンス,講演会,展示会","講演会,展示会",一般に貸出している,,
渋谷区,本町４丁目,-,渋谷区本町4-19-1 B1F,35.688378,139.680038,TOGI BAR,03-3373-6087,http://togibar.com/,,100,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,演歌・歌謡曲,お笑い・寄席・演劇,ダンス・パフォーマンス","ポップス,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,
渋谷区,本町１丁目,-,渋谷区本町1-1-1,35.682483,139.685986,新国立劇場〔オペラ劇場〕,03-5351-3011,http://www.nntt.jac.go.jp/,1814,1814,ﾌﾟﾛｾﾆｱﾑ形式,,固定席,"クラシック,演劇,ミュージカル,バレエ,オペラ,ダンス・パフォーマンス","バレエ,オペラ",一般に貸出している,,
渋谷区,本町１丁目,-,渋谷区本町1-1-1,35.682483,139.685986,新国立劇場〔中劇場〕,03-5351-3011,http://www.nntt.jac.go.jp/,1038,1038,"ﾌﾟﾛｾﾆｱﾑ形式,ｵｰﾌﾟﾝ形式",扇型形式,固定席,"ポップス,演劇,ミュージカル,バレエ,オペラ,ダンス・パフォーマンス,映像上映会（試写会など）","演劇,ミュージカル,バレエ,オペラ,ダンス・パフォーマンス",一般に貸出している,,
渋谷区,本町１丁目,-,渋谷区本町1-1-1,35.682483,139.685986,新国立劇場〔小劇場〕,03-5351-3011,http://www.nntt.jac.go.jp/,468,468,可動式、オープンスペース。,ｼｭｰﾎﾞｯｸｽ形式,固定席,"演劇,ミュージカル,バレエ,オペラ,ダンス・パフォーマンス,合唱","演劇,ミュージカル,ダンス・パフォーマンス",一般に貸出している,,
渋谷区,本町１丁目,-,渋谷区本町1-2-1,35.681319,139.685537,初台Ｔｈｅ ＤＯＯＲＳ,03-5350-5800,http://1091m.com/?page_id=274,,, ,,,,,,,
渋谷区,富ケ谷１丁目,-,渋谷区富ヶ谷1-37-5 　(株)白寿生科学研究所本社ビル 7F,35.667322,139.690201,HAKUJU HALL,03-5478-8867,https://www.hakujuhall.jp/,300,300,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,-,-","クラシック,ジャズ,日本の伝統音楽（邦楽等）,世界の民族音楽,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,
渋谷区,幡ケ谷３丁目,-,渋谷区幡ヶ谷3-4-1,35.679819,139.675984,幡ヶ谷区民会館〔集会場〕,03-3377-6203,http://www.city.shibuya.tokyo.jp/est/kmkaikan/km_hatagaya.html,150,500,ﾌﾟﾛｾﾆｱﾑ形式,,折りたたみイス,"演劇,ダンス・パフォーマンス,合唱,講演会","演劇,ダンス・パフォーマンス,合唱,講演会",,,
渋谷区,幡ケ谷２丁目,-,渋谷区幡ヶ谷2-8-15　幡ヶ谷KODAビルB1F 102,35.678048,139.677090,フォレストリミット,03-6276-2886,http://forestlimit.com/fl/,,, ,,,,,,,
渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-23-12　フォンティスビル2Ｆ,35.660009,139.695967,中根住区センター〔レクリエーションホール〕,03-3725-8665,http://studiofreedom.jp,,, ,,,,,,,
渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-14-17,35.658706,139.695915,七面鳥,03-3461-2123,http://www.7mentyo.com/index.html,,, ,,,,,,,
渋谷区,道玄坂２丁目,-,渋谷区道玄坂2-14-8 2F,35.658662,139.695661,ＴＳＵＴＡＹＡ Ｏ－ＥＡＳＴ,03-5458-4681,http://shibuya-o.com/east/,,,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,ジャズ,演劇,ミュージカル,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","ポップス,ジャズ,演劇,ミュージカル,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,
