指標名,ホール・劇場,,,,,,,,,,,,,,,,,
出典,東京都生活文化局,,,,,,,,,,,,,,,,,
年次,平成31年3月,,,,,,,,,,,,,,,,,
URL,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271.html,,,,,,,,,,,,,,,,,
備考,野外会場も含む,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,電話番号,URL,客席数,収容人数,舞台形式,全体形式,客席形式,これまでの利用実績ジャンル,施設に適しているもしくは利用して欲しいジャンル,利用対象,利用条件を設定している場合の条件,利用可能時間帯
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-23-27赤星ﾋﾞﾙBF,35.67285,139.7042865,アコスタディオ,03-3408-4541,http://nttbj.itp.ne.jp/0334084541/index.html,60,60,その他（なし）,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,クラシック、ジャズ、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、講演会、展示会、その他,クラシック、ジャズ、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、映像上映会（試写会など）、講演会、展示会、その他,利用条件を設定している（市・区での活動団体等）,会員制,09:00～21:00
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-9-12 　ロイスダールビルB1F-2F,35.669646,139.705614,Ｔｈｅ Ｓａｄ Ｃａｆｅ ＳＴＵＤＩＯ,0120-438-489 ,http://www.sadcafe.com/studio/,,,,,,,,,,
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6-30,35.703684,139.736187,音楽の友ホール,03-3235-2115,http://www.ongakunotomo.co.jp/company/hall.html,,,,,,,クラシック、日本の伝統音楽（邦楽等）、合唱、講演会,,,
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3-4 AYビルB1F.,35.700768,139.740984,ＴＨＥＧＬＥＥ,03-5261-3123,http://theglee.jp/,,,,,,ポップス、クラシック、演歌・歌謡曲、ジャズ、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、合唱、映像上映会（試写会など）、講演会,ポップス、クラシック、演歌・歌謡曲、ジャズ、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、合唱、映像上映会（試写会など）、講演会,一般に貸出している,,10:00～23:00
新宿区,新宿６丁目,-,東京都新宿区新宿6-14-1,35.695368,139.7093715,新宿区立新宿文化センター 〔大ホール〕,03-3350-1141,http://www.regasu-shinjuku.or.jp/bunka-center/,1802,1802,プロセニアム形式,シューボックス形式,固定席,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、講演会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、講演会,一般に貸出している,,09:00～22:00
新宿区,新宿６丁目,-,東京都新宿区新宿6-14-1,35.695368,139.7093715,新宿区立新宿文化センター 〔小ホール〕,03-3350-1141,http://www.regasu-shinjuku.or.jp/bunka-center/,210,210,プロセニアム形式,シューボックス形式,可動席（スタッキングチェア）,ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、オペラ、合唱、講演会,ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、オペラ、合唱、講演会,一般に貸出している,,09:00～22:00
新宿区,新宿６丁目,-,東京都新宿区新宿6-28-8　ラ・ベルティ新宿Ｂ1F,35.695728,139.7073645,Neo LiveHouse 新宿 SACT!,050-7510-5158,http://www.sactsow.com,,,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,ポップス、ジャズ、演劇、お笑い・寄席・演芸、ダンス・パフォーマンス、講演会,,一般に貸出している,,10:00～23:00
新宿区,新宿５丁目,-,東京都新宿区新宿5-11-13　富士新宿ビルＢ1F,35.693307,139.7071395,新宿 SUN FACE,03-3359-2133,http://www.shinjyuku-sunface.com/,,,,,,,,,,
新宿区,新宿５丁目,-,東京都新宿区新宿5-11-4　龍生堂ビルＢ1F,35.692137,139.7076885,新宿ミノトール２,03-3341-2655,http://www.mino-2.com/hp/index.htm,,,,,,,,,,
新宿区,新宿５丁目,-,東京都新宿区新宿5-12-4　リーレ新宿ビルＢ1F,35.693568,139.707612,新宿 ＬＥＦＫＡＤＡ,03-5366-0775,http://lefkada.jp/,,,,,,,,,,
新宿区,新宿５丁目,-,東京都新宿区新宿5-4-1　新宿Ｑフラットビル01 Ｂ1F,35.691813,139.710609,Ｌｉｖｅ Ｈｏｕｓｅ ＦＮＶ,03-5879-8145,http://f-n-valve.com/,,,,,,,,,,
新宿区,新宿４丁目,-,東京都新宿区新宿4-3-15　レイフラットビルＢ1F,35.68851,139.7036025,新宿ＡＮＴＩＫＮＯＣＫ,03-3350-5670,http://www.antiknock.net/,,,,,,,,,,
新宿区,新宿３丁目,-,東京都新宿区新宿3-17-7　紀伊國屋書店新宿本店4F,35.692254,139.7030085,紀伊國屋ホール,03-3354-0141,https://www.kinokuniya.co.jp/c/store/hall.html,418,418,プロセニアム形式,シューボックス形式,固定席,演劇、ミュージカル、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、映像上映会（試写会など）、講演会,演劇、ミュージカル、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、映像上映会（試写会など）、講演会,一般に貸出している,,-
新宿区,新宿３丁目,-,東京都新宿区新宿3-18-4　セノビル6Ｆ,35.692326,139.702374,新宿ケントス,03-3355-6477,http://www.shinjuku-kentos.co.jp/index.html,,,,,,,,,,
新宿区,新宿３丁目,-,東京都新宿区新宿3-20-8　Wamall　トップハウス4F,35.692803,139.7029905,新宿角座,03-3226-8081,http://www.kadoza.jp/shinjuku/,,,,,,,,,,
新宿区,新宿３丁目,-,東京都新宿区新宿3-28-4,35.690805,139.702671,dues 新宿,03-6380-6141,http://dues-shinjuku.diskunion.net/,,,,,,,,,,
新宿区,新宿３丁目,-,東京都新宿区新宿3-33-10　新宿モリエールビル2F,35.690391,139.703742,新宿シアターモリエール,03-3354-6568,http://www.moliere.co.jp/theatre/,186,186,その他（可動舞台、客席フリースペース）,その他（可動舞台、客席フリースペース）,可動席（スタッキングチェア）,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、その他1（稽古場）、その他2（撮影、収録）、その他3（イベント）,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、その他1（稽古場）、その他2（撮影、収録）、その他3（イベント）,一般に貸出している,,
新宿区,新宿３丁目,-,東京都新宿区新宿3-35−5  　守ビル3F,35.689779,139.702518,新宿シアターＰＯＯ,03-3341-8992,http://www.poo.co.jp,40,100,オープン形式,,,,,一般に貸出している,,09:00～21:00
新宿区,新宿３丁目,-,東京都新宿区新宿3-38-2　ルミネ新宿店2 7F,35.689653,139.700475,ルミネ the よしもと,03-5339-1112,http://www.yoshimoto.co.jp/lumine/,458,500,オープン形式,シューボックス形式,固定席,お笑い・寄席・演芸,お笑い・寄席・演芸,,,
新宿区,新宿３丁目,-,東京都新宿区新宿3-6-12,35.691156,139.705875,新宿末廣亭,03-3351-2974,http://suehirotei.com,313,313,,,固定席、可動席（スタッキングチェア）（桟敷席）,お笑い・寄席・演芸,お笑い・寄席・演芸,,,
新宿区,新宿３丁目,-,東京都新宿区新宿3-8-8　新宿Ｏ・ＴビルＢ1F,35.690751,139.7067255,ＳＰＡＣＥ 雑遊,090-8846-5379,http://www.zatsuyu.com/,,,,,,,,,,
新宿区,新宿３丁目,-,東京都新宿区新宿3-8-8　新宿Ｏ・ＴビルＢ1F,35.690751,139.7067255,ＳＰＡＣＥ 梟門,090-8846-5379,http://www.zatsuyu.com/kyoumon_performance_info.html,,,,,,,,,,
新宿区,新宿２丁目,-,東京都新宿区新宿2-12-4 　アコード新宿ビルB1F,35.690562,139.7073285,新宿ＰＩＴ ＩＮＮ,03-3354-2024,http://www.pit-inn.com,,,,,,,,,,
新宿区,新宿２丁目,-,東京都新宿区新宿2-12-4　アコード新宿ビルB1F,35.690562,139.7073285,新宿Ｌｉｖｅ Ｆｒｅａｋ,03-3351-7542,http://www.live-freak.com/,,,,,,,,,,
新宿区,新宿２丁目,-,東京都新宿区新宿2-3-12 　光和ビルB1F,35.689203,139.7079855,御苑サウンド,03-3355-7877,http://gyoen-sound.com/,,,,,,ポップス、演歌・歌謡曲、ジャズ、演劇、ミュージカル、世界の民族音楽、お笑い・寄席・演芸、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,,,
新宿区,新宿１丁目,-,東京都新宿区新宿1-19-10 　サンモール第3M B1F,35.689581,139.7128905,サンモールスタジオ,03-5367-5622,http://www.sun-mallstudio.com/,100,100,オープン形式,シューボックス形式,可動席（スタッキングチェア）,演劇,演劇,一般に貸出している,,10:00～22:00
新宿区,新宿１丁目,-,東京都新宿区新宿1-19-10　サンモールクレストB1F,35.689581,139.7128905,シアターサンモール,03-3352-5577,http://theatersunmall.server-shared.com/,294,294,プロセニアム形式,アリーナ・平土間形式、扇形形式,ロールバックチェア、可動席（スタッキングチェア）,ポップス、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）,,一般に貸出している,,10:00～22:00
新宿区,新宿１丁目,-,東京都新宿区新宿1-19-8 　サンモール第7ビルB1F,35.689788,139.712544,Gyoen ROSSO 198,03-5925-8333,http://bar-rosso.com/,,,,,,,,,,
新宿区,新宿１丁目,-,東京都新宿区新宿1-34-13 　貝塚ビルB1F,35.691255,139.7108655,Ｗｉｌｄ Ｓｉｄｅ Ｔｏｋｙｏ,03-5919-8847,http://ws-tokyo.com/,,,,,,,,,,
新宿区,新宿１丁目,-,東京都新宿区新宿1-34-16 　清水ビルB1F,35.691066,139.711221,シアターブラッツ,03-3353-1868,http://www.theater-brats.com/,90,120,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,演劇、ミュージカル、お笑い・寄席・演芸、ダンス・パフォーマンス、その他1（撮影場所）,演劇、お笑い・寄席・演芸、ダンス・パフォーマンス,一般に貸出している,,10:00～22:00
新宿区,新宿１丁目,-,東京都新宿区新宿1-34-8 　近代BLD-15 B1F,35.691147,139.7102715,ＳＯＭＥＤＡＹ,03-3359-6777,http://someday.net/index2.html,,,,,,,,,,
新宿区,上落合１丁目,-,東京都新宿区上落合1-17-9,35.716041,139.6935945,ＴＡＣＣＳ １１７９,03-3950-5718,http://haikyo.co.jp/free_space/charge.html,,112,オープン形式,その他（フリースペース）,ロールバックチェア、可動席（スタッキングチェア）,演劇、ミュージカル、お笑い・寄席・演芸、ダンス・パフォーマンス,,一般に貸出している,,10:00～22:00
渋谷区,上原３丁目,-,東京都渋谷区上原3-6-12,35.667981,139.6802295,古賀政男音楽博物館〔けやきホール〕,03-3460-9051,http://www.koga.or.jp/index.html,220,220,プロセニアム形式,シューボックス形式,固定席,ポップス、クラシック、演歌・歌謡曲、ジャズ、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、ダンス・パフォーマンス、合唱、講演会、展示会,ポップス、クラシック、演歌・歌謡曲、ジャズ、日本の伝統音楽（邦楽等）、世界の民族音楽、合唱、講演会,一般に貸出している,,09:00～21:00
渋谷区,松涛１丁目,-,東京都渋谷区松濤1-26-4,35.659116,139.6933335,タカギクラヴィア 松濤サロン,03-3770-9611,http://takagiklavier.com/salon.html,60,60,その他（サロン）,その他（サロン）,可動席（スタッキングチェア）,,,一般に貸出している,,10:00～22:00
渋谷区,初台１丁目,-,東京都渋谷区初台1-33-10,35.6796,139.6849095,初台区民会館〔大集会室〕,03-3370-8605,http://www.city.shibuya.tokyo.jp/est/kmkaikan/km_hatsudai.html,100,100,,,可動席（スタッキングチェア）（折りたたみイス）,演歌・歌謡曲、演劇、ミュージカル、お笑い・寄席・演芸、バレエ、ダンス・パフォーマンス、合唱、講演会,演歌・歌謡曲、演劇、ミュージカル、お笑い・寄席・演芸、バレエ,一般に貸出している,,09:00～21:00
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-5-9 　青山ビルディング2F-4F,35.658639,139.709196,青山蜂,03-5766-4887,http://aoyama-hachi.net/,,,,,,,,,,
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-21-3　渋谷ストリーム内,35.657163,139.70322,渋谷ストリーム〔渋谷ストリームホール〕,03-6419-9500,http://stream-hall.jp/,294,700,オープン形式,シューボックス形式、その他（昇降ステージなので平土間にもできます）,,ポップス、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、展示会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、展示会,一般に貸出している,,09:00～20:00
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-12-13 　八千代ビルB1F,35.65863,139.707999,ＬＡＳＴ ＷＡＬＴＺ ｂｙ ｓｈｉｏｓａｉ,03-6427-4651,http://lastwaltz.info/,,,,,,,,,,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1 9F,35.659116,139.7039265,渋谷ヒカリエ ヒカリエホール〔ホールＡ〕,03-5468-5088,http://www.hikarie.jp/hall/index.html,,,,,,,,,,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1　渋谷ヒカリエ11F,35.659116,139.7039265,東急シアターオーブ,03-3477-9111,http://theatre-orb.com/index.html,1972,1972,プロセニアム形式,,固定席,,,,,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ9F,35.659116,139.7039265,渋谷ヒカリエ ヒカリエホール〔ホールＢ〕,03-5468-5088,http://www.hikarie.jp/hall/index.html,,,,,,,,,,
渋谷区,渋谷１丁目,-,東京都渋谷区円町1-5 　KINOHAUS 2F　ユーロスペース内,35.66181035,139.7040407,ユーロライブ,03-6675-5681,http://eurolive.jp/,178,178,,,固定席,演劇、お笑い・寄席・演芸、映像上映会（試写会など）、その他1（撮影）,演劇、お笑い・寄席・演芸、映像上映会（試写会など）,利用条件を設定している（市・区での活動団体等）,自主興行の開催のない日、時間帯を一般に貸出している,09:30～22:30
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-10-2 　志水ビルB1F,35.660673,139.705056,ｃｌｕｂ ｂａｒ ＦＡＭＩＬＹ,"03-3400-9182
 (21時以降)",http://club-bar-family.com/,,,,,,,,,,
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-10-7 　グローリア宮益坂III B1F,35.660484,139.7049525,渋谷 ＨＯＭＥ,03-5774-5822,http://www.toos.co.jp/home/index.html,,,,,,,,,,
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-10-7 　グローリア宮益坂III B1F,35.660484,139.7049525,渋谷 ＬＵＳＨ,03-5467-3071,http://www.toos.co.jp/lush/,30,230,オープン形式,シューボックス形式,可動席（スタッキングチェア）（スタンディング）,ポップス、演歌・歌謡曲、ジャズ、ダンス・パフォーマンス,ポップス、クラシック、演歌・歌謡曲、ジャズ、お笑い・寄席・演芸、オペラ、ダンス・パフォーマンス、合唱,一般に貸出している,,09:00～22:30
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-18-9　(美竹の丘・しぶや内),35.661861,139.7046285,シニア・いきいきコミュニティ・美竹の丘〔多目的ホール〕,03-3486-4594,https://www.city.shibuya.tokyo.jp/shisetsu/koreisha/mitake.html,,,,,,,,,,
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-23-16　cocoti SHIBUYA（渋谷ココチ）4階,35.662023,139.702626,東京カルチャーカルチャー,03-3599-2390,http://tcc.nifty.com/,,,,,,,,,,
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-3-3　ヒューリック青山第２ビル B1F,35.662014,139.706361,DDD AOYAMA CROSS THEATER,03-5468-5475,http://www.ddd-hall.com/about/,180,180,プロセニアム形式,シューボックス形式,ロールバックチェア,ポップス、ジャズ、演劇、ミュージカル、世界の民族音楽、お笑い・寄席・演芸、バレエ、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、展示会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,一般に貸出している,,10:00～22:30
新宿区,住吉町,-,東京都新宿区住吉町3-2 　第2山田ビルB1F,35.692254,139.720455,ＢＡＣＫ ＩＮ ＴＯＷＮ,03-3353-4655,http://www.backintown.jp/index.php?z=191302,,,,,,,,,,
新宿区,若葉１丁目,-,東京都新宿区若葉1-22-16 　ASTYビル地階,35.682624,139.725936,クリエイティブスペース絵本塾ホール,03-5312-7041,http://ehonjuku-hall.com/,,,,,,,,,,
港区,芝公園４丁目,-,東京都港区芝公園4-2-8,35.658621,139.7454615,東京タワー フットタウン タワーホール,03-3433-5111,https://www.tokyotower.co.jp/foottown/index.html?id=slide_contents_wrap_6,,,,,,,,,,
港区,芝公園４丁目,-,東京都港区芝公園4-4-7 　Studio Earth 5F,35.657775,139.744917,Ｓｔａｒ Ｒｉｓｅ Ｔｏｗｅｒ〔STUDIO EARTH〕,03-6721-5450,http://starrise-tower.com/archives/rental/studio-earth,,,,,,,,,,
港区,芝公園４丁目,-,東京都港区芝公園4-4-7 　Studio Earth 5F,35.657775,139.744917,Ｓｔａｒ Ｒｉｓｅ Ｔｏｗｅｒ〔STUDIO JUPITER〕,03-6721-5450,http://starrise-tower.com/archives/rental/studio-earth,,,,,,,,,,
港区,芝公園２丁目,-,東京都港区芝公園2-5-20,35.655255,139.7513475,メルパルクホール,03-3459-5501,http://www.mielparque.jp/tokyo/hall/,,,,,,,,,,
港区,芝浦４丁目,-,東京都港区芝浦4-13-1 　UR都市機構トリニティー芝浦 1F･2F,35.640531,139.748571,芝浦港南区民センター〔区民ホール〕,03-3769-8864,http://www.shibaura-konan-civiccenter.jp/shisetsu/list_1.html,235,235,オープン形式,シューボックス形式,ロールバックチェア,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,利用条件を設定している（市・区での活動団体等）,在住、在勤等,09:00～21:30
港区,芝浦１丁目,-,東京都港区芝浦1-16-1 　みなとパーク芝浦,35.646615,139.75164,港区立男女平等参画センター　リーブラ〔リーブラホール〕,03-3456-4149,https://www.minatolibra.jp/annai/,,208,オープン形式,アリーナ・平土間形式、扇形形式,ロールバックチェア,クラシック、演劇、日本の伝統音楽（邦楽等）、世界の民族音楽、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,クラシック、演劇、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,一般に貸出している,,09:00～21:30
港区,芝５丁目,-,東京都港区芝5-26-20,35.647416,139.746141,建築会館ホール,03-3456-2016,http://www.aij.or.jp/ho-rugaiyoumousikomitetuduki.html,,,オープン形式,シューボックス形式,可動席（スタッキングチェア）,,,一般に貸出している,,09:00～21:00
新宿区,市谷本村町,-,東京都新宿区市谷本村町3-19 　千代田ビルB1F,35.690823,139.7310615,四谷Honey Burst,03-5261-8312,http://pafrocks.com/index.html,,,,,,,,,,
新宿区,市谷砂土原町１丁目,-,東京都新宿区市谷砂土原町1-1,35.694117,139.736214,ルーテル市ヶ谷ホール,03-3260-8621,http://www.l-i-c.com/hallindex.html,,,,,,,,,,
新宿区,市谷加賀町２丁目,-,東京都新宿区市谷加賀町2-5-26,35.697933,139.728798,加賀町ホール,03-6280-7010,公式ページなし,117,127,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,クラシック、ジャズ、合唱、講演会,クラシック、ジャズ、合唱,,,
新宿区,四谷４丁目,-,東京都新宿区四谷4-4-10,35.687259,139.717395,韓国文化院 ハンマダンホール,03-3357-5970,http://www.koreanculture.jp/intro_facility_hanmadang.php,,,,,,,,,,
新宿区,四谷３丁目,-,東京都新宿区四谷3-4-3　SCビルB1F,35.68779,139.7217465,四谷ＬＯＴＵＳ,03-5315-4781,http://yotsuyalotus.com/,,,,,,,,,,
新宿区,四谷２丁目,-,東京都新宿区四谷2-10 　第2太郎ビルB1F,35.6877,139.7248965,四谷ＯＵＴＢＲＥＡＫ！,03-5368-0852,http://www.hor-outbreak.com/,,,,,,,,,,
新宿区,山吹町,-,東京都新宿区山吹町361　誠志堂ビル1-2F,35.709021,139.7301255,Performing Gallery & Cafe 絵空箱,03-6265-0825,http://esorabako.com/,,,,,,,,,,
千代田区,三番町,-,東京都千代田区三番町6-16,35.69229,139.7457315,二松学舎大学　中洲記念講堂,03-3261-7407,http://www.nishogakusha-u.ac.jp/,415,,オープン形式,シューボックス形式,ロールバックチェア,講演会,講演会,,,09:00～16:30
港区,三田５丁目,-,東京都港区三田5-2-30 SELENE STUDIO B2F,35.64792,139.738221,白金高輪SELENE STUDIO・STUDIO b2,03-6809-5923,http://www.selene.studio/,,,,,,,,,,
港区,三田３丁目,-,東京都港区三田3-12-12,35.642565,139.742856,笹川記念会館　〔国際会議場〕,03-3454-5062,http://www.sasakawahall.jp/convention.html,,,,,,,,,,
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-7-11 　日神デュオステージ笹塚西館B1 2号館,35.67537,139.6688265,デュオステージ ＢＢｓ,03-3377-0777,http://www.djdj.co.jp/duobbs/,100,100,,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,演劇、お笑い・寄席・演芸、映像上映会（試写会など）,演劇、お笑い・寄席・演芸、映像上映会（試写会など）、講演会,利用条件を設定している（市・区での活動団体等）,見学をしてから,10:00～22:00
渋谷区,桜丘町,-,東京都渋谷区桜丘町3-3 　第二岡崎ビルB1F,35.656569,139.70232,渋谷ｃｌｕｂ乙－ｋｉｎｏｔｏ－,03-3780-1010,http://kinoto.jp/,,,,,,,,,,
渋谷区,桜丘町,-,東京都渋谷区桜丘町16-12　桜丘フロントビルB1F,35.656794,139.7011005,ＲＵＩＤＯ Ｋ２,03-3462-5310,http://www.ruido.org/k2/,50,200,,,,ポップス、演歌・歌謡曲、ジャズ、演劇、ミュージカル、ダンス・パフォーマンス、展示会、その他1（アカペラ）,ポップス、演歌・歌謡曲、ジャズ、演劇、世界の民族音楽、お笑い・寄席・演芸、ダンス・パフォーマンス、その他1（アカペラ）,一般に貸出している,,10:00～22:30
渋谷区,桜丘町,-,東京都渋谷区桜丘町23-21,35.65548,139.699917,渋谷区文化総合センター大和田〔さくらホール〕,03-3464-3381,http://www.shibu-cul.jp/sakurahall,735,735,プロセニアム形式,シューボックス形式,固定席,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,一般に貸出している,,09:00～22:00
渋谷区,桜丘町,-,東京都渋谷区桜丘町23-21,35.65548,139.699917,渋谷区文化総合センター大和田〔伝承ホール〕,03-3464-3381,http://www.shibu-cul.jp/denshohall,345,345,プロセニアム形式,シューボックス形式,固定席,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,一般に貸出している,,09:00～22:00
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1 B2F,35.656353,139.699593,セルリアンタワー能楽堂,03-3477-6412,http://www.ceruleantower-noh.com/,201,201,その他（能楽堂）,その他（能楽堂）,可動席（スタッキングチェア）,クラシック、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、講演会、その他1（記者発表会）,能・狂言,,,09:00～21:00
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1　セルリアンタワー東急ホテル2F,35.656353,139.699593,JZ Brat SOUND OF TOKYO,03-5728-0168,http://www.jzbrat.com/,,,,,,,,,,
渋谷区,桜丘町,-,東京都渋谷区桜丘町3-3 　第二岡崎ビル1F,35.656569,139.70232,渋谷ＤＥＳＥＯ,03-5457-0303,http://deseo.co.jp,,,その他（エンドステージ形式）,,,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、バレエ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,,一般に貸出している,,09:00～22:00
千代田区,麹町１丁目,-,東京都千代田区麹町1-7　FMセンター2F,35.683425,139.7434005,TOKYO FM ホール,03-3221-0080,http://www.tfmhall.jp/,,,,,,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,,,
港区,高輪４丁目,-,東京都港区高輪4-10-30,35.627625,139.7367045,品川プリンスホテル　ステラボール,03-3440-1111,http://www.princehotels.co.jp/shinagawa/stellarball/,876,1884,オープン形式,シューボックス形式,ロールバックチェア、可動席（スタッキングチェア）,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、展示会、その他1（発表会）,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,利用条件を設定している（市・区での活動団体等）,法人のみ　個人不可,09:00～22:00
