指標名,スタートアップ企業,,,,,,,,,,
出典,INITIAL,,,,,,,,,,
年次,2019/12/2取得,,,,,,,,,,
URL,https://initial.inc/,,,,,,,,,,
備考,JPC2020データ,,,,,,,,,,
,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,企業名,業種,事業内容,設立日,詳細URL,調査状況
渋谷区,桜丘町,-,東京都渋谷区桜丘町3-16,35.656218,139.702491,ウレシア株式会社,コンピューター - ITサービス,インターネット広告事業 インターネット上に書かれた気持ちを言...,2012/4/1,https://initial.inc/companies/A-16803,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町15-8 高木産業会館205,35.655948,139.701771,株式会社グローバ,ビジネスサービス,リフォーム業界向けのマッチングサービス「リフォームガイド」を...,2014/10/1,https://initial.inc/companies/A-17226,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町23-17 シティコート桜丘404,35.655651,139.699755,合同会社flasco,コンピューター - ソフトウェア,1. web・アプリサービスの企画、開発、運営、管理 2. ...,2013/5/1,https://initial.inc/companies/A-16236,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1 セルリアンタワー,35.656353,139.699593,株式会社ペーパーボーヤ,コンピューター - ソフトウェア,スマートフォン向けゲームアプリの企画・制作・運営,2012/1/23,https://initial.inc/companies/A-10620,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町29-33-407,35.655363,139.698603,株式会社プランナッシュ,コンピューター - ITサービス,ホームページ、デザイン、映像制作 マルチデバイスに対応でき...,2009/11/2,https://initial.inc/companies/A-12139,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町28-2 三笠ビル４階,35.655534,139.699206,デビューコミュニケーションズ株式会社,消費者向けサービス・販売,保護者と学生と学校をつなぐコミュニティサイト「Deviews...,2014/8/1,https://initial.inc/companies/A-16959,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町23-17 シティコート桜丘408,35.655651,139.699755,プラス・ムーブメント合同会社,コンピューター - ソフトウェア,自社運営メディアの開発 Webサイトにおけるコンサルティング...,2012/6/15,https://initial.inc/companies/A-11494,未評価(会社登録のみ)
渋谷区,桜丘町,-,東京都渋谷区桜丘町10-11,35.654526,139.7022075,株式会社HugEntrance,消費者向けサービス・販売,親子カフェ・地域カフェコミュニティ事業・マーケティングリサー...,2004/3/30,https://initial.inc/companies/A-02083,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町22-14 NESビルN棟1F,35.654463,139.699737,株式会社エスエルディー,消費者向けサービス・販売,「kawara CAFE & DINING」ブランド等での飲...,2004/1/16,https://initial.inc/companies/A-16243,
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1 セルリアンタワー15階,35.656353,139.699593,ユニコーンリサーチ株式会社,コンピューター - ソフトウェア,TI（Technology based Intelligen...,2013/6/20,https://initial.inc/companies/A-16207,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町17-12 渋谷ジョンソンビル401,35.656155,139.7012985,株式会社ダースー,コンピューター - ソフトウェア,「すべての結婚準備をここだけで。」をコンセプトに据え、新郎新...,2012/6/1,https://initial.inc/companies/A-12297,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町2-3 富士商事ビル406,35.656947,139.7016675,株式会社RAWHIDE.,コンピューター - ソフトウェア,今運べる人（出張する人）と今運んでほしいものをマッチングさせ...,2006/5/1,https://initial.inc/companies/A-11501,未評価(会社登録のみ)
渋谷区,桜丘町,-,東京都渋谷区桜丘町20-1 渋谷インフォスタワー5F,35.655237,139.7009025,インターネット・ビジネス・ジャパン株式会社,コンピューター - ソフトウェア,WEBを軸に“コンテンツ制作” “教育” “人材紹介・派遣”...,1995/9/1,https://initial.inc/companies/A-11268,未評価(会社登録のみ)
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1 セルリアンタワー15F,35.656353,139.699593,株式会社クレイジーワークス,コンピューター - ソフトウェア,Androidマーケットに配布可能な電子書籍アプリを作成する...,2007/4/1,https://initial.inc/companies/A-10741,未評価(会社登録のみ)
渋谷区,桜丘町,-,東京都渋谷区桜丘町30-4 渋谷アジアマンション202号室,35.655597,139.698369,株式会社レスもあ,ビジネスサービス,IT系Start UPをメインターゲットに据え、初期コスト完...,2010/3/2,https://initial.inc/companies/A-10561,未評価(会社登録のみ)
渋谷区,桜丘町,-,東京都渋谷区桜丘町30-15 ビバリーヒルズ203,35.655687,139.698099,株式会社グラップス,コンピューター - ソフトウェア,リアルタイム3Dソフトウェアの自社開発・販売 システム受託開...,2009/12/28,https://initial.inc/companies/A-06184,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町29-17 さくらマンション501,35.653896,139.6990575,株式会社イー・バード,コンピューター - ソフトウェア,ウェブサイトの企画・制作 Flashコンテンツの企画・制作 ...,2003/2/17,https://initial.inc/companies/A-05678,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町 26-1 セルリアンタワー15階,35.656353,139.699593,株式会社PAAM,消費者向けサービス・販売,・特定タクシー予約サービスの運営及び管理 ・法人タクシー向け...,2008/9/1,https://initial.inc/companies/A-05511,調査不能(HPアクセス不能などの事由)
渋谷区,桜丘町,-,東京都渋谷区桜丘町7-8-301,35.654508,139.703319,株式会社ダブルアールグループ,コンピューター - ITサービス,Webサイトの企画・制作のほか、自社サービスとして英語対応の...,2009/6/23,https://initial.inc/companies/A-05374,調査不能(HPアクセス不能などの事由)
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1 セルリアンタワー15F,35.656353,139.699593,モバイルプロデュースオフィス株式会社,ビジネスサービス,モバイルコマースサイトの企画、売上改善事業、モバイル事業のイ...,2008/12/3,https://initial.inc/companies/A-05031,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町30-9 渋谷ヒルズ309,35.655174,139.6981125,株式会社フルサイズイメージ,コンピューター - ソフトウェア,Webサイト受託構築、DTP制作など。犬に特化したコミュニテ...,2002/12/3,https://initial.inc/companies/A-04954,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町23-17,35.655651,139.699755,秋葉原マップ株式会社,消費者向けサービス・販売,秋葉原エリアのショップ情報を中心とした情報サイト「秋葉原マッ...,2008/11/17,https://initial.inc/companies/A-04652,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町27-5 シャトレ押田306,35.655354,139.6993725,フォンス株式会社,医療・ヘルスケア,デトクサーシリーズ、ナチュラルスキンケアライン等の化粧品の製...,2001/12/20,https://initial.inc/companies/A-04567,調査不能(HPアクセス不能などの事由)
渋谷区,桜丘町,-,東京都渋谷区桜丘町11-2 フィオーレ桜丘ビル4F,35.654436,139.701951,株式会社フォリフ,コンピューター - ITサービス,Ruby/Ruby on Rails などを活用したシステム...,2007/4/13,https://initial.inc/companies/A-04307,調査不能(HPアクセス不能などの事由)
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1 セルリアンタワー15階,35.656353,139.699593,株式会社CLON Lab,コンピューター - ソフトウェア,ソフトウェア・ハードウェアの企画・開発・販売・設計・販売・保...,2007/11/1,https://initial.inc/companies/A-02718,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町20-1,35.655237,139.7009025,株式会社リンク・ワン,ビジネスサービス,外食産業を中心とした人材関連支援事業 外食サービスの人材支援...,2001/7/9,https://initial.inc/companies/A-01006,
渋谷区,桜丘町,-,東京都渋谷区桜丘町20-1,35.655237,139.7009025,株式会社ネクシィーズグループ,ビジネスサービス,衛星放送サービス等への加入契約の取次業務及びテレマーケティン...,1990/2/21,https://initial.inc/companies/A-00677,
渋谷区,桜丘町,-,東京都渋谷区桜丘町２－６,35.656857,139.7017305,株式会社フルキャストホールディングス,ビジネスサービス,軽作業派遣２強の一角。技術者派遣や製造業務請負も展開。総合的...,1990/9/14,https://initial.inc/companies/A-00534,
渋谷区,桜丘町,-,東京都渋谷区桜丘町20-1,35.655237,139.7009025,株式会社クレアスライフ,,個人投資家向けの投資用ワンルームマンション販売で首都圏トップ...,1984/12/19,https://initial.inc/companies/A-00440,
渋谷区,桜丘町,-,東京都渋谷区桜丘町20-1渋谷インフォスタワー,35.655237,139.7009025,GMOアドパートナーズ株式会社,ビジネスサービス,メール広告中心のインターネット広告代理店。Ｗｅｂ広告や検索連...,1999/9/8,https://initial.inc/companies/A-00405,
渋谷区,桜丘町,-,東京都渋谷区桜丘町30-12 マイア渋谷桜丘403,35.655597,139.6978605,株式会社渋谷ザニーファッションエンターテイメント,消費者向けサービス・販売,ファッションブランド「ZARNY（ザニー）」の展開 Webデ...,2011/11/1,https://initial.inc/companies/A-28345,未評価(会社登録のみ)
渋谷区,桜丘町,-,東京都渋谷区桜丘町2-9 第1カスヤビル 5F,35.657082,139.701357,株式会社ヒトカラメディア,ビジネスサービス,オフィス選定・仲介、居抜きオフィスサポート、サテライトオフィ...,2013/5/15,https://initial.inc/companies/A-16831,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1 セルリアンタワー,35.656353,139.699593,GMOクラウド株式会社,,ＧＭＯ傘下。低価格・高品質のホスティング（サーバー貸し）とセ...,1993/12/14,https://initial.inc/companies/A-01065,
渋谷区,桜丘町,-,東京都渋谷区桜丘町13-3,35.654877,139.701645,リズム株式会社,金融・保険・不動産,国内外の不動産の売買、賃貸、管理及びその仲介並びに保有、運用...,2005/12/2,https://initial.inc/companies/A-06165,未評価(会社登録のみ)
渋谷区,桜丘町,-,東京都渋谷区桜丘町24-8 新南平台マンション508,35.65611,139.700439,株式会社i-See!,消費者向けサービス・販売,「買い物をもっと楽に、もっと楽しく」をコンセプトとしたソーシ...,2011/7/1,https://initial.inc/companies/A-10723,未評価(会社登録のみ)
渋谷区,桜丘町,-,東京都渋谷区桜丘町3-16,35.656218,139.702491,JPholic株式会社,消費者向けサービス・販売,訪日外国人向けインバウンドメディアの企画・運営 東京を訪れる...,2016/7/25,https://initial.inc/companies/A-26296,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町12-8,35.654436,139.7011815,DoubleDown株式会社,消費者向けサービス・販売,Webサービスのキュレーションサイト「sercus」の運営 ...,2013/3/1,https://initial.inc/companies/A-12031,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町17-12 渋谷ジョンソンビル4F S101966,35.656155,139.7012985,株式会社リーナーズ,コンピューター - ソフトウェア,クラウド型の違法アップロード検出・削除サービス 動画や雑誌な...,2014/7/23,https://initial.inc/companies/A-15714,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町14-1 ハッチェリー渋谷304,35.655516,139.7017665,株式会社アルシス,医療・ヘルスケア ICT,薬剤師派遣・紹介事業 薬剤師向けEラーニング・トレーニング事...,2013/5/23,https://initial.inc/companies/A-12506,調査継続
渋谷区,桜丘町,-,東京都渋谷区桜丘町20-1,35.655237,139.7009025,株式会社アミューズ,,サザンオールスターズ、福山雅治等を擁す大手芸能プロ。映画配給...,,https://initial.inc/companies/A-00593,
渋谷区,桜丘町,-,東京都渋谷区桜丘町20-1,35.655237,139.7009025,株式会社レックス・ホールディングス,,首都圏軸に「牛角」など飲食店展開。傘下にコンビニのａｍ／ｐｍ...,1987/6/27,https://initial.inc/companies/A-00254,
渋谷区,桜丘町,-,東京都渋谷区桜丘町7-3 ベラコート渋谷 203,35.65476,139.7033415,株式会社サイワークス,コンピューター - ITサービス,IT知識と「見える化手法」を駆使した情報戦略の立案及びシステ...,2003/4/10,https://initial.inc/companies/A-01810,調査継続
新宿区,左門町,-,東京都新宿区左門町2-6 ワコービル5階,35.687304,139.7207925,株式会社アンビシオン,バイオテクノロジー,NKT細胞を標的とする新規がん免疫治療、アレルギー疾患治療薬...,2015/10/15,https://initial.inc/companies/A-29998,調査継続
新宿区,左門町,-,東京都新宿区左門町20番地 四谷メディカルビル5F,35.684946,139.7203605,リバーフィールド株式会社,医療・ヘルスケア ICT,内視鏡を保持し、手術者がジャイロセンサーを用いて両手を使うこ...,2014/5/20,https://initial.inc/companies/A-13079,調査継続
新宿区,左門町,-,東京都新宿区左門町2-6 ワコービル7F,35.687304,139.7207925,株式会社KILAMEK,ビジネスサービス,のぼり、のれん、提灯、その他イベント用品の販売、およびFAX...,1999/4/1,https://initial.inc/companies/A-03563,調査継続
千代田区,麹町６丁目,-,東京都千代田区麹町6-6-2 WeWork東急四谷 5階,35.685711,139.7317455,株式会社ドゥーファ,コンピューター - ITサービス,副業募集プラットフォーム「Kasooku（カソーク）」の開発...,2017/9/30,https://initial.inc/companies/A-33204,調査継続
千代田区,麹町６丁目,-,東京都千代田区麹町6-6-2 東急四谷ビル5階,35.685711,139.7317455,メタモ株式会社,ビジネスサービス,職歴や学業の取り組みなど、あらゆる軌跡を登録し持ち運べるカー...,2017/3/1,https://initial.inc/companies/A-28631,調査継続
千代田区,麹町６丁目,-,東京都千代田区麹町6-2-6 ユニ麹町ビル4F,35.685351,139.732938,早稲田M&Aパートナーズ株式会社,金融・保険・不動産,ベンチャー企業のM&A仲介・資金調達支援及びファイナンシャル...,2017/9/13,https://initial.inc/companies/A-29586,未評価(会社登録のみ)
千代田区,麹町６丁目,-,東京都千代田区麹町6-2-6 ユニ麹町ビル4階,35.685351,139.732938,ソリッドコンサルティング株式会社,ビジネスサービス,オフィスのファシリティ管理、オフィス移転監査サービスやオフィ...,2006/8/31,https://initial.inc/companies/A-05087,調査継続
千代田区,麹町６丁目,-,東京都千代田区麹町6-1-25,35.684739,139.732902,株式会社CSSホールディングス,ビジネスサービス,ホテル・レストランの厨房で洗浄・衛生管理業務を一括請負。監視...,1984/12/19,https://initial.inc/companies/A-00701,
千代田区,麹町５丁目,-,東京都千代田区麹町5-4,35.684649,139.7340045,明豊ファシリティワークス株式会社,ビジネスサービス,発注者に代わり建築工事の監理や入札を行うＣＭ（コンストラクシ...,1980/9/12,https://initial.inc/companies/A-03574,
千代田区,麹町５丁目,-,東京都千代田区麹町5-3 第7秋山ビルディング6F,35.684307,139.733766,フォースバレー・コンシェルジュ株式会社,ビジネスサービス,世界中の人材と企業をAIマッチングで繋ぐオンラインプラットフ...,2007/11/26,https://initial.inc/companies/A-11079,調査継続
千代田区,麹町５丁目,-,東京都千代田区麹町5-5-1 葵シャトー305,35.684163,139.7332845,株式会社LANP,コンピューター - ITサービス,マーケティング代行:インターネット広告の代行運用。 サイトの...,2015/5/1,https://initial.inc/companies/A-33053,調査継続
千代田区,麹町５丁目,-,東京都千代田区麹町5-3-3 麹町KSスクエアビル,35.684226,139.733676,株式会社ライトワークス,ビジネスサービス,(1) 人事・教育関連汎用パッケージ事業 (2) トレーニン...,2001/7/1,https://initial.inc/companies/A-03013,調査継続
千代田区,麹町５丁目,-,東京都千代田区麹町5-5-1-3F,35.684163,139.7332845,株式会社ととっぷ,医療・ヘルスケア ICT,治療に関するアドバイスや適切な医療機関、医師の紹介を行う美容...,2011/7/1,https://initial.inc/companies/A-11621,調査継続
千代田区,麹町５丁目,-,東京都千代田区麹町5-4 KY麹町ビル5F,35.684649,139.7340045,アットタックス株式会社,ビジネスサービス,飲食店経営に特化した、FC（フランチャイズチェーン）事業者や...,2007/6/1,https://initial.inc/companies/A-03529,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町4-2-6 住友不動産麹町ファーストビル5F,35.684154,139.7369745,株式会社ネットプロテクションズ,金融・保険・不動産 ICT,未回収保障の後払い決済サービス「NP後払い」の運営 カードレ...,2000/1/1,https://initial.inc/companies/A-02638,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町4-4-7 アトム麹町タワー 9F,35.684244,139.7355525,インヴェンティット株式会社,コンピューター - ITサービス,遠隔デバイス管理分野のパッケージ製品の開発・販売、導入サービ...,2007/6/12,https://initial.inc/companies/A-06195,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町4-8-8 麹町高善ビル5階,35.684568,139.736196,株式会社WizWe,ビジネスサービス,認知言語学に基づき子供が言葉を覚える過程をシステム化した「中...,2018/5/1,https://initial.inc/companies/A-30718,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町4-2-6 住友不動産麹町ファーストビル 5階,35.684154,139.7369745,株式会社ネットプロテクションズホールディングス,金融・保険・不動産 ICT,株式会社ネットプロテクションズの持株会社,2018/7/1,https://initial.inc/companies/A-33306,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町4-3-29 VORT紀尾井坂ビル1階,35.683101,139.7376945,株式会社ドローンネット,コンピューター - ソフトウェア,ドローン販売専門のウェブストア「Drone Store」、ド...,2017/3/1,https://initial.inc/companies/A-29115,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町4‐8‐1 THE MOCK-UP 101,35.684451,139.7359485,BPM株式会社,金融・保険・不動産 ICT,フィールドサービス・マネジメント・システム開発 施工案件・職...,2011/4/1,https://initial.inc/companies/A-30453,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町4-8-23 麹町高善ビル4階,35.68455,139.7361735,株式会社グランツ,医療・ヘルスケア ICT,1：女性医療従事者の紹介事業 2：女性医療従事者に対する育児...,2006/6/6,https://initial.inc/companies/A-15605,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町4‐8‐1 THE MOCK‐UP 313,35.684451,139.7359485,チョークデジタル株式会社,ビジネスサービス,スマートフォンへの広告出稿を簡単化・自動化したプラットフォー...,2017/2/1,https://initial.inc/companies/A-30228,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町4-5 KSビル4F,35.683416,139.736511,株式会社グランスカイ・スタジオ,消費者向けサービス・販売,「優れた物語」と「楽しいインタラクティブ」を持つ絵本アプリと...,2014/12/10,https://initial.inc/companies/A-26288,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町4-8,35.684622,139.7366775,株式会社リサ・パートナーズ,金融・保険・不動産,デューデリジェンス業務、アセットマネジメント業務、不動産投資...,1999/4/2,https://initial.inc/companies/A-00952,
千代田区,麹町４丁目,-,東京都千代田区麹町4-4-5 麹町シャインビル202,35.684316,139.73517,株式会社KNAIN,ビジネスサービス,マレーシアに関する進出支援、不動産投資、ビザ申請など,2012/8/29,https://initial.inc/companies/A-12135,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町4-8 高善ビル2F,35.684622,139.7366775,株式会社小宮コンサルタンツ,,企業経営に重要な経営理念ビジョンの確立から経営の知識を理解さ...,1995/2/1,https://initial.inc/companies/A-01809,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町4-8-1 麹町クリスタルシティ東館11F,35.684451,139.7359485,株式会社ウェルシィ,,自家用専用水道「地下水膜ろ過システム」の製造・販売・メンテナ...,1985/11/1,https://initial.inc/companies/A-01826,調査継続
千代田区,麹町４丁目,-,東京都千代田区麹町４丁目４番地,35.684244,139.7355525,株式会社自然堂,消費者向けサービス・販売,スーパー銭湯極楽湯の直営店の経営及びFC加盟店の運営管理 大...,1980/4/10,https://initial.inc/companies/A-00622,
千代田区,麹町３丁目,-,東京都千代田区麹町3-2-9 麹町PREX 9F,35.684262,139.7385495,株式会社Regrit Partners,ビジネスサービス,"最先端技術(AI, RPA等)に対する技術的知見と、オペレー...",2017/8/1,https://initial.inc/companies/A-31537,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-6 住友不動産麹町ビル3号館,35.684856,139.738419,株式会社Finatextホールディングス,金融・保険・不動産 ICT,仮想通貨コミュニティアプリ「びっとこ！」の開発、提供 若年層...,2013/12/27,https://initial.inc/companies/A-16286,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-2 麹町共同ビル3階,35.684262,139.7385495,ワン・アンド・カンパニー株式会社,ビジネスサービス,●人事・総務・知的財産およびその他専門業務に関するアウトソー...,2016/4/1,https://initial.inc/companies/A-27497,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-3-4 KDX麹町ビル3F,35.683758,139.738662,アクセリア株式会社,通信・ネットワーキング,・コンテンツ配信インフラ関連サービス マネージド型CDN（D...,2000/12/1,https://initial.inc/companies/A-03850,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町三丁目7-4 秩父屋ビル2階,35.683308,139.739427,株式会社リンクトブレイン,コンピューター - ITサービス,ゲーム運営・開発受託事業 ゲーム業界特化型HR事業 ゲームア...,2011/10/1,https://initial.inc/companies/A-11216,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-6 住友不動産麹町ビル3号館6階,35.684856,139.738419,株式会社ナウキャスト,金融・保険・不動産 ICT,ビッグデータを活用したアナリティクスサービスを提供。 象徴的...,2015/2/6,https://initial.inc/companies/A-16249,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-5-2 ビュレックス麹町207,35.683389,139.738797,株式会社メディウィル,コンピューター - ITサービス,医療業界のデジタルマーケティングを支援 病と生きる人に寄り添...,2006/2/3,https://initial.inc/companies/A-31609,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-5-2 ビュレックス麹町,35.683389,139.738797,株式会社フロンティア・フィールド,コンピューター - ソフトウェア,自院と競合病院のかかえる患者を、病名・平均的な在院日数ごとに...,2016/7/15,https://initial.inc/companies/A-33629,未評価(会社登録のみ)
千代田区,麹町３丁目,-,東京都千代田区麹町3-2 垣見麹町ビル6階,35.684262,139.7385495,rakumo株式会社,コンピューター - ITサービス,Salesforceの「Chatter」と連携するスケジュー...,2004/12/7,https://initial.inc/companies/A-05916,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-7-8 麹町山口ビル4階,35.683605,139.7400975,株式会社コノル,コンピューター - ソフトウェア,AWSクラウドを利用したウェブシステム設計・開発 iOSア...,2010/5/10,https://initial.inc/companies/A-15804,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-3-6 麹町フロントビル10F,35.68374,139.73868,株式会社マーケティングアプリケーションズ,ビジネスサービス,・リサーチプラットフォーム事業 国内外の市場調査会社・消費財...,2006/9/1,https://initial.inc/companies/A-03993,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-3-6 麹町フロントビル10F,35.68374,139.73868,株式会社まーけっち,コンピューター - ITサービス,WEBサービス・スマートフォンアプリ・一般消費財における行動...,2019/1/15,https://initial.inc/companies/A-32354,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-7-4 秩父屋ビル,35.683308,139.739427,株式会社アイ・グリッド・ソリューションズ,環境関連,オフィスコスト、エネルギーコスト、オペレーションコスト削減の...,2004/2/1,https://initial.inc/companies/A-01808,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-2 麹町共同ビル3F,35.684262,139.7385495,アイム・ファクトリー株式会社,ビジネスサービス,インターネットを活用した「engineer-factory」...,2008/7/8,https://initial.inc/companies/A-12190,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-3-4,35.683758,139.738662,株式会社アマダナ総合研究所,ビジネスサービス,各種領域（経営・事業・社会・ライフスタイル等）において、統合...,2018/3/9,https://initial.inc/companies/A-30049,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-5-4 麹町インテリジェントビル3F,35.683389,139.7385405,株式会社FIVES,金融・保険・不動産 ICT,不動産投資（収益）物件をオンライン上で無料査定できるサイト「...,,https://initial.inc/companies/A-30029,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-5 一ノ瀬ビル1階,35.68329,139.738725,日本デンタルサポート株式会社,医療・ヘルスケア,歯列矯正器具「セレライン」の開発・普及,2003/4/1,https://initial.inc/companies/A-03618,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-5-2 BUREX麹町9F,35.683389,139.738797,レッドカーペット・エンタテインメント株式会社,コンピューター - ソフトウェア,エンタテインメントに特化したインターネットポータルサイトの企...,2005/4/11,https://initial.inc/companies/A-03505,調査不能(HPアクセス不能などの事由)
千代田区,麹町３丁目,-,東京都千代田区麹町3-5-2,35.683389,139.738797,M&Aキャピタルパートナーズ株式会社,ビジネスサービス,M&A（企業の買収・合併・資本提携など）の仲介事業,2005/10/12,https://initial.inc/companies/A-12532,
千代田区,麹町３丁目,-,東京都千代田区麹町3-5-19 にしかわビル4F,35.683236,139.7391525,株式会社エム・ディー・マネジメント,医療・ヘルスケア ICT,麻酔科医など専門医の求人情報サイト『総合医局』による人材紹介...,2006/6/20,https://initial.inc/companies/A-12074,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-5-2 ビュレックス麹町309,35.683389,139.738797,株式会社Coreto,消費者向けサービス・販売,家庭や企業内に死蔵されている中古品をリサイクルする専用サイト...,2010/11/1,https://initial.inc/companies/A-06146,調査不能(HPアクセス不能などの事由)
千代田区,麹町３丁目,-,東京都千代田区麹町3-5 麹町シルクビル1階,35.68329,139.738725,株式会社NEXX,コンピューター - ハードウェア,電子機器・システム開発および販売 名刺のスキャンと整理のため...,2003/10/22,https://initial.inc/companies/A-05841,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-2 ヒューリック麹町ビル6階,35.684262,139.7385495,株式会社KEIアドバンス,消費者向けサービス・販売,・出願受付代行事業 ・教育情報提供及びカウンセリング業 ...,2000/6/19,https://initial.inc/companies/A-04023,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-5-2 ビュレックス麹町2階,35.683389,139.738797,株式会社ユーショップデジタルリンク,コンピューター - ソフトウェア,ECソリューション(ネットショップ連動型POSシステム）「U...,2005/10/1,https://initial.inc/companies/A-03677,調査継続
千代田区,麹町３丁目,-,東京都千代田区麹町3-3-4,35.683758,139.738662,株式会社ネクストジェン,コンピューター - ITサービス,ＮＧＮ（次世代通信網）に関わるソフトウェア製品の開発・販売・...,2001/11/16,https://initial.inc/companies/A-01419,
千代田区,麹町２丁目,-,東京都千代田区麹町2-10-3 エキスパートオフィス麹町308,35.685072,139.740444,株式会社ロケットメイカーズ,コンピューター - ITサービス,支援者以外からフィードバックを得られる購入型クラウドファンデ...,2019/9/1,https://initial.inc/companies/A-34426,調査継続
千代田区,麹町２丁目,-,東京都千代田区麹町2-10-2 プレミアムオフィス麹町20,35.684865,139.740489,株式会社TRiCERA,ビジネスサービス,アート専門のEC「TRiCERA.NET」をメインに事業を展...,2018/11/1,https://initial.inc/companies/A-33116,調査継続
千代田区,麹町２丁目,-,東京都千代田区麹町2-8 MLC麹町ビル3階,35.685342,139.7397555,株式会社スマートプラス,金融・保険・不動産,株式売買執行機能のプラットフォームサービス上で動作する株取引...,2017/3/1,https://initial.inc/companies/A-29605,未評価(会社登録のみ)
千代田区,麹町２丁目,-,東京都千代田区麹町2-2-4 麹町セントラルビル9F,35.684514,139.740939,Workcloud株式会社,コンピューター - ソフトウェア,人事・労務・給与管理システム＆オフィス・ポータル「Workc...,2015/2/4,https://initial.inc/companies/A-16763,調査継続
千代田区,麹町２丁目,-,東京都千代田区麹町2-6-10 麹町フラッツ 4C,35.68491,139.7402145,株式会社FREA,金融・保険・不動産,外国人専門の不動産賃貸仲介事業を展開,2015/7/1,https://initial.inc/companies/A-30110,調査継続
千代田区,麹町２丁目,-,東京都千代田区麹町2-3-3 FDC麹町ビル8F,35.683938,139.7407635,株式会社コムデザイン,コンピューター - ITサービス,自社開発のオンデマンドコンタクトセンターCTIサービス「CT...,1997/1/1,https://initial.inc/companies/A-29081,調査継続
千代田区,麹町２丁目,-,東京都千代田区麹町2-2-4 麹町セントラルビル6階,35.684514,139.740939,アユダンテ株式会社,コンピューター - ソフトウェア,電気自動車(EV)、プラグインハイブリッド車(PHEV)向け...,2006/2/28,https://initial.inc/companies/A-10783,調査継続
千代田区,麹町２丁目,-,東京都千代田区麹町2-2-4 麹町セントラルビル5F,35.684514,139.740939,株式会社クロスワープ,コンピューター - ソフトウェア,e-コマース事業、コンテンツセキュリティ事業、インターネット...,2001/10/4,https://initial.inc/companies/A-04528,調査継続
