指標名,コンベンション施設,,,,,,
出典,公益財団法人 東京観光財団（TCVB）,,,,,,
年次,2020/2/20取得,,,,,,
URL,https://businesseventstokyo.org/ja/venues/convention-venues/,,,,,,
備考,部屋数、収容人数などは各URLを参照,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,URL
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町4-1,35.679402,139.735638,ホテルニューオータニ,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=65
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-2-1,35.677629,139.7612475,東京會舘,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=246
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-5-1,35.676972,139.7636325,東京国際フォーラム,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=1
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-4-1丸ビル7F&8F,35.681139,139.76379,丸ビルホール&コンファレンススクエア,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=7
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-5-2三菱ビル1F&10F,35.679924,139.763601,コンファレンススクエア エムプラス,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=8
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-7-2JPタワー4F-5F,35.67978,139.764717,JPタワー ホール&カンファレンス,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=2
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-1-1,35.684667,139.7615355,パレスホテル東京,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=19
千代田区,丸の内１丁目,大丸有,"東京都千代田区丸の内1-6-5 丸の内北口ビル15,16F",35.683965,139.76694,フクラシア 丸の内オアゾ,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=251
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-7-12サピアタワー(4F～6F),35.683749,139.7685195,ステーションコンファレンス東京,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=32
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-8-1丸の内トラストタワーN館3階,35.683263,139.7696625,トラストシティ カンファレンス・丸の内,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=36
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-8-3丸の内トラストタワー本館,35.682489,139.769334,シャングリ・ラ ホテル 東京,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=41
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-1,35.681427,139.7689425,東京ステーションホテル,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=20
千代田区,外神田４丁目,-,東京都千代田区外神田1-18-13秋葉原ダイビル2F/5F,35.699247,139.7721195,秋葉原コンベンションホール,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=81
千代田区,外神田４丁目,-,東京都千代田区外神田4-14-1,35.700516,139.7726145,UDXカンファレンス,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=79
千代田区,外神田４丁目,-,東京都千代田区外神田4-14-1秋葉原UDX2F,35.700516,139.7726145,アキバ・スクエア,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=77
千代田区,外神田３丁目,-,東京都千代田区外神田３-１２-８ 住友不動産秋葉原ビルＢ1・1Ｆ・2Ｆ,35.699931,139.770918,ベルサール秋葉原,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=238
千代田区,外神田１丁目,-,東京都千代田区外神田1-7-5 フロントプレイス秋葉原 2F/3F （事務所：2F）,35.699562,139.7699415,TKP Garden City Premium秋葉原,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=243
港区,海岸２丁目,-,東京都港区海岸2-7-104,35.650962,139.7604825,シンフォニークルーズ,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=144
港区,海岸１丁目,-,東京都港区海岸1-10-27,35.656515,139.762818,シーサイドホテル芝弥生会館,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=152
港区,海岸１丁目,-,東京都港区海岸1-11-1,35.655804,139.7637675,ニューピアホール,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=142
港区,海岸１丁目,-,東京都港区海岸1-11-2,35.655282,139.763232,ホテル アジュール竹芝,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=151
港区,海岸１丁目,-,東京都港区海岸1-12-2,35.654526,139.7629215,東京ヴァンテアンクルーズ,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=145
港区,海岸１丁目,-,東京都港区海岸1-16-1ニューピア竹芝サウスタワー4F,35.653761,139.7623005,ニューピア竹芝 サウスタワー,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=143
港区,海岸１丁目,-,東京都港区海岸1-16-2,35.653041,139.762278,ホテル インターコンチネンタル 東京ベイ,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=149
新宿区,霞ヶ丘町,-,東京都新宿区霞ヶ丘町3-1,35.674245,139.716342,明治神宮野球場,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=165
新宿区,霞ヶ丘町,-,東京都新宿区霞ヶ丘町4-1,35.674173,139.715496,日本青年館ホール,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=236
新宿区,霞ヶ丘町,-,東京都新宿区霞ヶ丘町4-1,35.674173,139.715496,日本青年館ホテル,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=247
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-2-1 霞ヶ関コモンゲート西館37階,35.671806,139.7478195,霞山会館,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=56
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-10-3,35.67402,139.7408175,ザ・キャピトルホテル 東急,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=66
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-16-2,35.67672,139.740822,星陵会館,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=52
渋谷区,宇田川町,-,東京都渋谷区宇田川町1-1,35.663958,139.6980495,渋谷公会堂,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=162
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋2-1-1,35.691948,139.7584665,如水会館,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=28
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋2-6-2,35.694279,139.7562435,日本教育会館,https://businesseventstokyo.org/ja/venues/convention-venues/detail/?id=27
