指標名,文化財,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
年次,2020/3/9取得,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
備考,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-1-1三井本館７階,35.68635569,139.7731341,紙本金地著色日月松鶴図〈／六曲屏風〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19930610,,三井記念美術館　,公益財団法人三井文庫,
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-1-1三井本館７階,35.68635569,139.7731341,紙本淡彩雪松図〈円山応挙筆／六曲屏風〉,,国宝・重要文化財(美術品),国宝,絵画,日本,江戸,,19520329,三井記念美術館　,公益財団法人三井文庫,
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町二丁目1番1号,35.686935,139.7730555,三井本館,,国宝・重要文化財(建造物),重要文化財,近代／商業・業務,,昭和,19981225,,,三井不動産株式会社,
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町一丁目7番地,35.684811,139.774941,三越日本橋本店,,国宝・重要文化財(建造物),重要文化財,近代／商業・業務,,昭和,20160725,,,株式会社三越伊勢丹,
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-7-9,35.67969,139.7734335,大唐三蔵玄弉法師表啓,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19310119,,株式会社瀬津雅陶堂,株式会社瀬津雅陶堂,
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目4番1号,35.680761,139.7736135,髙島屋東京店,髙島屋東京店,国宝・重要文化財(建造物),重要文化財,近代／商業・業務,,昭和,20090630,,,株式会社髙島屋,
中央区,日本橋１丁目,日八京,東京都中央区日本橋一丁目・日本橋室町一丁目間,35.68276297,139.7761721,日本橋,,国宝・重要文化財(建造物),重要文化財,近代／産業・交通・土木,,明治,19990513,,,国（国土交通省）,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,秋野蒔絵手箱,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19540320,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,蘆屋松梅図真形釜,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19540320,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,飛鳥井雅経筆懐紙（詠暁紅葉和歌）,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19591218,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,雨漏茶碗,,国宝・重要文化財(美術品),重要文化財,工芸品,朝鮮,李朝,19531114,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,一山一寧墨蹟（正和丙辰十月下澣）,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,井戸茶碗（柴田）,,国宝・重要文化財(美術品),重要文化財,工芸品,朝鮮,李朝,19520329,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,色絵山寺図茶壺〈仁清作／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,春日山蒔絵硯箱,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19531114,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,堅手茶碗（長崎）,,国宝・重要文化財(美術品),重要文化財,工芸品,朝鮮,李朝,19531114,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,唐物肩衝茶入〈銘松屋／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,中国,南宋,19591218,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,観世音菩薩受記経,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19311214,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,観普賢経〈（裝飾経）／〉,,国宝・重要文化財(美術品),国宝,書跡・典籍,日本,平安,,19750612,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,犠首饕餮〓竜文尊〈図形文字一／〉,,国宝・重要文化財(美術品),重要文化財,考古資料,中国,殷,19700525,,財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,犠首饕餮〓竜文方罍〈図形文字一／〉,,国宝・重要文化財(美術品),重要文化財,考古資料,中国,殷,19700525,,財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,居涇和尚墨蹟〈弔白雲恵曉偈／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19540320,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,金襴手下蕪花生,,国宝・重要文化財(美術品),重要文化財,工芸品,中国,明,19550622,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,月礀文明墨蹟〈拈香語／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19591208,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,月江正印墨蹟〈玉泉字号偈／至正八年仲冬〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19591218,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,月江正印墨蹟〈与楚雙峯偈語／至正三年二月十八日〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19710622,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色愛染曼荼羅図,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19600609,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色愛染明王像,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色愛染明王像,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19600609,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色阿弥陀如来像,,国宝・重要文化財(美術品),重要文化財,絵画,朝鮮,高麗,19720530,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色鶉図,,国宝・重要文化財(美術品),国宝,絵画,中国,南宋,,19531114,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色春日補陀落山曼荼羅図,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,20060609,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色春日宮曼荼羅図,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,20050609,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色華厳五十五所絵,,国宝・重要文化財(美術品),重要文化財,絵画,日本,平安,19490218,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色五百羅漢図〈伝明兆筆／東福寺伝来〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,南北朝,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色金剛界八十一尊大曼荼羅図,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19490218,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色釈迦如来像,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19840606,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色釈迦八相図,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19630701,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色夕陽山水図〈馬麟筆／〉,,国宝・重要文化財(美術品),重要文化財,絵画,中国,南宋,19490530,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色善光寺如来縁起絵,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19750612,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色銭塘観潮図,,国宝・重要文化財(美術品),重要文化財,絵画,中国,南宋,19590627,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色大威徳明王像,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19430609,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色大日如来像,,国宝・重要文化財(美術品),重要文化財,絵画,日本,平安,19490218,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色那智滝図,,国宝・重要文化財(美術品),国宝,絵画,日本,鎌倉,,19510609,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色普賢十羅刹女像,,国宝・重要文化財(美術品),重要文化財,絵画,日本,平安,19990607,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色仏涅槃図,,国宝・重要文化財(美術品),重要文化財,絵画,日本,南北朝,19590627,,公益財団法人根津美術館,財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本著色法相宗曼荼羅図,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19590627,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本墨画古木牧牛図〈毛倫筆／〉,,国宝・重要文化財(美術品),重要文化財,絵画,中国,元,19860606,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,絹本墨画羅漢図〈／（第五諾矩尊者）〉,,国宝・重要文化財(美術品),重要文化財,絵画,中国,元,19540320,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,高麗青磁蓮華唐草文水瓶,,国宝・重要文化財(美術品),重要文化財,工芸品,朝鮮,高麗,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,古今集〈藤原為氏筆／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19430609,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,金光明最勝王経註釈〈巻第二断筒／（飯室切）〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19360506,,公益公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紺紙銀字華厳経巻第〓六〈（二月堂焼経）／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19440905,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,金銅鉢,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,奈良,19591218,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,根本百一羯磨〈巻第六／〉,,国宝・重要文化財(美術品),国宝,書跡・典籍,日本,奈良,,19510609,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,嵯峨山蒔絵硯箱,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19531114,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,銹藍金絵絵替皿〈尾形乾山作／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19870606,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,子元祖元墨蹟（弘安三年中夏）,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国・日本,南宋～鎌倉,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本淡彩山水図〈祥啓筆／〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本墨画淡彩山水図〈曽我紹仙筆／〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19590627,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,宗峰妙超墨蹟（元亨壬戌）,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉～南北朝,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,順正理論巻第六残巻,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19440905,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,青磁花瓶,,国宝・重要文化財(美術品),重要文化財,工芸品,中国,南宋,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,青磁筒花生〈銘大内筒／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,中国,南宋,19540320,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,石造浮彫十一面観音龕,,国宝・重要文化財(美術品),重要文化財,彫刻,中国,唐,19360918,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,双羊尊,,国宝・重要文化財(美術品),重要文化財,考古資料,中国,西周,19710622,,財団法人根津美術館,財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,大乗掌珍論〈巻上残巻／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19440905,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,大乗法界無差別論疏〈成弁筆／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19610217,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,大唐内典録〈巻第九　第十残巻／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19490530,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,大般若経巻五十七残巻,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19440905,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,大般若経巻第二十三,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19311214,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,大般若経巻第二百六十七,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19440905,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,註楞伽経〈巻第七／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19311214,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,饕餮〓鳳文〓〈図形文字一／〉,,国宝・重要文化財(美術品),重要文化財,考古資料,中国,殷,19690620,,財団法人根津美術館,財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,饕餮〓鳳文方彝〈文字六／〉,,国宝・重要文化財(美術品),重要文化財,考古資料,中国,西周,19700525,,財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,饕餮〓竜文尊〈図形文字一／〉,,国宝・重要文化財(美術品),重要文化財,考古資料,中国,殷,19690620,,財団法人根津美術館,財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,饕餮文〓〈図形文字一／〉,,国宝・重要文化財(美術品),重要文化財,考古資料,中国,殷,19690620,,財団法人根津美術館,財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,饕餮文方〓〈文字一／〉,,国宝・重要文化財(美術品),重要文化財,考古資料,中国,殷,19690620,,財団法人根津美術館,財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,内大臣殿歌合〈／元永二年七月〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19360506,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,鼠志野亀甲文茶碗（山端）,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,桃山,20020626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,花白河蒔絵硯箱,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19530331,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,不空三蔵表制集巻第五,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,20050609,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,宝相華銀平文袈裟箱,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,平安,19540320,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,丸壺茶入（相坂）〈瀬戸／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町～桃山時代,20040608,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,明極楚俊墨蹟（元徳二年仲春上澣五日）,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,明染付花卉文大皿,,国宝・重要文化財(美術品),重要文化財,工芸品,中国,明,19540320,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,無量義経（裝飾経）,,国宝・重要文化財(美術品),国宝,書跡・典籍,日本,平安,,19750612,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,木造地蔵菩薩立像,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,平安,20030529,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,竜巖徳真墨蹟〈与無夢一清偈／至順二年辛未重陽後十日〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19540320,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本淡彩山水図〈伝周文筆／〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19430609,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本淡彩観瀑図,,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19490218,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本墨画漁村夕照図〈伝牧谿筆／〉,,国宝・重要文化財(美術品),国宝,絵画,日本,南宋,,19540320,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本墨画風雨山水図,,国宝・重要文化財(美術品),重要文化財,絵画,中国,南宋,19590627,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本著色瓜虫図〈呂敬甫筆／自賛がある〉,,国宝・重要文化財(美術品),重要文化財,絵画,中国,元,19590627,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本金地著色藤花図〈円山応挙筆／六曲屏風〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19700525,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,銅造〈釈迦如来／多宝如来〉並坐像,,国宝・重要文化財(美術品),重要文化財,彫刻,中国,北魏,19790606,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本金地著色燕子花図〈尾形光琳筆／六曲屏風〉,,国宝・重要文化財(美術品),国宝,絵画,日本,江戸,,19510609,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本墨画禅機図断簡〈因陀羅筆／（布袋図）〉,,国宝・重要文化財(美術品),国宝,絵画,中国,元,,19531114,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本著色絵過去現在因果経〈巻第二／〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19310119,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本著色天狗草紙,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本著色十二因縁絵巻,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662203,139.7171205,紙本墨画竹雀図,,国宝・重要文化財(美術品),重要文化財,絵画,中国,南宋,19430609,,公益財団法人根津美術館,公益財団法人根津美術館,
新宿区,内藤町,-,東京都新宿区内藤町11,35.687151,139.7106585,新宿御苑旧洋館御休所,,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,明治,20011114,,,国（環境省）,
港区,東麻布１丁目,-,東京都港区東麻布1-1-5,35.658198,139.744611,心光院表門,,登録有形文化財(建造物),宗教,建築物,,江戸,20011120,,,宗教法人心光院,
港区,東麻布１丁目,-,東京都港区東麻布一丁目1-1,35.658378,139.744215,心光院本堂,,登録有形文化財(建造物),宗教,建築物,,昭和中,20170502,,,宗教法人心光院,
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-16-8,35.69454,139.785561,玉置文治郎ビル,,登録有形文化財(建造物),産業3次,建築物,,昭和前,20050209,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋一丁目,35.66372962,139.7607237,旧新橋停車場跡,,史跡名勝天然記念物,史跡,,,,19650512,,,,
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655345,139.7121075,石枕（立花二箇共）,,国宝・重要文化財(美術品),重要文化財,考古資料,日本,古墳,19740608,,國學院大学,國學院大学,
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655345,139.7121075,金葉和歌集（二奏本）,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19820605,,國學院大学,國學院大学,
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655345,139.7121075,久我家文書,,国宝・重要文化財(美術品),重要文化財,古文書,日本,平安～明治,19880606,,國學院大学,國學院大学,
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655345,139.7121075,神皇正統記〈上中下／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,室町,19360506,,國學院大学,國學院大学,
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655345,139.7121075,朝野群載〈巻第一／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19360506,,國學院大学,國學院大学,
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655345,139.7121075,梁塵秘抄口伝集巻第十残巻,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19930610,,國學院大学,國學院大学,
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655345,139.7121075,令義解〈神祇令第六／僧尼令第七〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,南北朝,19360506,,國學院大学,國學院大学,
渋谷区,東３丁目,-,東京都渋谷区東3-3-3,35.651799,139.7120805,渋谷区立広尾小学校,,登録有形文化財(建造物),学校,建築物,,昭和前,20000428,,,渋谷区,
渋谷区,東２丁目,-,東京都渋谷区東2-9,35.65332,139.7115135,群書類従版木,,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19570219,,社団法人温故学会,社団法人温故学会,
渋谷区,東２丁目,-,東京都渋谷区東2-9-1,35.654319,139.7113965,温故学会会館,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,20000428,,,公益社団法人温故学会,
