指標名,ナイトライフ施設,,,,,,,,,,,
出典,TOKYO CLUB MAP,,,,,,,,,,,
年次,2020/2/20取得,,,,,,,,,,,
URL,https://www.tokyo-club.net/,,,,,,,,,,,
備考,,,,,,,,,,,,
,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,エリア,業種,ジャンル,電話番号,営業時間,定休日
渋谷区,円山町,-,東京都渋谷区円山町1-8,35.659035,139.695327,club asia,渋谷,CLUB,House ･ HipHop ･ Trance ･ Techno ･ Drum&Bass ･ Live ･ Reggae ･ Electro,03-5458-2554,※イベントにより異なる,無し
渋谷区,円山町,-,"東京都渋谷区円山町2-4 Dr.ジーカンズ2,3F",35.658288,139.6952685,HARLEM,渋谷,CLUB,HipHop ･ Reggae ･ R&B,03-3461-8806,22:00～ ※イベントにより変動する,不定休
渋谷区,円山町,-,東京都渋谷区円山町2-16 スタジオアリアス1F-4F,35.658405,139.6950435,WOMB,渋谷,CLUB,House ･ Techno ･ Minimal ･ Drum&Bass ･ Electro ･ HipHop ･ TRAP ･ Allmix ･ Trance ･ DUBSTEP ･ etc.,03-5459-0039,22:00-04:30 ※イベントにより変動の為、要確認,不定休
渋谷区,円山町,-,東京都渋谷区円山町2-16 1F,35.658405,139.6950435,WOMB LOUNGE,渋谷,ラウンジ ･ イベントスペース,Techno ･ House ･ Electronic ･ Bass ･ etc.,03-5459-1383,22:00～ ※イベントにより異なる,不定休
渋谷区,円山町,-,東京都渋谷区円山町2-3 6F-5F,35.658486,139.695246,TSUTAYA O-nest,渋谷,ライブハウス,All Genre,03-3462-4420,※スケジュールによる,不定
渋谷区,円山町,-,東京都渋谷区円山町2-20 農場協会ビル1F,35.658747,139.694931,White Space Lab,渋谷,カフェ＆バー,Others,03-6416-3973,"19:00-24:00
※最新の情報とは異なる場合がございます。必ず事前にご確認下さい。",日 ･ 月
渋谷区,円山町,-,東京都渋谷区円山町1-3 猪鼻ビルB1F,35.659602,139.69539,nob,渋谷,バー ･ 貸切,Live ･ Others,03-3464-9593,"18:00～
※イベント時は要確認",祝日
渋谷区,円山町,-,東京都渋谷区円山町2-4 Dr.ジーカンズ1F,35.658288,139.6952685,A BAR,渋谷,CLUB,Allmix ･ EDM ･ HipHop ･ R&B,-,ATOMの営業に準ずる,
渋谷区,円山町,-,東京都渋谷区円山町2-3 O-WESTビル7F,35.658486,139.695246,7th FLOOR,渋谷,ライブハウス ･ バー,Live ･ Others ･ POPs ･ Rock,03-3462-4466,"ライブ ※スケジュールにより異なる (ランチライブ営業もあり)
バータイム 23:00-05:00 (ライブ終了後)",
渋谷区,円山町,-,東京都渋谷区円山町5-3 荻原ビルB1F,35.657019,139.695561,Dimension,渋谷,イベントスペース,Electro ･ All Genre ･ Others,03-6455-1239,※イベントによる,
渋谷区,宇田川町,-,東京都渋谷区宇田川町36-2 ノア渋谷ビルB1F,35.662023,139.6972125,Coins Bar,渋谷,ダイニングバー,Allmix ･ Others,03-3463-3039,16:00-23:30,無休
渋谷区,宇田川町,-,東京都渋谷区宇田川町33-1 グランド東京渋谷ビルB1F-B2F,35.660727,139.697415,Veats Shibuya,渋谷,ライブハウス,POPs ･ All Genre,03-5467-6390,スケジュールによる,不定
渋谷区,宇田川町,-,東京都渋谷区宇田川町11-6 渋谷宇田川KKビル3F,35.662329,139.697424,ROOTS,渋谷,DJバー,Reggae ･ House ･ Trance ･ Allmix ･ HipHop ･ Techno,03-6273-2345,19:00-05:00 ※日により変わる,不定
渋谷区,宇田川町,-,東京都渋谷区宇田川町20-15 ヒューマックスパビリオン渋谷公園通りB1F,35.661141,139.700205,GRANDE,渋谷,ラグジュアリーレストラン,Others,0120-926-428,12:00-06:00,無休
渋谷区,宇田川町,-,東京都渋谷区宇田川町21-7 不二ビルB1F,35.659989,139.700079,GASPANIC Center-Gai,渋谷,DJバー,Allmix,03-3462-9099,18:00-05:00,無休
渋谷区,宇田川町,-,東京都渋谷区宇田川町36-3 渋谷営和ビル5F,35.661942,139.697361,CAFE&DINNER スタジオ,渋谷,カフェ,House ･ Techno ･ Allmix ･ R&B,03-3770-7723,月-木12:00-24:00 / 金･土･祝前 12:00-05:00,無休
渋谷区,宇田川町,-,東京都渋谷区宇田川町13-8 ちとせ会館B1F,35.661105,139.698522,TK SHIBUYA,渋谷,CLUB,EDM ･ Allmix ･ House ･ HipHop ･ Disco ･ BassMusic ･ etc.,03-5456-2400,22:00-04:30,無休
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-9 クレタケビル3F,35.662473,139.6977165,Organ Bar,渋谷,CLUB,HipHop ･ House ･ Allmix ･ Techno ･ Reggae ･ R&B ･ Disco ･ Old school ･ Soul ･ Funk,03-5489-5460,21:00～ ※詳細はHPでご確認ください。,無休
渋谷区,宇田川町,-,東京都渋谷区宇田川町10-1 パークビル2F,35.662662,139.6970865,虎子食堂,渋谷,レストラン ･ バー,Allmix ･ All Genre,03-6416-1197,"月-土･祝日前 18:00-04:00 / 日･祝 18:00-01:00
※イベント時の営業時間は、各イベントにより異なる。",無休
渋谷区,宇田川町,-,東京都渋谷区宇田川町11-1 柳光ビル別館B1F,35.662635,139.697289,ROCKAHOLIC,渋谷,ミュージックバー,Rock ･ Metal ･ Punk,03-6416-9469,19:00-05:00,無休
渋谷区,宇田川町,-,東京都渋谷区宇田川町15-1 渋谷PARCO内 B1F,35.662032,139.698945,QUATTRO LABO,渋谷,カフェバー,Jazz ･ Soul ･ AOR ･ 70s ･ 80s ･ World ･ R&B ･ Rock ･ etc.,03-6455-3001,"月-土・祝前: カフェ11:00-17:00 / バー18:00-26:00
日曜・祝日: 23:30まで",無し・パルコの営業日に準ずる
渋谷区,宇田川町,-,東京都渋谷区宇田川町10-2 渋谷宇田川町テナント1F,35.662716,139.696938,FLAMINGO,渋谷,カフェ ･ バー,Others,03-6416-5513,"月-土 11:30-05:00
ランチ 11:30-15:00 / アイドル 15:00-18:00 / ディナー 18:00-23:00 / 深夜 23:00～
日 11:30-24:00",無し
渋谷区,宇田川町,-,東京都渋谷区宇田川町13-16 コクサイビルA館B1F,35.661447,139.69854,JUMANJI 33,渋谷,CLUB,Allmix ･ House ･ HipHop ･ etc.,03-6452-5833,"20:00-04:30 ※変動の可能性あり
(ハッピーアワー 20:00-24:00)",無し
渋谷区,宇田川町,-,東京都渋谷区宇田川町3-7 ヒューリック渋谷公園通りビル1F,35.662527,139.698981,koe space (hotel koe tokyo),渋谷,イベントスペース,Techno ･ House ･ HipHop ･ Electro ･ Funk ･ Disco ･ Soul ･ Live,03-6712-7251,※催し物による (DJイベントの場合 20:00-24:00 が多い),無し
渋谷区,宇田川町,-,東京都渋谷区宇田川町13-17 ライズビル地下,35.661465,139.698711,WWW,渋谷,ライブハウス,Live ･ All Genre,03-5458-7685,※イベントにより異なる,不定休
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-3 ホテルユニゾ渋谷B1F,35.66259,139.6983375,NOS ORG,渋谷,ダイニングバー,Others,03-5459-1717,18:00-02:00 / 日･祝 17:00-23:00,不定休
渋谷区,宇田川町,-,東京都渋谷区宇田川町10-1 パークビル 3F,35.662662,139.6970865,Rock no Cocoro,渋谷,ミュージックバー,Rock ･ 70s ･ 80s ･ Punk ･ Metal,03-5459-5326,19:00～,不定休
渋谷区,宇田川町,-,東京都渋谷区宇田川町3-10 いちごフィエスタ渋谷4F,35.6625,139.69872,gee-ge.,渋谷,ライブバー,Acoustic ･ POPs ･ Folk ･ Rock,03-6416-3468,"18:00～ ※ライブは日ごと変動
バー 23:00-05:00",不定休
渋谷区,宇田川町,-,東京都渋谷区宇田川町30-5 JOWビルB1F,35.660871,139.697955,Club Malcolm,渋谷,DJ＆ライブスペース,All Genre ･ POPs ･ Live ･ A-POP,03-6455-0225,"※イベントにより変わる
(箱貸: 09:00-15:00 / 15:00-23:00 / 深夜 23:00-05:30)
バー / 19:00-02:00 ※要確認",不定休
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-7 トーセン宇田川ビル6F /7F,35.662464,139.6978695,R Lounge,渋谷,クラブ,House ･ Techno ･ Electronic ･ EDM ･ Allmix ･ Reggae ･ R&B ･ HipHop ･ TOP40,03-5459-7988,※イベントにより異なる,不定
渋谷区,宇田川町,-,東京都渋谷区宇田川町12-3 ニュー渋谷コーポラス1F,35.661744,139.698045,CLUB VIZEL,渋谷,CLUB,Allmix ･ HipHop ･ House ･ R&B ･ EDM ･ BlackMusic ･ Reggae ･ etc.,03-6455-3131,19:00-04:30 ※イベントにより変動,不定
渋谷区,宇田川町,-,東京都渋谷区宇田川町33-10 J+Rビル Jside 3F,35.660997,139.6966815,MILLIBAR,渋谷,ミュージックバー,Reggae ･ Soul ･ Rock ･ POPs ･ etc.,03-5458-0989,"月-木･土 18:00-02:00
金 18:00-04:00",日 ･ 祝
渋谷区,宇田川町,-,東京都渋谷区宇田川町11-1 柳光ビル別館1F,35.662635,139.697289,rhythmcafe,渋谷,バー,Soul ･ POPs ･ Others ･ 80s ･ Latin ･ Techno,03-3770-0244,18:00-02:00,"第1,3火曜"
渋谷区,宇田川町,-,東京都渋谷区宇田川町13-16 国際ビルA館B2F,35.661447,139.69854,CYCLONE,渋谷,ライブハウス,Rock ･ Live,03-3463-0069,18:00～ ※スケジュールにより異なる,
渋谷区,宇田川町,-,東京都渋谷区宇田川町13-16 国際ビルB館B1F,35.661447,139.69854,GARRET udagawa,渋谷,ライブハウス,POPs ･ Rock ･ Live ･ Others,03-3463-0169,※スケジュールにより異なる,
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-9 くれたけビル4F,35.662473,139.6977165,Club BALL,渋谷,ミュージックバー,House ･ Soul ･ Jazz ･ Funk ･ Disco ･ HipHop ･ Reggae ･ Others,03-3476-6533,スケジュールにより変動,
渋谷区,宇田川町,-,東京都渋谷区宇田川町32-13-4 クアトロビル5F,35.661024,139.6975365,CLUB QUATTRO,渋谷,ライブハウス,Live ･ Others ･ POPs ･ Rock,03-3477-8750,※スケジュールにより異なる,
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-7 トウセン宇田川ビル B1F,35.662464,139.6978695,CHELSEA HOTEL,渋谷,ライブハウス ･ クラブ,Techno ･ DUBSTEP ･ Live ･ Allmix ･ Others,03-3770-1567,※イベントスケジュールにより異なる,
渋谷区,宇田川町,-,東京都渋谷区宇田川町32-12 アソルティ渋谷B1F,35.661087,139.6973745,TAKE OFF 7,渋谷,ライブハウス,POPs ･ Rock ･ Jazz ･ Acoustic ･ Folk ･ Blues ･ Live,03-3770-7755,"※開始時間は公演により変動
貸切 昼10:00-15:00 / 夜15:00-22:00",
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-7 トウセン宇田川町ビル2F,35.662464,139.6978695,shibuya THE GAME,渋谷,Club,HipHop ･ R&B ･ Reggae,03-5456-5038,※イベントにより異なる,
渋谷区,宇田川町,-,東京都渋谷区宇田川町13-17 ライズビル2F / 4F,35.661465,139.698711,WWW X,渋谷,ライブハウス,Live ･ POPs ･ Techno ･ Electro ･ Rock ･ Folk ･ etc.,03-5458-7688,※公演による,
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-7 トウセン宇田川ビル1F,35.662464,139.6978695,STAR LOUNGE,渋谷,ライブハウス,HipHop ･ Allmix ･ Live ･ R&B ･ DUBSTEP ･ All Genre,03-6277-5373,※ライブスケジュールにより異なる,
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-7 トウセン宇田川町ビル3F,35.662464,139.6978695,Milkyway,渋谷,ライブハウス ･ バー,Live ･ All Genre,03-6416-3227,※イベント･スケジュールにより異なる,
渋谷区,宇田川町,-,東京都渋谷区宇田川町11-11 柳光ビル本館3F,35.662572,139.697208,喫茶SMiLE,渋谷,カフェバー,Live ･ Allmix ･ House ･ Jazz ･ Others,03-6416-3998,18:00-24:00 ※土日は変動する為、要確認,
渋谷区,宇田川町,-,東京都渋谷区宇田川町10-1 パークビルB1F,35.662662,139.6970865,JUMP,渋谷,DJバー,HipHop ･ Reggae ･ House ･ Techno ･ Rock ･ Electro,03-6416-9203,20:00-05:00 ※イベントにより異なる,
