指標名,薬局,,,,,,
出典,病院なび,,,,,,
年次,2022/1/18取得,,,,,,
URL,https://byoinnavi.jp/,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件）",,,,,,
新宿区,四谷２丁目,-,東京都新宿区四谷2-1,35.68623,139.72690,くすりセイジョー四谷店,https://byoinnavi.jp/pharm/205794
新宿区,四谷１丁目,-,東京都新宿区四谷1-9,35.68600,139.72829,(有)ナカ薬局,https://byoinnavi.jp/pharm/205793
新宿区,四谷１丁目,-,東京都新宿区四谷1-20-2,35.68696,139.72791,希望堂薬局四谷店,https://byoinnavi.jp/pharm/205791
新宿区,四谷１丁目,-,東京都新宿区四谷1-2-5,35.68579,139.72894,薬ヒグチ四谷駅前店,https://byoinnavi.jp/pharm/205790
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4-4-2,35.71200,139.70308,スミダ薬局高田馬場店,https://byoinnavi.jp/pharm/205789
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4-20-11,35.71135,139.70000,(有)小木仁寿堂,https://byoinnavi.jp/pharm/205787
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場3-3-3,35.71393,139.70264,コスメティック&ドラッグサクラ高田馬場店,https://byoinnavi.jp/pharm/205785
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-6-22,35.71104,139.70784,薬局高田馬場,https://byoinnavi.jp/pharm/205780
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-4-15,35.71144,139.70920,スギ薬局高田馬場店,https://byoinnavi.jp/pharm/205778
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-15-6,35.71355,139.70675,はしむら薬局,https://byoinnavi.jp/pharm/205782
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場3-2-5,35.71390,139.70304,中西薬局,https://byoinnavi.jp/pharm/205783
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-6-16,35.71164,139.70791,龍生堂薬局ワセダ東店,https://byoinnavi.jp/pharm/205779
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場3-22-1,35.71237,139.69931,薬ヒグチ新戸塚店,https://byoinnavi.jp/pharm/205784
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-14-2,35.71254,139.70725,マツモトキヨシ高田馬場2丁目店,https://byoinnavi.jp/pharm/205781
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-16-6,35.69170,139.68777,ドラッグセイムス西新宿6丁目薬局,https://byoinnavi.jp/pharm/205720
新宿区,河田町,-,東京都新宿区河田町11-8,35.69912,139.71830,日生薬局若松河田駅前店,https://byoinnavi.jp/pharm/205772
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-10-5,35.69392,139.69831,龍生堂薬局西新宿店,https://byoinnavi.jp/pharm/205725
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-2-4,35.69509,139.69893,セイジョー西新宿7丁目店,https://byoinnavi.jp/pharm/205727
新宿区,富久町,-,東京都新宿区富久町13-1,35.69241,139.71472,フラワー薬局,https://byoinnavi.jp/pharm/205774
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-31-8,35.70999,139.70326,天竜堂漢方薬局,https://byoinnavi.jp/pharm/205777
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-5-1,35.69311,139.69307,アイン薬局西新宿店,https://byoinnavi.jp/pharm/205722
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-4-1,35.69394,139.69331,龍生堂薬局アイランド店,https://byoinnavi.jp/pharm/205721
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-26-12,35.71293,139.70538,モグサヤ高橋保寿堂,https://byoinnavi.jp/pharm/205775
新宿区,河田町,-,東京都新宿区河田町11-7,35.69905,139.71815,カワダ薬局,https://byoinnavi.jp/pharm/205771
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-6-2,35.69273,139.69107,子安ドラッグストアー東京ヒルトンホテル店,https://byoinnavi.jp/pharm/205723
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-28-19,35.71146,139.70479,わたなべファーマシー,https://byoinnavi.jp/pharm/205776
新宿区,河田町,-,東京都新宿区河田町3-10,35.69603,139.71971,日生薬局河田町店,https://byoinnavi.jp/pharm/205773
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-18-6,35.68868,139.68740,(株)サエキ薬品,https://byoinnavi.jp/pharm/205714
新宿区,西新宿５丁目,-,東京都新宿区西新宿5-16-3,35.69323,139.68562,(株)やまわ長生堂,https://byoinnavi.jp/pharm/205716
新宿区,西新宿５丁目,-,東京都新宿区西新宿5-5-2,35.69363,139.68697,鶴薬局,https://byoinnavi.jp/pharm/205717
新宿区,西新宿５丁目,-,東京都新宿区西新宿5-5-3,35.69349,139.68695,伊賀薬局,https://byoinnavi.jp/pharm/205718
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-11-16,35.68546,139.68857,西新宿調剤薬局,https://byoinnavi.jp/pharm/205710
新宿区,西新宿５丁目,-,東京都新宿区西新宿5-10-8,35.69089,139.68651,ハラダ薬局 西新宿店,https://byoinnavi.jp/pharm/205715
新宿区,河田町,-,東京都新宿区河田町11-11,35.69902,139.71851,ミキ薬局河田町店,https://byoinnavi.jp/pharm/205770
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-1-10,35.69066,139.68709,どらっぐぱぱす 西新宿店,https://byoinnavi.jp/pharm/205713
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-7-1,35.68535,139.69088,薬ヒグチパークタワー店,https://byoinnavi.jp/pharm/205712
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-20-2,35.68294,139.68685,トモズエクスプレス東京オペラシティ店,https://byoinnavi.jp/pharm/205711
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-8-2,35.68955,139.69181,ウエルシア薬局都庁第二庁舎店,https://byoinnavi.jp/pharm/205709
新宿区,新宿５丁目,-,東京都新宿区新宿5-18-8,35.69466,139.70564,みすず薬局,https://byoinnavi.jp/pharm/205767
新宿区,新宿５丁目,-,東京都新宿区新宿5-11-4,35.69223,139.70760,龍生堂薬局東新宿店,https://byoinnavi.jp/pharm/205766
新宿区,新宿３丁目,-,東京都新宿区新宿3-32-10,35.69018,139.70417,新宿鈴井薬局,https://byoinnavi.jp/pharm/205763
新宿区,新宿４丁目,-,東京都新宿区新宿4-4-1,35.68795,139.70309,一心堂薬局新宿店,https://byoinnavi.jp/pharm/205765
新宿区,新宿５丁目,-,東京都新宿区新宿5-3-4,35.69181,139.71083,ナチュニックライフ(株),https://byoinnavi.jp/pharm/205768
新宿区,新宿７丁目,-,東京都新宿区新宿7-11-1,35.69791,139.71258,(有)ナガノ薬局,https://byoinnavi.jp/pharm/205769
新宿区,新宿３丁目,-,東京都新宿区新宿3-3-9,35.69057,139.70615,いまくま薬局,https://byoinnavi.jp/pharm/205762
新宿区,新宿３丁目,-,東京都新宿区新宿3-29-13,35.69152,139.70292,OSドラッグ新宿店,https://byoinnavi.jp/pharm/205761
新宿区,新宿３丁目,-,東京都新宿区新宿3-28-1,35.69077,139.70314,蓬莱薬品,https://byoinnavi.jp/pharm/205760
新宿区,新宿３丁目,-,東京都新宿区新宿3-17-7,35.69242,139.70310,セイセイドー紀伊國屋店,https://byoinnavi.jp/pharm/205753
新宿区,新宿３丁目,-,東京都新宿区新宿3-22-6,35.69312,139.70128,マツモトキヨシ 新宿東口店,https://byoinnavi.jp/pharm/205756
新宿区,新宿３丁目,-,東京都新宿区新宿3-23-4,35.69302,139.70064,あかひげ薬局新宿店,https://byoinnavi.jp/pharm/205758
新宿区,北新宿１丁目,-,東京都新宿区北新宿1-8-17,35.70173,139.69492,土方薬局,https://byoinnavi.jp/pharm/205626
新宿区,新宿３丁目,-,東京都新宿区新宿3-11-6,35.69197,139.70649,アポロ薬局 新宿店,https://byoinnavi.jp/pharm/205749
新宿区,新宿３丁目,-,東京都新宿区新宿3-11-10,35.69181,139.70659,メディカル・アート・ハウス,https://byoinnavi.jp/pharm/205748
新宿区,新宿３丁目,-,東京都新宿区新宿3-14-22,35.69228,139.70548,ミネ薬品新宿明治通店,https://byoinnavi.jp/pharm/205751
新宿区,新宿３丁目,-,東京都新宿区新宿3-12-7,35.69212,139.70619,漢方の氣生,https://byoinnavi.jp/pharm/205750
新宿区,新宿３丁目,-,東京都新宿区新宿3-22-11,35.69322,139.70170,龍生堂薬局新宿中央店,https://byoinnavi.jp/pharm/205755
新宿区,新宿３丁目,-,東京都新宿区新宿3-21-6,35.69309,139.70234,龍生堂薬局新宿店,https://byoinnavi.jp/pharm/205754
新宿区,新宿２丁目,-,東京都新宿区新宿2-15-27,35.69082,139.70984,新宿ヒカリ薬局,https://byoinnavi.jp/pharm/205747
新宿区,新宿３丁目,-,東京都新宿区新宿3-17-3,35.69175,139.70343,マツモトキヨシ新宿三丁目店,https://byoinnavi.jp/pharm/205752
新宿区,新宿３丁目,-,東京都新宿区新宿3-26-14,35.69178,139.70235,サンドラッグ新宿東口店,https://byoinnavi.jp/pharm/205759
新宿区,新宿３丁目,-,東京都新宿区新宿3-23-12,35.69338,139.70116,ミネ薬品新宿東口店,https://byoinnavi.jp/pharm/205757
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-8-1,35.68919,139.69165,ウエルシア薬局都庁第一庁舎店,https://byoinnavi.jp/pharm/205708
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-4-1,35.68819,139.69375,ミキ調剤薬局,https://byoinnavi.jp/pharm/205707
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-7-2,35.69161,139.69735,龍生堂薬局新宿西口店,https://byoinnavi.jp/pharm/205704
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-3-15,35.69336,139.69844,レジーナ薬局新宿西口店,https://byoinnavi.jp/pharm/205702
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-12-11,35.68997,139.69715,ダイコクドラッグ西新宿薬店,https://byoinnavi.jp/pharm/205696
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-11-12,35.69000,139.69764,プラザ薬局,https://byoinnavi.jp/pharm/205695
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-1-6,35.68853,139.69966,ダイコクドラッグ新宿南口薬店,https://byoinnavi.jp/pharm/205694
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-25-1,35.69184,139.69530,かちどき薬局センター店,https://byoinnavi.jp/pharm/205700
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-4-2,35.69286,139.69894,雨宮商事(株),https://byoinnavi.jp/pharm/205703
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-15-13,35.68930,139.69735,新井薬師の漢方薬新宿西口店,https://byoinnavi.jp/pharm/205697
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-26-2,35.69300,139.69534,ナチュール調剤薬局,https://byoinnavi.jp/pharm/205701
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-24-1,35.69039,139.69583,ユーアイ薬局,https://byoinnavi.jp/pharm/205699
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-8-1,35.69090,139.69677,オーエス薬局,https://byoinnavi.jp/pharm/205705
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-1-1,35.69188,139.69392,かちどき薬局三井店,https://byoinnavi.jp/pharm/205706
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-1-5,35.68921,139.69930,トモズプラスルミネ新宿店,https://byoinnavi.jp/pharm/205693
新宿区,南元町,-,東京都新宿区南元町19,35.67945,139.72090,ヒカリ薬局信濃町店,https://byoinnavi.jp/pharm/205799
新宿区,水道町,-,東京都新宿区水道町4番13号,35.70851,139.73617,アイセイ薬局 江戸川橋店,https://byoinnavi.jp/pharm/273054
新宿区,新宿２丁目,-,東京都新宿区新宿2-12-4,35.69060,139.70737,みらくる薬局 新宿三丁目店,https://byoinnavi.jp/pharm/272908
渋谷区,松涛２丁目,-,東京都渋谷区松濤2-15-5 秀和松濤レジデンス106号,35.65830,139.69156,松濤薬局,https://byoinnavi.jp/pharm/271537
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-1,35.69037,139.69938,エース薬局,https://byoinnavi.jp/pharm/205691
新宿区,西落合３丁目,-,東京都新宿区西落合3-1-2,35.72285,139.68338,クスリの保健堂西落合店,https://byoinnavi.jp/pharm/205690
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-1-4,35.69013,139.69914,ニホンドウ漢方ブティック京王新宿店,https://byoinnavi.jp/pharm/205692
新宿区,西落合２丁目,-,東京都新宿区西落合2-24-16,35.72018,139.67519,ヤマグチ薬局哲学堂店,https://byoinnavi.jp/pharm/205689
新宿区,西落合１丁目,-,東京都新宿区西落合1-11-26,35.72133,139.68290,プラス薬局,https://byoinnavi.jp/pharm/205686
新宿区,百人町２丁目,-,東京都新宿区百人町2-8-15,35.70305,139.69969,ひろ薬局,https://byoinnavi.jp/pharm/205682
新宿区,百人町２丁目,-,東京都新宿区百人町2-6-7,35.70393,139.70015,ひな薬局,https://byoinnavi.jp/pharm/205680
新宿区,百人町３丁目,-,東京都新宿区百人町3-6-17,35.70750,139.69749,サノ薬局,https://byoinnavi.jp/pharm/205685
新宿区,西落合１丁目,-,東京都新宿区西落合1-28-13,35.72334,139.67871,(有)西落合薬局,https://byoinnavi.jp/pharm/205687
新宿区,百人町２丁目,-,東京都新宿区百人町2-5-4,35.70306,139.70006,龍生堂薬局新大久保店,https://byoinnavi.jp/pharm/205678
新宿区,百人町２丁目,-,東京都新宿区百人町2-4-2,35.70173,139.69994,マツモトキヨシ 新大久保駅前店,https://byoinnavi.jp/pharm/205677
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目6-7 セイチビル 8階,35.68801,139.69900,新宿薬局,https://byoinnavi.jp/pharm/273019
新宿区,百人町２丁目,-,東京都新宿区百人町2-5-8,35.70338,139.70005,ブロードウェイ薬局大久保店,https://byoinnavi.jp/pharm/205679
新宿区,百人町２丁目,-,東京都新宿区百人町2-7-9,35.70416,139.69953,ワタキュー薬局新大久保店,https://byoinnavi.jp/pharm/205681
新宿区,百人町２丁目,-,東京都新宿区百人町2-12-10,35.70419,139.69917,ユーアイ薬局新大久保店,https://byoinnavi.jp/pharm/205675
新宿区,百人町２丁目,-,東京都新宿区百人町2-27-2,35.70315,139.69535,セイジョー 大久保駅前店,https://byoinnavi.jp/pharm/205676
新宿区,百人町１丁目,-,東京都新宿区百人町1-15-18,35.70135,139.69875,(株)龍生堂 本店,https://byoinnavi.jp/pharm/205674
新宿区,山吹町,-,東京都新宿区山吹町348,35.70848,139.73067,(株)ハスミ薬品,https://byoinnavi.jp/pharm/205673
新宿区,赤城元町,-,東京都新宿区赤城元町2-4,35.70454,139.73580,神楽坂漢方有恒薬局,https://byoinnavi.jp/pharm/205671
新宿区,山吹町,-,東京都新宿区山吹町335,35.70770,139.72907,やまぶき薬局,https://byoinnavi.jp/pharm/205672
新宿区,赤城下町,-,東京都新宿区赤城下町14,35.70496,139.73420,あかぎ薬局,https://byoinnavi.jp/pharm/205670
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6-24,35.70352,139.73647,ミキファーマシー神楽坂店,https://byoinnavi.jp/pharm/205669
新宿区,余丁町,-,東京都新宿区余丁町8-6,35.69757,139.71346,レジーナ薬局 東新宿店,https://byoinnavi.jp/pharm/205661
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3-6,35.70097,139.74014,アイセイ薬局神楽坂店,https://byoinnavi.jp/pharm/205665
新宿区,余丁町,-,東京都新宿区余丁町9-4,35.69783,139.71541,抜弁天薬局,https://byoinnavi.jp/pharm/205662
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂1-12,35.70067,139.74247,薬ヒグチ飯田橋店,https://byoinnavi.jp/pharm/205663
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3-2-8,35.70161,139.74046,(株)ドラッグ・オゾン 神楽坂店,https://byoinnavi.jp/pharm/205664
新宿区,神楽坂５丁目,-,東京都新宿区神楽坂5-12-8,35.70211,139.73857,くすりセイジョー神楽坂店,https://byoinnavi.jp/pharm/205666
新宿区,余丁町,-,東京都新宿区余丁町6-21,35.69689,139.71353,コスモドラッグ,https://byoinnavi.jp/pharm/205660
新宿区,神楽坂５丁目,-,東京都新宿区神楽坂5-24,35.70225,139.73791,くすりセイジョー神楽坂上店,https://byoinnavi.jp/pharm/205667
新宿区,神楽坂５丁目,-,東京都新宿区神楽坂5-28,35.70194,139.73835,薬ヒグチ神楽坂店,https://byoinnavi.jp/pharm/205668
新宿区,住吉町,-,東京都新宿区住吉町9-4,35.69412,139.72102,くすりセイジョー曙橋店,https://byoinnavi.jp/pharm/205659
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-7-5,35.69451,139.70292,みすず,https://byoinnavi.jp/pharm/205650
新宿区,住吉町,-,東京都新宿区住吉町1-16,35.69221,139.72266,どらっぐぱぱす曙橋店,https://byoinnavi.jp/pharm/205655
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-23-1,35.69525,139.70418,テン・ドラッグ,https://byoinnavi.jp/pharm/205652
新宿区,改代町,-,東京都新宿区改代町33,35.70764,139.73489,カラサワ薬局,https://byoinnavi.jp/pharm/205647
新宿区,中落合２丁目,-,東京都新宿区中落合2-4-1,35.72076,139.69440,かちどき薬局落合新店,https://byoinnavi.jp/pharm/205641
新宿区,住吉町,-,東京都新宿区住吉町2-11,35.69197,139.72097,くすりの福太郎曙橋店,https://byoinnavi.jp/pharm/205657
新宿区,中里町,-,東京都新宿区中里町6-1,35.70593,139.73156,ドラッグストアいわい神楽坂店,https://byoinnavi.jp/pharm/205644
新宿区,住吉町,-,東京都新宿区住吉町11-23,35.69473,139.72038,(有)市ヶ谷ファマシー あけぼの橋通り店,https://byoinnavi.jp/pharm/205656
新宿区,戸山１丁目,-,東京都新宿区戸山1-2-6,35.70146,139.71752,新宿調剤薬局,https://byoinnavi.jp/pharm/205646
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-45-6,35.69687,139.70064,薬王堂,https://byoinnavi.jp/pharm/205654
新宿区,中里町,-,東京都新宿区中里町10,35.70551,139.73192,中里薬局,https://byoinnavi.jp/pharm/205643
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1,35.69474,139.70170,龍生堂薬局サブナード店,https://byoinnavi.jp/pharm/205648
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-44-1,35.69689,139.70156,健康プラザ薬局,https://byoinnavi.jp/pharm/205653
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-2-21,35.69551,139.70672,(株)サン薬品,https://byoinnavi.jp/pharm/205651
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-11-6 恵比寿山仁ビル1F,35.64633,139.71188,城南薬局,https://byoinnavi.jp/pharm/201231
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-10-13 渋谷Rサンケイビル1F,35.65682,139.70511,トモズ 渋谷並木橋店,https://byoinnavi.jp/pharm/201155
渋谷区,西原３丁目,-,東京都渋谷区西原3-8-5 アコルデ代々木上原2F,35.66922,139.68017,トモズ アコルデ代々木上原店,https://byoinnavi.jp/pharm/254882
渋谷区,西原２丁目,-,東京都渋谷区西原2-31-4,35.67602,139.67699,トモズ 幡ヶ谷店,https://byoinnavi.jp/pharm/201249
渋谷区,桜丘町,-,東京都渋谷区桜丘町23-21渋谷区文化総合センター大和田L,35.65551,139.69996,さくらが丘薬局,https://byoinnavi.jp/pharm/201202
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-20-3 恵比寿ｶﾞ-ﾃﾞﾝﾌﾟﾚｲｽオフィス棟 B1階,35.64236,139.71345,トモズ 恵比寿ガーデンプレイス店,https://byoinnavi.jp/pharm/201237
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-22-23,35.64626,139.71336,恵比寿ファーマシー,https://byoinnavi.jp/pharm/201232
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-27-5-305,35.68630,139.70300,アガペ新宿南口薬局,https://byoinnavi.jp/pharm/274792
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-51-4,35.66872,139.68962,コアファーマシー代々木八幡店,https://byoinnavi.jp/pharm/275870
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚一丁目56番10号,35.67429,139.66798,アイセイ薬局 笹塚店,https://byoinnavi.jp/pharm/271233
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ヶ谷4-26-11,35.68160,139.70363,かもめ薬局 代々木店,https://byoinnavi.jp/pharm/260651
渋谷区,本町４丁目,-,東京都渋谷区本町4-16-10,35.68787,139.67969,ハラダ薬局 渋谷本町店,https://byoinnavi.jp/pharm/259892
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1-10-10藤岡ビル1F,35.64583,139.70836,太陽堂薬局,https://byoinnavi.jp/pharm/201240
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-6-15,35.65904,139.69849,道玄坂調剤薬局,https://byoinnavi.jp/pharm/201200
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-39-7,35.64374,139.72074,山田薬局,https://byoinnavi.jp/pharm/201235
渋谷区,東１丁目,-,東京都渋谷区東1-27-10渋谷TYビル1F,35.65394,139.70768,ときわ堂薬局,https://byoinnavi.jp/pharm/201228
渋谷区,大山町,-,東京都渋谷区大山町13-1,35.66734,139.67353,トモ薬局,https://byoinnavi.jp/pharm/201163
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-48-14笹塚ショッピングモール21,35.67375,139.66905,笹塚鈴薬局 (株)エスシーグループ,https://byoinnavi.jp/pharm/201174
渋谷区,本町２丁目,-,東京都渋谷区本町2-4-6,35.68369,139.68393,不動薬局,https://byoinnavi.jp/pharm/201169
渋谷区,広尾１丁目,-,東京都渋谷区広尾1-11-5朝日広尾マンション201,35.64830,139.71573,アサヒ薬局,https://byoinnavi.jp/pharm/201254
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-14-1,35.64790,139.70782,松山薬局,https://byoinnavi.jp/pharm/201243
渋谷区,富ケ谷２丁目,-,東京都渋谷区富ヶ谷2-21-8ビルファイブ富ヶ谷1F,35.66200,139.68683,富ケ谷調剤薬局,https://byoinnavi.jp/pharm/252777
渋谷区,本町１丁目,-,東京都渋谷区本町1-4-15,35.68154,139.68541,金輪堂山崎薬局,https://byoinnavi.jp/pharm/201164
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-6-3,35.67837,139.69307,くすりセイジョー参宮橋店,https://byoinnavi.jp/pharm/201284
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-9-5,35.68828,139.69892,日本調剤 新宿南口薬局,https://byoinnavi.jp/pharm/201282
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-36-6,35.68364,139.70139,ミツヤ代々木調剤薬局,https://byoinnavi.jp/pharm/201277
渋谷区,代官山町,-,東京都渋谷区代官山町17-6,35.64929,139.70281,ハックドラッグ代官山ディセ店,https://byoinnavi.jp/pharm/201285
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-38-2,35.68319,139.70137,薬ヒグチ第3代々木店,https://byoinnavi.jp/pharm/201278
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-32-6,35.68332,139.69325,(株)富山堂薬品,https://byoinnavi.jp/pharm/201283
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-38-5,35.68292,139.70153,(有)斉藤薬局,https://byoinnavi.jp/pharm/201279
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-32-14,35.68251,139.70223,セイジョーJR代々木駅前店,https://byoinnavi.jp/pharm/201276
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-16-9,35.68679,139.69599,栄ファーマシー,https://byoinnavi.jp/pharm/201281
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-27-3,35.64563,139.71519,有限会社レメディーズ リカリ薬局,https://byoinnavi.jp/pharm/201238
新宿区,大久保２丁目,-,東京都新宿区大久保2-7-12,35.70199,139.70725,つくし薬局,https://byoinnavi.jp/pharm/274657
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-7-1,35.69172,139.69109,田辺薬局 新宿西口店,https://byoinnavi.jp/pharm/255580
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-11-14,35.68739,139.69669,南山堂薬局 新宿南口店,https://byoinnavi.jp/pharm/269745
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-27-7,35.64556,139.71583,アダチ薬局,https://byoinnavi.jp/pharm/201236
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-19-19,35.64885,139.71958,原調剤薬局,https://byoinnavi.jp/pharm/201257
渋谷区,上原１丁目,-,東京都渋谷区上原1-33-14,35.66928,139.68086,代々木上原駅前薬局,https://byoinnavi.jp/pharm/201139
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-52-1,35.66902,139.68888,まつや薬局,https://byoinnavi.jp/pharm/201271
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-9-5,35.66819,139.69064,フィールド薬局代々木公園店,https://byoinnavi.jp/pharm/201273
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-51-8,35.66861,139.68937,くすりセイジョー代々木八幡店,https://byoinnavi.jp/pharm/201270
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-3-14,35.65045,139.72095,ファルマルシェ薬局広尾,https://byoinnavi.jp/pharm/201261
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-9-6,35.65725,139.70495,雄飛堂薬局 渋谷店,https://byoinnavi.jp/pharm/201157
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-53-15,35.66894,139.68836,代々木八幡プラザ薬品,https://byoinnavi.jp/pharm/201272
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-19-4,35.66595,139.69207,ハロー薬局,https://byoinnavi.jp/pharm/201269
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-35-3コープオリンピア1F,35.66911,139.70344,鈴薬局 原宿店,https://byoinnavi.jp/pharm/201216
渋谷区,本町１丁目,-,東京都渋谷区本町1-4-3,35.68164,139.68509,初台鈴薬局,https://byoinnavi.jp/pharm/253749
渋谷区,宇田川町,-,東京都渋谷区宇田川町24-10,35.66054,139.69949,(有)ヨコタ薬局,https://byoinnavi.jp/pharm/201267
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-18-11 3F,35.67226,139.70927,鈴薬局 神宮前店,https://byoinnavi.jp/pharm/201210
渋谷区,宇田川町,-,東京都渋谷区宇田川町22-1,35.65978,139.69997,三千里薬品 宇田川店,https://byoinnavi.jp/pharm/201264
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-3-16,35.65034,139.72061,ヒノミ薬局広尾2号店,https://byoinnavi.jp/pharm/201262
渋谷区,宇田川町,-,東京都渋谷区宇田川町7-13,35.66346,139.69589,けやき薬局,https://byoinnavi.jp/pharm/201268
渋谷区,宇田川町,-,東京都渋谷区宇田川町23-4,35.65982,139.69940,マツモトキヨシ 渋谷Part2店,https://byoinnavi.jp/pharm/201266
渋谷区,宇田川町,-,東京都渋谷区宇田川町22-3,35.65976,139.69978,マツモトキヨシ 渋谷Part1店,https://byoinnavi.jp/pharm/201265
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-10-5,35.68201,139.69816,遼寧漢方薬局,https://byoinnavi.jp/pharm/201274
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-5-5デュラス青山1F,35.66112,139.70614,渋谷鈴薬局,https://byoinnavi.jp/pharm/201148
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-3-5,35.68061,139.70114,望星代々木薬局,https://byoinnavi.jp/pharm/201275
