指標名,文化財,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
年次,2022/1/7取得,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
備考,（2019年：482件。2020年：516件、2021年：548件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,経度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台2-9,35.696780,139.763200,古律書残篇,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19330123,-,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,金銅蓮唐草文透彫経箱,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19590627,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,神田駿河台１丁目,-,千代田区神田駿河台1-1,35.697710,139.761700,埼玉県砂川遺跡出土品,-,国宝・重要文化財(美術品),重要文化財,考古資料,日本,旧石器,19930120,-,明治大学,明治大学,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,定頼集〈藤原定家筆／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19360506,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本淡彩山水図〈与謝蕪村筆／宝暦十三年四月の年記がある／六曲屏風〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19760605,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-1,35.690560,139.754700,紙本著色黄瀬川陣〈安田靫彦筆/六曲屏風〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,近代,20110627,-,東京国立近代美術館,独立行政法人国立美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本著色三十六歌仙切〈（遍昭）／佐竹家伝来〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19370525,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本著色四季日待図〈英一蝶筆〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,20060609,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本墨画花鳥図〈能阿弥筆／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19980630,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676520,139.761100,紙本墨画淡彩野々宮図,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,20181031,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本墨書光厳院宸翰御消息（十一月五日）,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,南北朝,19350430,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本墨書後光厳院宸翰御消息（七月廿九日）,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,南北朝,19350430,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本墨書後小松天皇宸翰御消息（七月廿五日）,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,室町,19400503,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本墨書陽光院御筆御消息（七十三通）,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,桃山,19380704,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,神田駿河台１丁目,-,千代田区神田駿河台1-1,35.697710,139.761700,下野出流原遺跡出土品,-,国宝・重要文化財(美術品),重要文化財,考古資料,日本,弥生,19820605,-,明治大学,明治大学,-
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-10-1,35.678590,139.744300,釈氏往来,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,20120906,-,国立国会図書館,国立国会図書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,貞享暦〈渋川春海筆／（巻四補写本）〉,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19940628,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,正保城絵図,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19860606,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,諸宗末寺帳,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19890612,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,庶物類纂,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19960627,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,庶物類纂図翼,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19960627,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,尋憲記,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,室町～安土桃山,20110627,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,青磁下蕪花生,-,国宝・重要文化財(美術品),重要文化財,工芸品,中国,南宋,19780615,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,青磁袴腰大香炉,-,国宝・重要文化財(美術品),重要文化財,工芸品,中国,南宋,19550202,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,禅院額字〈選仏場／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19520329,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,宋版頴浜先生大全文集,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19570219,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,宋版鉅宋広韻,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19570219,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,宋版周易新講義,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19560628,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,宋版子略,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19560628,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,宋版史略,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19560628,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,永田町１丁目,赤坂,国立国会図書館　東京都千代田区永田町1-10-1,35.678420,139.744200,宋版姓解,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19560628,-,国立国会図書館,国（国立国会図書館）,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,宋版東坡集,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19560628,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,宋版梅亭先生四六標準,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19570219,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,宋版平斉文集,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19570219,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,宋版予章先生集,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19570219,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,宋版廬山記,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19550622,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,宋版准海集,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19560628,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,大燈国師墨蹟〈偈頌／（夏日）〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉～南北朝,19610630,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,大燈国師墨蹟〈偈語（興作）／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉～南北朝,19610630,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,太刀〈銘国村／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19490218,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,継色紙（むめのかの）,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19870606,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,永田町１丁目,赤坂,国立国会図書館　東京都千代田区永田町1-10-1,35.678420,139.744200,対馬宗家倭館関係資料,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,20070608,-,国立国会図書館,国（国立国会図書館）,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,壺形土器,-,国宝・重要文化財(美術品),重要文化財,考古資料,日本,弥生,19740608,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,手鑑「見ぬ世の友」（二百二十九葉）,-,国宝・重要文化財(美術品),国宝,書跡・典籍,日本,奈良～室町,<NULL>,19521122,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,永田町１丁目,赤坂,国立国会図書館　東京都千代田区永田町1-10-1,35.678420,139.744200,天台山記,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19550622,-,国立国会図書館,国（国立国会図書館）,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,中務集,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19370525,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-1,35.690560,139.754600,南風,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,近代,20181031,-,東京国立近代美術館,独立行政法人国立美術館,-
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台2-9,35.696780,139.763200,秘府略〈巻第八百六十四／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19311214,-,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,-
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台2-9,35.696780,139.763200,不空三蔵表制集〈巻第六／（紙背）〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19330123,-,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,伏見天皇宸翰御歌集（五十六首）,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19430609,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,藤原定家筆消息〈九月十日／〉,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,鎌倉,19531114,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,北槎聞略〈寛政六年八月／〉,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19930120,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-1,35.690560,139.754700,母子〈上村松園筆/絹本著色〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,近代,20110627,-,東京国立近代美術館,独立行政法人国立美術館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,法曹類林〈巻第百九十二断簡／第百九十七断簡、第二百（金沢文庫本）〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19550622,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,本朝続文粋（金沢文庫本）,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19550622,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690250,139.753800,間宮林蔵北蝦夷等見分関係記録,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19910621,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,永田町１丁目,赤坂,国立国会図書館　東京都千代田区永田町1-10-1,35.678420,139.744200,満済准后日記〈自筆本／〉,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,室町,19560628,-,国立国会図書館,国（国立国会図書館）,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,明恵上人筆消息,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,鎌倉,19490218,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,永田町１丁目,赤坂,国立国会図書館　東京都千代田区永田町1-10-1,35.678420,139.744200,銘尽〈（観智院本）／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19680425,-,国立国会図書館,国（国立国会図書館）,-
千代田区,永田町１丁目,赤坂,国立国会図書館　東京都千代田区永田町1-10-1,35.678420,139.744200,師守記〈自筆本／〉,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,南北朝,20040608,-,国立国会図書館,国（国立国会図書館）,-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-9,35.700970,139.758500,釉裏紅草花文大壺,-,国宝・重要文化財(美術品),重要文化財,工芸品,中国,元,19690620,-,梅澤記念館,梅澤記念館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,理趣経種子曼荼羅,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,20001204,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,楼閣人物螺鈿食籠,-,国宝・重要文化財(美術品),重要文化財,工芸品,中国,元,19790606,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,和漢朗詠抄〈巻下／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19640526,-,財団法人出光美術館,財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本墨画青山園荘図,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19810609,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本著色西行法師行状絵詞〈巻第一、第二、第四〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,20000627,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本墨画平沙落雁図〈伝牧谿筆／「道有」ノ印アリ〉,-,国宝・重要文化財(美術品),重要文化財,絵画,中国,南宋,19430609,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本淡彩十二月離合山水図〈池大雅筆／六曲屏風〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19360506,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,著色絵料紙墨書法華経残闕〈／（扇面写経）〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,平安,19380704,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本墨画山市晴嵐図〈玉澗筆／自賛がある〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,南宋,19520329,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本著色柿本人麿像〈／（佐竹本三十六歌仙切）〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19520719,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本著色梅花書屋図〈田能村竹田筆／天保三年の年記がある〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19630701,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本金地著色祇園祭礼図〈／六曲屏風〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,桃山,19660611,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本墨画双峰挿雲図〈浦上玉堂筆／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19660611,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本墨画籠煙惹滋図〈浦上玉堂筆／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19780615,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本淡彩戸山山荘図〈谷文晁筆／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19810609,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本著色絵因果経〈巻第三上／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,奈良,19860606,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本著色四季花木図〈／六曲屏風〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19910621,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本著色伴大納言絵詞,-,国宝・重要文化財(美術品),国宝,絵画,日本,平安,<NULL>,19510609,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676590,139.760700,紙本著色直幹申文絵詞,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19330123,-,公益財団法人出光美術館,公益財団法人出光美術館,-
千代田区,北の丸公園,-,東京国立近代美術館　東京都千代田区北の丸公園3-1,35.690560,139.754700,ゆあみ〈新海竹太郎作　一九〇七年／石膏原型〉,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,近代,20000627,-,東京国立近代美術館,独立行政法人国立美術館,-
千代田区,北の丸公園,-,東京国立近代美術館　東京都千代田区北の丸公園3-1,35.690560,139.754700,裸体美人〈萬鐵五郎筆／油絵　麻布〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,明治,20001204,-,東京国立近代美術館,独立行政法人国立美術館,-
千代田区,北の丸公園,-,東京国立近代美術館　東京都千代田区北の丸公園3-1,35.690560,139.754700,三遊亭円朝像（鏑木清方筆／絹本著色）,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,昭和,20030529,-,東京国立近代美術館,独立行政法人国立美術館,-
千代田区,北の丸公園,-,東京国立近代美術館　東京都千代田区北の丸公園3-1,35.690560,139.754700,切通しの写生〈岸田劉生筆　一九一五年／油絵　麻布〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,大正,19710622,-,東京国立近代美術館,独立行政法人国立美術館,-
千代田区,北の丸公園,-,東京国立近代美術館　東京都千代田区北の丸公園3-1,35.690560,139.754700,紙本著色行く春図〈川合玉堂筆／六曲屏風〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,大正,19710622,-,東京国立近代美術館,独立行政法人国立美術館,-
千代田区,千代田,-,千代田区,35.688250,139.754400,江戸城跡,-,史跡名勝天然記念物,特別史跡,-,-,-,19600520,-,-,-,-
千代田区,北の丸公園,-,千代田区北の丸公園,35.690670,139.748500,江戸城跡のヒカリゴケ生育地,-,史跡名勝天然記念物,天然記念物,-,-,-,19720614,-,-,-,-
千代田区,大手町２丁目,大丸有,"千代田区大手町二丁目
中央区日本橋本石町二丁目",35.686020,139.770100,常盤橋門跡,-,史跡名勝天然記念物,史跡,-,-,-,19280324,-,-,-,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園３－１,35.690469,139.752302,清宵,-,登録美術品,彫刻,-,日本,明治時代,20150811,-,東京国立近代美術館,-,-
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町3-28,35.693190,139.758900,学士会館,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,20030131,-,-,社団法人学士会,-
千代田区,西神田１丁目,-,東京都千代田区西神田1-1-12,35.699380,139.757300,カトリック神田教会聖堂,-,登録有形文化財(建造物),宗教,建築物,-,昭和前,20020214,-,-,宗教法人カトリック東京大司教区,-
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.701980,139.768100,神田神社神饌所,-,登録有形文化財(建造物),宗教,建築物,-,昭和前,20030919,-,-,宗教法人神田神社,-
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702100,139.767700,神田神社西門,-,登録有形文化財(建造物),宗教,その他工作,-,昭和前,20030919,-,-,宗教法人神田神社,-
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.701910,139.767800,神田神社拝殿,-,登録有形文化財(建造物),宗教,建築物,-,昭和前,20030919,-,-,宗教法人神田神社,-
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.701880,139.768000,神田神社東門,-,登録有形文化財(建造物),宗教,その他工作,-,昭和前,20030919,-,-,宗教法人神田神社,-
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702010,139.767900,神田神社幣殿,-,登録有形文化財(建造物),宗教,建築物,-,昭和前,20030919,-,-,宗教法人神田神社,-
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702170,139.767700,神田神社宝庫,-,登録有形文化財(建造物),宗教,建築物,-,昭和前,20030919,-,-,宗教法人神田神社,-
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702110,139.767900,神田神社本殿,-,登録有形文化財(建造物),宗教,建築物,-,昭和前,20030919,-,-,宗教法人神田神社,-
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702200,139.768000,神田神社瑞垣,-,登録有形文化財(建造物),宗教,その他工作,-,昭和前,20030919,-,-,宗教法人神田神社,-
千代田区,九段南１丁目,-,東京都千代田区九段南一丁目5-1,35.694378,139.751392,旧九段会館,-,登録有形文化財(建造物),その他,建築物,-,昭和前,20190910,-,-,三井住友信託銀行株式会社,-
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-2-2,35.671300,139.749300,旧文部省庁舎,-,登録有形文化財(建造物),官公庁舎,建築物,-,昭和前,20071002,-,-,文部科学省,-
千代田区,九段北１丁目,-,東京都千代田区九段北一丁目32-4,35.696180,139.748100,旧山口萬吉邸主屋,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20180510,-,-,株式会社山口萬吉事務所,-
千代田区,九段北１丁目,-,東京都千代田区九段北一丁目32-4,35.696256,139.748017,旧山口萬吉邸門及び塀,-,登録有形文化財(建造物),住宅,その他工作物,-,昭和前,20180510,-,-,-,-
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-10-4,35.690280,139.772700,太洋ビルディング（丸石ビルディング）,-,登録有形文化財(建造物),産業3次,建築物,-,昭和前,20020214,-,-,株式会社大洋商会,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-4-6,35.683340,139.764800,日本工業倶楽部会館,-,登録有形文化財(建造物),文化福祉,建築物,-,大正,19990823,-,-,社団法人日本工業倶楽部,-
千代田区,神田多町,-,東京都千代田区神田多町2-9,35.694290,139.768900,松本家住宅主屋,-,登録有形文化財(建造物),産業3次,建築物,-,昭和前,20000428,-,-,-,-
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-3-3,35.696080,139.769100,山本歯科医院,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,20050209,-,-,-,-
新宿区,戸山３丁目,-,東京都新宿区戸山三丁目20番1号,35.707200,139.709100,学習院旧正門,-,国宝・重要文化財(建造物),重要文化財,近代／学校,-,明治,19730602,-,-,学校法人学習院,-
新宿区,若宮町,-,東京都新宿区若宮町39番,35.698420,139.738400,旧馬場家牛込邸,-,国宝・重要文化財(建造物),重要文化財,近代／住居,-,昭和,20140918,-,-,国（最高裁判所）,-
新宿区,内藤町,-,東京都新宿区内藤町11,35.686930,139.710900,新宿御苑旧洋館御休所,-,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,明治,20011114,-,-,国（環境省）,-
新宿区,霞ヶ丘町,-,東京都新宿区霞ヶ丘町1番1号,35.678770,139.717600,聖徳記念絵画館,-,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
新宿区,戸塚町,-,東京都新宿区戸塚町一丁目104番地,35.708910,139.721500,早稲田大学大隈記念講堂,-,国宝・重要文化財(建造物),重要文化財,近代／学校,-,昭和,20071204,-,-,学校法人早稲田大学,-
