指標名,病院・診療所・クリニック,,,,,,,
出典,病院なび,,,,,,,
年次,2022/1/18取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：6,158件、2021年度：6,304件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3丁目4-1 神楽坂山本ビル1F,35.700768,139.740957,医療法人社団MEDIQOL デンタルクリニック神楽坂,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/4244
新宿区,白銀町,-,東京都新宿区白銀町1-17 東邦神楽坂ビル3階,35.702634,139.738332,神楽坂ヒルトップ歯科,"歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/178963
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-12-10 八洋ビル5階,35.689865,139.697144,中川歯科医院,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/5595
新宿区,西新宿３丁目,-,東京都新宿区西新宿3丁目15-8 西新宿パールビル2F,35.683866,139.689726,モギ歯科医院,"歯科, 小児歯科",https://byoinnavi.jp/clinic/5584
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場四丁目3-12 2F,35.711696,139.703043,高田馬場歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/261438
中央区,銀座１丁目,-,東京都中央区銀座1丁目21-13 GINZA HOUSE Floor 4,35.672402,139.770608,タナカ小児科内科,"皮膚科, 精神科, 内科",https://byoinnavi.jp/clinic/273340
千代田区,九段南４丁目,-,東京都千代田区九段南4丁目7-13 市ケ谷安田ビル2F,35.691447,139.738449,大島眼科医院,眼科,https://byoinnavi.jp/clinic/3541
中央区,銀座７丁目,-,東京都中央区銀座7丁目8-10 SHISEIDO THE GINZA 7F,35.668758,139.762148,医療法人社団寿泉会 銀座七丁目クリニック,血管外科,https://byoinnavi.jp/clinic/180560
新宿区,中町,-,東京都新宿区中町23,35.69886,139.733924,医療法人社団若水会 牛込台さこむら内科,"内科, 循環器科, 消化器科, 呼吸器科, 小児科",https://byoinnavi.jp/clinic/3352
中央区,銀座４丁目,-,東京都中央区銀座4-2-2 第1弥生ビル4階,35.672816,139.764472,脱毛のブランクリニック銀座院,美容外科,https://byoinnavi.jp/clinic/276164
新宿区,西新宿４丁目,-,東京都新宿区西新宿4丁目10-15,35.689201,139.685956,医療法人社団優久会 根本医院,"内科, 小児科, 糖尿病内科",https://byoinnavi.jp/clinic/5755
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1丁目6-9 大内ビル2階,35.684796,139.782077,医療法人社団麗会 整形外科河合クリニック,"外科, 整形外科, リハビリテーション科",https://byoinnavi.jp/clinic/441
中央区,銀座１丁目,-,東京都中央区銀座1-3-9 マルイト銀座ビル7階,35.675155,139.766161,銀座こうのとりレディースクリニック,産婦人科,https://byoinnavi.jp/clinic/266225
中央区,勝どき１丁目,-,東京都中央区勝どき1丁目8-1 勝どきビュータワー213号,35.659665,139.776583,勝どき小平眼科,眼科,https://byoinnavi.jp/clinic/178693
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3-12-11 グランデ人形町4階,35.687179,139.782599,東京皮膚科・形成外科 日本橋院,"皮膚科, 形成外科",https://byoinnavi.jp/clinic/265556
中央区,東日本橋１丁目,-,東京都中央区東日本橋1丁目1-4 東日本橋M-1ビル1F,35.690329,139.785177,医療法人社団順清会 日本橋むらやまクリニック,"麻酔科, 整形外科, 内科",https://byoinnavi.jp/clinic/447
中央区,銀座１丁目,-,東京都中央区銀座1-5-12 銀座クリスタルタワー7F,35.674655,139.766819,銀座しらゆり矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/267196
千代田区,平河町１丁目,-,東京都千代田区平河町1丁目7-16 ビュロー平河町102,35.682556,139.740471,こいで歯科医院,歯科,https://byoinnavi.jp/clinic/18212
千代田区,外神田２丁目,-,東京都千代田区外神田二丁目17-4 石村ビル2F,35.701299,139.76758,医療法人社団 林内科クリニック,"内科, 消化器科",https://byoinnavi.jp/clinic/77593
新宿区,津久戸町,-,東京都新宿区津久戸町5-1,35.70339,139.742073,独立行政法人地域医療機能推進機構 東京新宿メディカルセンター,"整形外科, 形成外科, リハビリテーション科, リウマチ科, 外科, 呼吸器外科, 消化器外科, 乳腺外科, 脳神経外科, 内科, ...もっと見る脳神経内科, 消化器内科, 循環器内科, 呼吸器内科, 腎臓内科, 糖尿病内分泌内科, 血液内科, 緩和ケア内科, 皮膚科, 泌尿器科, 産婦人科, 眼科, 耳鼻いんこう科, 小児科, 精神科, 放射線科, 放射線診断科, 放射線治療科, 歯科, 歯科口腔外科, 麻酔科, 病理診断科, 救急科",https://byoinnavi.jp/clinic/341
新宿区,荒木町,-,東京都新宿区荒木町6-34,35.689408,139.723164,まがり医院,"内科, 外科, 循環器科, 小児科",https://byoinnavi.jp/clinic/1215
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町4-5 凰ビル3F,35.690287,139.77861,東京シティメディカルクリニック,"内科, アレルギー科, 消化器科, 皮膚科, 内分泌内科, 糖尿病内科",https://byoinnavi.jp/clinic/257251
中央区,日本橋小網町,-,東京都中央区日本橋小網町3-12,35.680941,139.782962,医療法人社団鴎盟会 つぶく医院,"内科, 外科, 消化器外科, 皮膚科",https://byoinnavi.jp/clinic/531
中央区,銀座２丁目,-,東京都中央区銀座2丁目11-8 ラウンドクロス銀座3F,35.672,139.7688,医療法人邦寿会 東京皮膚科・形成外科 銀座院,"形成外科, 皮膚科, 歯科",https://byoinnavi.jp/clinic/301
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目21-16 圓生楼高田馬場ビル2階,35.711208,139.710578,医療法人社団あさひ会 西早稲田クリニック,"内科, 胃腸科, 循環器科",https://byoinnavi.jp/clinic/4360
新宿区,百人町２丁目,-,東京都新宿区百人町2丁目20-21,35.702417,139.697949,新大久保クリニック,"内科, 呼吸器内科, アレルギー科",https://byoinnavi.jp/clinic/122543
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-2-2 マルヒロ日本橋ビル3F,35.682185,139.772213,池本形成外科・美容外科,"形成外科, 皮膚科, 美容外科, 美容皮膚科, 麻酔科",https://byoinnavi.jp/clinic/257716
千代田区,麹町４丁目,-,東京都千代田区麹町4丁目1-4 西脇ビル2階,35.683642,139.737452,医療法人社団済民会 西脇ビル歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/3436
千代田区,岩本町３丁目,-,東京都千代田区岩本町三丁目4-1 広瀬ビル2階,35.694908,139.777074,医療法人社団愛明会 岩本町医院,"内科, 外科, 皮膚科",https://byoinnavi.jp/clinic/383
中央区,新川２丁目,-,東京都中央区新川2-1-11 八重洲第1パークビル3F,35.676538,139.77944,安藤歯科クリニック,歯科,https://byoinnavi.jp/clinic/266293
千代田区,麹町１丁目,-,東京都千代田区麹町1丁目6-6 プルミエ麹町ビル3階,35.684634,139.741665,半蔵門ファミリア矯正歯科医院,矯正歯科,https://byoinnavi.jp/clinic/545
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町3丁目1-2,35.69423,139.762547,武内歯科医院,歯科,https://byoinnavi.jp/clinic/122424
中央区,晴海１丁目,-,東京都中央区晴海1-6-5 晴海ビュープラザ2F,35.658921,139.783452,晴海クリニック,"内科, 代謝内科, 循環器内科",https://byoinnavi.jp/clinic/77594
千代田区,平河町１丁目,-,東京都千代田区平河町1丁目5-4 平河町154ビル3F,35.682317,139.739149,林歯科/歯科医療研究センター,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/12390
新宿区,中落合３丁目,-,東京都新宿区中落合3丁目4-8,35.722439,139.690313,佐藤クリニック,"内科, 外科, 胃腸科",https://byoinnavi.jp/clinic/77679
新宿区,上落合２丁目,-,東京都新宿区上落合2丁目20-2 杉山ビル3F,35.714645,139.686936,医療法人社団水神会 中井駅前クリニック,"内科, 小児科, 皮膚科, アレルギー科, 漢方内科",https://byoinnavi.jp/clinic/5208
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6-48 TOMOSビル5階,35.703379,139.736004,神楽坂こころのクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/257658
新宿区,西新宿６丁目,-,東京都新宿区西新宿6丁目7-1,35.69402,139.692211,東京医科大学病院,"内科, 血液内科, リウマチ科, 外科, 心療内科, 神経内科, 脳神経外科, 呼吸器科, 呼吸器外科, 消化器外科, ...もっと見る消化器科, 腎臓内科, 循環器科, 心臓血管外科, 小児科, 小児外科, 整形外科, 形成外科, 皮膚科, 泌尿器科, 産婦人科, 糖尿病内科, 眼科, 耳鼻いんこう科, リハビリテーション科, 老年内科, 放射線科, 矯正歯科, 歯科口腔外科, 麻酔科, 乳腺外科",https://byoinnavi.jp/clinic/177
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目8-1 丸の内トラストタワーN館2,35.683218,139.769761,医療法人社団医王会 丸の内トラストタワークリニック,"内科, アレルギー科, 呼吸器内科, 皮膚科",https://byoinnavi.jp/clinic/198
新宿区,矢来町,-,東京都新宿区矢来町113 神楽坂升本ビル1階,35.704076,139.734868,とびた整形外科・内科クリニック,"整形外科, 内科, 小児科, 糖尿病内科",https://byoinnavi.jp/clinic/261726
千代田区,外神田５丁目,-,東京都千代田区外神田5丁目2-2 セイキ第一ビル1F,35.70403,139.772163,小田島歯科クリニック,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/6764
新宿区,下落合３丁目,-,東京都新宿区下落合3丁目21-3・1F,35.722825,139.70134,目白ブライトクリニック,"内科, 外科, 消化器科, 肛門科",https://byoinnavi.jp/clinic/4497
新宿区,余丁町,-,東京都新宿区余丁町8-7 抜弁天ビル1階,35.697568,139.713587,医療法人社団愛智会 抜弁天クリニック,"内科, 小児科",https://byoinnavi.jp/clinic/4464
新宿区,新宿２丁目,-,東京都新宿区新宿2-12-4 アコード新宿8F,35.690599,139.707365,新宿マリアクリニック,美容皮膚科,https://byoinnavi.jp/clinic/260301
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-1-1 メトロシティ西早稲田1F,35.708616,139.708687,にしむら整形外科クリニック,"整形外科, リハビリテーション科, リウマチ科",https://byoinnavi.jp/clinic/268578
千代田区,神田三崎町２丁目,-,東京都千代田区三崎町2丁目15-6 K-STAGE,35.700899,139.752994,水道橋眼科クリニック,眼科,https://byoinnavi.jp/clinic/4515
千代田区,麹町３丁目,-,東京都千代田区麹町3丁目7-8 麹町山口ビル2F,35.683617,139.740105,麹町えりデンタルクリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/261099
新宿区,下落合３丁目,-,東京都新宿区下落合3丁目16-17 2F,35.722428,139.70324,医療法人社団盛幸会 目白ケ丘デンタルクリニック・矯正歯科,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/182629
新宿区,西新宿１丁目,-,東京都新宿区西新宿1丁目18-17 ラウンドクロス6F,35.68899,139.698583,医療法人社団プレゼンス 新宿ハプラス歯科,歯科,https://byoinnavi.jp/clinic/278209
新宿区,四谷本塩町,-,東京都新宿区四谷本塩町4-33 ピュア四谷 1F,35.689166,139.729847,廣瀬歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/279164
新宿区,四谷本塩町,-,東京都新宿区四谷一丁目6-1 CO・MO・RE YOTSUYA CO・MO・RE MALL 203,35.6874,139.729236,松本矯正歯科クリニック,矯正歯科,https://byoinnavi.jp/clinic/73793
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1丁目11-7,35.710972,139.722669,新日本歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/4371
新宿区,西新宿２丁目,-,東京都新宿区西新宿2丁目4-1 新宿NSビル4F,35.688188,139.693745,医療法人社団航路会 コンシェル歯科クリニック新宿本院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/276972
新宿区,払方町,-,東京都新宿区払方町15 小暮ビル2F,35.696877,139.734591,海谷歯科医院,"歯科, 矯正歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/4263
新宿区,西新宿４丁目,-,東京都新宿区西新宿4丁目14-3 ライフコーポ土屋 2F,35.690295,139.687473,新宿セントラルパーク歯科,"歯科, 矯正歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/276970
新宿区,西新宿３丁目,-,東京都新宿区西新宿3丁目1-4 ウェル新都心ビル1階,35.68726,139.694875,ウェル西新宿デンタルクリニック,"歯科, 矯正歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/5696
新宿区,新宿３丁目,-,東京都新宿区新宿三丁目14-1 伊勢丹本館6F,35.691637,139.704616,島村歯科医院,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/5493
新宿区,新宿２丁目,-,東京都新宿区新宿二丁目8-15 パークフロント新宿101,35.689163,139.709371,TERU DENTAL CLINIC,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/276968
新宿区,四谷２丁目,-,東京都新宿区四谷2丁目2-1 四ツ谷フジビル1階,35.686916,139.727217,医療法人社団メディコール EBMデンタルクリニックよつや,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/274396
新宿区,新宿６丁目,-,東京都新宿区新宿6丁目29-11 新宿イーストクロスタワー5階,35.697679,139.707726,ANBI新宿歯科・矯正歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/276121
新宿区,西新宿２丁目,-,東京都新宿区西新宿二丁目6-1 新宿住友三角ビル4F,35.69142,139.692595,医療法人社団歯友会 赤羽歯科 新宿診療所,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/5623
新宿区,水道町,-,東京都新宿区水道町4-13 マルエツ江戸川橋店3F,35.708509,139.736165,江戸川橋CT歯科,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/275307
新宿区,新宿７丁目,-,東京都新宿区新宿7-26-48 1階,35.699756,139.709198,新宿東メトロクリニック,内科,https://byoinnavi.jp/clinic/271578
新宿区,北新宿３丁目,-,東京都新宿区北新宿3丁目21-8,35.703455,139.688739,高橋医院,"内科, 呼吸器科, 消化器科, 小児科, 皮膚科",https://byoinnavi.jp/clinic/4832
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-10-1 O-GUARD新宿7階,35.693909,139.698755,湘南AGAクリニック新宿大ガード院,皮膚科,https://byoinnavi.jp/clinic/274714
新宿区,片町,-,東京都新宿区片町2-3 菱和ビル,35.692063,139.724986,あけぼの診療所,"内科, 循環器科, 形成外科, 皮膚科",https://byoinnavi.jp/clinic/268442
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-8-1 新宿オークタワーLB階,35.693931,139.690542,新宿オークタワークリニック,"呼吸器内科, 循環器内科, 消化器内科, 内科",https://byoinnavi.jp/clinic/267489
新宿区,百人町３丁目,-,東京都新宿区百人町3-28-5 グランドヒルズA,35.704983,139.695902,寺尾クリニカ,"内科, アレルギー科, 心療内科, 呼吸器科",https://byoinnavi.jp/clinic/4610
新宿区,新宿３丁目,-,東京都新宿区新宿3-25-10 當山ビル6階,35.692543,139.702066,医療法人社団医精会 マイシティクリニック,"内科, 泌尿器科, 性病科",https://byoinnavi.jp/clinic/463
新宿区,市谷田町１丁目,-,東京都新宿区市谷田町1丁目19,35.693791,139.736788,おかべふじこ内科・循環器クリニック,"内科, 消化器科, 胃腸科, 循環器科",https://byoinnavi.jp/clinic/3405
新宿区,百人町２丁目,-,東京都新宿区百人町2丁目11-24 染矢グロービル3F,35.701942,139.699146,大内クリニックおおくぼ,精神科,https://byoinnavi.jp/clinic/256917
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-18-7 博愛堂ビル10階,35.688579,139.69815,新宿南口まめクリニック,"内科, 呼吸器内科, 循環器内科, 糖尿病内科, 消化器内科, 脳神経内科, 血液内科, アレルギー科, 性感染症内科, 泌尿器科",https://byoinnavi.jp/clinic/277898
新宿区,新宿３丁目,-,東京都新宿区新宿3-28-2 フクモトビルB1,35.690804,139.703066,AGAクリニック東京 新宿院,皮膚科,https://byoinnavi.jp/clinic/274933
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-18-16 野村ビル8F,35.688907,139.698314,新宿西口クリニック,"泌尿器科, 性感染症内科",https://byoinnavi.jp/clinic/181326
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-13-2 プライムゲート高田馬場5F,35.712316,139.707576,湘南美容クリニック高田馬場院,"美容外科, 美容皮膚科",https://byoinnavi.jp/clinic/274576
新宿区,新宿５丁目,-,東京都新宿区新宿5丁目11-4 姫路ビル5階,35.692226,139.707596,新宿東メンタルクリニック,精神科,https://byoinnavi.jp/clinic/157304
新宿区,河田町,-,東京都新宿区河田町7-6,35.696693,139.71895,新宿OP廣瀬クリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/179667
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-1-5 ルミネ1-8F,35.689207,139.6993,ホワイトホワイト審美歯科 ルミネ新宿店,矯正歯科,https://byoinnavi.jp/clinic/5673
新宿区,西新宿１丁目,-,東京都新宿区西新宿1丁目19-6 山手新宿ビル,35.688193,139.696919,医療法人社団杉一会 杉山産婦人科新宿,婦人科,https://byoinnavi.jp/clinic/267430
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4丁目11-8 河上ビル3階,35.713313,139.701857,高田馬場さくらクリニック,"整形外科, 内科",https://byoinnavi.jp/clinic/256415
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-20-2 愛美堂ビル7階,35.693848,139.695422,新宿AGAクリニック,"皮膚科, 美容皮膚科",https://byoinnavi.jp/clinic/265572
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-18-6 須田ビル4階,35.688613,139.698275,新宿みなみクリニック,"心療内科, 精神科, 内科",https://byoinnavi.jp/clinic/113640
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町518 第一石川ビル2階,35.708044,139.722566,山西クリニック,耳鼻いんこう科,https://byoinnavi.jp/clinic/4091
新宿区,四谷１丁目,-,東京都新宿区四谷1-2-5 ヒグチ四谷ビル3F,35.685794,139.728944,四谷いわさきクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/162637
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-45-1 第5ライデンビル5F,35.696337,139.700633,山の手クリニック 新宿院,"泌尿器科, 性感染症内科, 婦人科",https://byoinnavi.jp/clinic/170827
新宿区,四谷２丁目,-,東京都新宿区三栄町8番地 第一萬寿ビル2階,35.687248,139.724795,あかり医院,"内科, 漢方内科, 神経内科",https://byoinnavi.jp/clinic/170884
新宿区,西新宿８丁目,-,東京都新宿区西新宿8丁目5-8 正和ビル2F,35.695081,139.692833,医療法人社博桜会 ふるかわレディースクリニック,"婦人科, 産科, 美容皮膚科, 内科",https://byoinnavi.jp/clinic/489
新宿区,西新宿１丁目,-,東京都新宿区西新宿1丁目25-1 新宿センタービル5F,35.69184,139.695297,医療法人社団卓秀会 新宿センタービルクリニック,"内科, 外科, 消化器科, 胃腸科",https://byoinnavi.jp/clinic/4160
新宿区,西新宿７丁目,-,東京都新宿区西新宿7丁目5-14 井上ビル12号館4階,35.697412,139.698144,医療法人社団 東迅会 柏木診療所,"心療内科, 精神科",https://byoinnavi.jp/clinic/4608
新宿区,市谷田町１丁目,-,東京都新宿区市谷田町1-19 SPC市谷ビル2階,35.693791,139.736788,医療法人社団緑寿会 こばやし皮ふケアクリニック,皮膚科,https://byoinnavi.jp/clinic/254906
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2丁目16-6 宇田川ビル8F,35.713796,139.705387,医療法人社団白水会 須田内科クリニック,内科,https://byoinnavi.jp/clinic/5990
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-5-1 新宿アイランドタワー12F,35.693106,139.693072,新宿睡眠・呼吸器内科クリニック,"呼吸器内科, 内科",https://byoinnavi.jp/clinic/181000
新宿区,四谷１丁目,-,東京都新宿区四谷1-3 高増屋ビル2階,35.686353,139.729097,よつや耳鼻咽喉科,耳鼻いんこう科,https://byoinnavi.jp/clinic/280131
新宿区,馬場下町,-,東京都新宿区馬場下町6 ビューロタカハシ2F,35.705845,139.719819,早稲田駅前皮フ科・形成外科,"皮膚科, 形成外科, 美容皮膚科",https://byoinnavi.jp/clinic/265039
新宿区,百人町２丁目,-,東京都新宿区百人町2丁目2-1 近藤ビル2F,35.701533,139.701543,医療法人社団仁洋会 新大久保歯科医院,"歯科, 小児歯科",https://byoinnavi.jp/clinic/6085
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-28-1 RICOSビル3F,35.71158,139.710448,早稲田通り心のクリニック,"心療内科, 精神科, 神経科",https://byoinnavi.jp/clinic/4222
新宿区,左門町,-,東京都新宿区左門町13-7 磯部ビル2階,35.686194,139.719856,竹下レディスクリニック,産婦人科,https://byoinnavi.jp/clinic/281967
新宿区,住吉町,-,東京都新宿区住吉町1-15 四谷TTビル5階,35.692229,139.722456,岩本矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/162487
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1丁目1-17 エキニア新宿ビル4F,35.693232,139.704152,医療法人社団イーエヌティー 新宿ボイスクリニック,耳鼻いんこう科,https://byoinnavi.jp/clinic/180518
新宿区,西新宿１丁目,-,東京都新宿区西新宿1丁目5-12 ニューセントラルビル3F,35.692787,139.697972,医療法人社団エムアイプラン1996 西新宿メンタルクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/5557
新宿区,神楽河岸,-,東京都新宿区神楽河岸1-1 セントラルプラザ8・9階,35.700954,139.743573,東京都立心身障害者口腔保健センター,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/4390
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目28-2 ルナージュビル4F,35.690804,139.703066,新宿シティ眼科,眼科,https://byoinnavi.jp/clinic/4677
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場一丁目17-18 新澤ビル2F,35.711819,139.70752,高田馬場診療所,"心療内科, 精神科, 漢方内科, 児童精神科",https://byoinnavi.jp/clinic/4553
新宿区,改代町,-,東京都新宿区改代町33,35.707636,139.734893,東京保健生活協同組合 江戸川橋診療所,"内科, 整形外科, 皮膚科",https://byoinnavi.jp/clinic/4319
新宿区,新小川町,-,東京都新宿区新小川町6-5,35.706612,139.742381,小野眼科医院,眼科,https://byoinnavi.jp/clinic/4502
新宿区,大久保２丁目,-,東京都新宿区大久保二丁目18-16,35.701706,139.705021,かわかた医院,産婦人科,https://byoinnavi.jp/clinic/4033
新宿区,西新宿６丁目,-,東京都新宿区西新宿6丁目20-7 コンシェリア西新宿タワーズウエストオフィス棟2F,35.692645,139.6874,医療法人社団宏彩会 西新宿コンシェリアクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/4814
新宿区,早稲田町,-,東京都新宿区早稲田69-4 ウエステール早稲田5階,35.706528,139.720714,早稲田メンタルクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/267738
新宿区,西新宿６丁目,-,東京都新宿区西新宿6丁目6-2 新宿国際ビルディング1F,35.692729,139.691067,医療法人社団 尚高会 西新宿きさらぎクリニック,"内科, 消化器内科, 循環器内科, 内視鏡内科, 胃腸内科",https://byoinnavi.jp/clinic/4161
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3丁目6-58,35.700965,139.740137,医療法人社団千緑会 神楽坂医院,"内科, 外科, 整形外科, 肛門科, 麻酔科, ペインクリニック内科",https://byoinnavi.jp/clinic/1115
新宿区,中里町,-,東京都新宿区中里町13,35.706159,139.732096,神楽坂泌尿器科クリニック,"泌尿器科, 内科",https://byoinnavi.jp/clinic/277180
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目20-23 ケイアイメディカルビル,35.687052,139.72795,医療法人社団慶洋会 ケイアイクリニック,"内科, 消化器科, 循環器科, 整形外科, 泌尿器科, 婦人科, リハビリテーション科",https://byoinnavi.jp/clinic/2521
新宿区,中落合２丁目,-,東京都新宿区中落合2丁目5-1,35.720439,139.693491,社会福祉法人聖母会 聖母病院,"内科, 外科, 精神科, 小児科, 整形外科, 皮膚科, 泌尿器科, 産婦人科, 眼科, 耳鼻いんこう科, ...もっと見る放射線科, 麻酔科, 乳腺外科, 消化器内科, 内視鏡内科, 病理診断科",https://byoinnavi.jp/clinic/4196
新宿区,左門町,-,東京都新宿区左門町20 四谷メディカルビル2F,35.684714,139.720323,医療法人社団博由会 四谷内科,"内科, 神経内科, 循環器内科",https://byoinnavi.jp/clinic/1132
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-28-18 和光ビルA棟2階,35.711638,139.704804,まきレディスクリニック,"産科, 婦人科, 産婦人科",https://byoinnavi.jp/clinic/267805
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目13 山水ビル1F,35.684947,139.728053,四谷・村川内科クリニック,内科,https://byoinnavi.jp/clinic/2548
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2丁目18-4 鮨源ビル6階,35.714196,139.705054,お肌のクリニック高田馬場 形成外科・皮フ科,"形成外科, 皮膚科, 美容皮膚科",https://byoinnavi.jp/clinic/3439
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場3丁目3-1 ユニオン駅前ビル3F,35.713846,139.702932,丸尾眼科,眼科,https://byoinnavi.jp/clinic/5386
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町二丁目44-1,35.696887,139.701563,公益財団法人東京都保健医療公社 大久保病院,"内科, 外科, 精神科, 脳神経外科, 消化器外科, 腎臓内科, 整形外科, 皮膚科, 泌尿器科, 婦人科, ...もっと見る眼科, 耳鼻いんこう科, リハビリテーション科, 放射線科, 歯科口腔外科, 麻酔科, 乳腺外科, 呼吸器内科, 循環器内科, 消化器内科, 内分泌内科, 代謝内科, 脳神経内科, 血管外科, 病理診断科",https://byoinnavi.jp/clinic/3263
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目25-1 ヒューリック新宿ビル9階,35.692448,139.701983,医療法人社団東京みどり会 新宿東口眼科医院,眼科,https://byoinnavi.jp/clinic/4678
新宿区,西新宿１丁目,-,東京都新宿区西新宿1丁目24-1 エステック情報ビル5階,35.690387,139.695825,公益財団法人三越厚生事業団 三越診療所,"内科, 神経内科, 婦人科, 乳腺外科, 循環器内科, 消化器内科",https://byoinnavi.jp/clinic/3556
新宿区,百人町１丁目,-,東京都新宿区百人町1-24-2 カメリアコート新宿2F,35.698223,139.697633,医療法人社団白千代会 貴子レディースクリニック,婦人科,https://byoinnavi.jp/clinic/261223
新宿区,馬場下町,-,東京都新宿区馬場下町10 早稲田レストハイツ2F,35.706025,139.719297,早稲田クリニック,"胃腸科, 内科, 消化器科",https://byoinnavi.jp/clinic/4348
新宿区,余丁町,-,東京都新宿区余丁町11-19,35.697956,139.715945,医療法人社団 誠晃会 えとう内科クリニック,"内科, 消化器科, アレルギー科",https://byoinnavi.jp/clinic/3526
新宿区,西新宿７丁目,-,東京都新宿区西新宿7丁目21-3 西新宿大京ビル7階,35.694109,139.694786,医療法人湘美会 西新宿整形外科クリニック,"整形外科, 小児整形外科",https://byoinnavi.jp/clinic/256429
新宿区,西新宿３丁目,-,東京都新宿区西新宿3丁目20-2 東京オペラシティタワー7F,35.682938,139.686854,オペラシティクリニック,"内科, 漢方内科",https://byoinnavi.jp/clinic/4180
