指標名,コワーキング施設,,,,,,
出典,コワーキングスペース検索,,,,,,
年次,2022/1/6取得,,,,,,
URL,https://coworking-search.jp/zenkoku/,,,,,,
備考,2020：346件、2021：369件,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,URL
新宿区,市谷八幡町,-,東京都新宿区市谷八幡町2-1 大手町建物市ヶ谷ビル3階,35.692330,139.734889,海外ビジネス特化型コワーキングスペース「Digima 〜出島〜BASE」市ヶ谷,https://coworking-search.jp/space/1605/
渋谷区,宇田川町,-,東京都渋谷区宇田川町3‐7ヒューリック渋谷公園通りビル,35.662573,139.698893,la billage SHIBUYAヒューリック渋谷公園通りビル,https://coworking-search.jp/space/2268/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-12-2,35.660247,139.703463,クロスオフィス渋谷,https://coworking-search.jp/space/2280/
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南3丁目1-1　恵比寿グリーングラス 6-9F,35.646059,139.706682,コンパスオフィス 恵比寿グリーングラス,https://coworking-search.jp/space/2234/
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1-8-8 リアルミホビル3F,35.646010,139.708799,SHARE BA UNION 恵比寿,https://coworking-search.jp/space/1619/
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-13-4 代々木ブラウンビル4F,35.682027,139.699893,コワーキングスペース「spAce4510」,https://coworking-search.jp/space/1606/
渋谷区,渋谷３丁目,-,"東京都渋谷区渋谷3-6-2　エクラート渋谷 4-5F,8F",35.657949,139.705028,THE HUB 渋谷,https://coworking-search.jp/space/1136/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-22-8　名取ビル 3～5階,35.658483,139.703506,アットビジネスセンター渋谷東口駅前,https://coworking-search.jp/space/2222/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-6-1　イースト渋谷ビル 3F,35.657913,139.704839,NewWork 渋谷イースト3F,https://coworking-search.jp/space/2151/
渋谷区,桜丘町,-,東京都渋谷区桜丘町12-10,35.654377,139.701439,ブロックチェーンに特化したコワーキングスペース『Neutrino』,https://coworking-search.jp/space/1383/
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-5-5,35.658621,139.708780,COHSA SHIBUYA,https://coworking-search.jp/space/2017/
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1　セルリアンタワー15階,35.656409,139.699354,エグゼクティブセンター 渋谷セルリアンタワー,https://coworking-search.jp/space/159/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-19-15　高野第1ビル5階,35.663403,139.702416,ShareOffice BIGness 渋谷,https://coworking-search.jp/space/1870/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-25-18,35.671770,139.708415,THE SHARE 神宮前,https://coworking-search.jp/space/1093/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2丁目18-21,35.672855,139.709841,kurkku home 神宮前,https://coworking-search.jp/space/1979/
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-1-11　パシフィックスクエア代々木 4F,35.682260,139.695744,Business Mall 代々木,https://coworking-search.jp/space/196/
渋谷区,代官山町,-,東京都渋谷区代官山町14-9　ヴァイシャーリー B1F/1F/3F,35.650206,139.704400,いいオフィス 代官山 by N'sLounge,https://coworking-search.jp/space/2073/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-7-5 2F,35.660753,139.706257,KEY STATION OFFICE 渋谷,https://coworking-search.jp/space/1975/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-18-16,35.670035,139.708912,MARIA HOUSE,https://coworking-search.jp/space/1603/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-22-6 幸和ビル10F,35.658481,139.703842,POINT EDGE ShibuyaBASE,https://coworking-search.jp/space/1543/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂一丁目12番5号　渋谷マークシティ4階 クリエーションスクエアしぶや内,35.657738,139.697339,Coin Space 渋谷マークシティ店 by 渋谷区観光協会,https://coworking-search.jp/space/1333/
港区,南麻布４丁目,-,東京都港区南麻布4-5-48 フォーサイト南麻布 4F,35.649251,139.724849,GLAMOROUS H 麻布広尾,https://coworking-search.jp/space/447/
渋谷区,神宮前１丁目,-,"東京都渋谷区神宮前1-5-8　神宮前タワービルディング 13階,14階",35.670688,139.706694,エグゼクティブセンター 神宮前タワービル,https://coworking-search.jp/space/1860/
渋谷区,宇田川町,-,東京都渋谷区宇田川町36-6　 ワールド宇田川ビル 6F,35.661788,139.697479,Agora Tokyo コワーキング スペース,https://coworking-search.jp/space/831/
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ケ谷4-23-5　JPR千駄ヶ谷ビル 2F,35.680935,139.706863,AURORA GARDEN,https://coworking-search.jp/space/2141/
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-5-1　羽田ビル905号室,35.687136,139.697619,おとな自習室 新宿,https://coworking-search.jp/space/1964/
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-43-11,35.682534,139.699125,BIZcomfort 代々木,https://coworking-search.jp/space/2203/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-27-15　坂上ビル7階,35.656072,139.704669,Lightning spot 渋谷,https://coworking-search.jp/space/1395/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2丁目10-15,35.660325,139.706689,EXPERT OFFICE 渋谷,https://coworking-search.jp/space/165/
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-7-4　エビスファーストビル 4階,35.647765,139.708948,E-コワーキング,https://coworking-search.jp/space/2227/
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-15-3,35.676455,139.706973,マフィス北参道,https://coworking-search.jp/space/1344/
渋谷区,宇田川町,-,東京都渋谷区宇田川町3-1 渋谷東武ホテル内 地下1階,35.663040,139.698694,勉強カフェ　渋谷スタジオ,https://coworking-search.jp/space/1583/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ8階 8 ⁄（ハチ）,35.659075,139.703739,Creative Lounge MOV,https://coworking-search.jp/space/1850/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-17-1　TOC第2ビル 2F,35.661448,139.703109,シェアオフィス『HOLSTAR』渋谷,https://coworking-search.jp/space/1256/
渋谷区,桜丘町,-,東京都渋谷区桜丘町30-4 渋谷アジアマンション202号室,35.655604,139.698377,「StartUp４４田寮」渋谷,https://coworking-search.jp/space/1615/
渋谷区,上原１丁目,-,東京都渋谷区上原1-3-9,35.668053,139.686251,GOOD WORK 代々木八幡,https://coworking-search.jp/space/1618/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂一丁目12番5号　渋谷マークシティ,35.658046,139.698056,Coin Space 渋谷マークシティ2号店,https://coworking-search.jp/space/1334/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-10-9 原宿董友ビル4階,35.667360,139.704879,サクラサク（女性専用）,https://coworking-search.jp/space/1570/
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-30-4,35.683702,139.698550,YCS 代々木,https://coworking-search.jp/space/833/
渋谷区,代官山町,-,東京都渋谷区代官山町20-23 TENOHA代官山,35.648428,139.702986,TENOHA 代官山,https://coworking-search.jp/space/1614/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-17-1　TOC第2ビル3F,35.661449,139.703064,PORTAL 渋谷,https://coworking-search.jp/space/1394/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-6-1　イースト渋谷ビル 9F,35.657913,139.704839,NewWork 渋谷イースト9F,https://coworking-search.jp/space/564/
渋谷区,神南１丁目,-,"東京都渋谷区神南1-20-2　第一清水ビル 2階, 3階",35.661912,139.700117,co-ba 神南,https://coworking-search.jp/space/2095/
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-6-8 モリービル3F,35.668973,139.689546,MAKERS COFFEE,https://coworking-search.jp/space/1620/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-24-12　渋谷スクランブルスクエア 11F,35.658336,139.702254,SHARE LOUNGE,https://coworking-search.jp/space/2195/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-26-16　第五叶ビル 5F,35.654165,139.705581,co-ba 渋谷,https://coworking-search.jp/space/2094/
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-1-11　パシフィックスクエア代々木 2F,35.682260,139.695744,Creators Mall 代々木,https://coworking-search.jp/space/198/
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目13-4 IDOビル,35.663179,139.700451,Creative House,https://coworking-search.jp/space/837/
渋谷区,神南１丁目,-,東京都渋谷区神南1-19-8　渋谷区勤労福祉会館2階,35.662524,139.699627,Coin Space 渋谷神南店,https://coworking-search.jp/space/1335/
渋谷区,東１丁目,-,東京都渋谷区東1-3-1,35.657528,139.708148,タマリバ,https://coworking-search.jp/space/1777/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-17-10　原宿アールビル2F,35.665275,139.703303,モバフ原宿,https://coworking-search.jp/space/1573/
渋谷区,神南１丁目,-,東京都渋谷区神南1-21-3 渋谷モディ4F,35.661587,139.700478,Coin Space 渋谷モディ店,https://coworking-search.jp/space/1546/
渋谷区,代官山町,-,東京都渋谷区代官山町9-10　SodaCCo 4-6F,35.651681,139.704698,クリエイター専用シェアオフィス『co-lab 代官山』,https://coworking-search.jp/space/1937/
渋谷区,広尾１丁目,-,東京都渋谷区広尾1-3-18　広尾オフィスビル 11F,35.648897,139.712373,恵比寿ビジネスセンター,https://coworking-search.jp/space/199/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-33-14　神宮ハイツ1F-201,35.668105,139.704101,TURN harajuku,https://coworking-search.jp/space/902/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目4-1　原宿八角館ビル 6階,35.668194,139.705537,Biz Platto,https://coworking-search.jp/space/2136/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-24-7 渋谷宮下パークビルB102,35.660525,139.701967,konochikara 渋谷店,https://coworking-search.jp/space/1617/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1丁目22−7　道玄坂ピア2F,35.656038,139.695485,FabCafe MTRL 渋谷,https://coworking-search.jp/space/1253/
渋谷区,西原１丁目,-,"東京都渋谷区西原1-50-8　1F, B1F",35.674498,139.685224,BathHaus,https://coworking-search.jp/space/1778/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2丁目2-17　TranceWORKS青山ビル,35.660753,139.708313,トランスワークス青山,https://coworking-search.jp/space/1542/
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-28-8  鳩森ビル303,35.677661,139.708390,ジーエルベース・コワーキングスペース 千駄ヶ谷,https://coworking-search.jp/space/1156/
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-1-11　パシフィックスクエア代々木 3F,35.682260,139.695744,Business Lounge 代々木,https://coworking-search.jp/space/197/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目17-2　トップ美奄 2F,35.658662,139.696589,KOBUSHI BEER LOUNGE & BAR,https://coworking-search.jp/space/2201/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-23-21　渋谷キャスト 1-2F,35.662526,139.702881,クリエイター専用シェアオフィス『co-lab 渋谷キャスト』,https://coworking-search.jp/space/1936/
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南3-5-7 デジタルゲートビル 2F,35.646174,139.703782,Open Network Space 代官山,https://coworking-search.jp/space/1616/
渋谷区,神南１丁目,-,東京都渋谷区神南1-20-13　​​ザ・ミレニアルズ渋谷内,35.662194,139.699746,.andwork 渋谷,https://coworking-search.jp/space/1342/
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-20-2 FOUND HARAJUKU 3階,35.671725,139.704864,W CAFE,https://coworking-search.jp/space/1577/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-28-8 第三久我屋ビル8F,35.656049,139.704261,STUDY LOUNGE,https://coworking-search.jp/space/1756/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-26-28,35.669193,139.707907,ドロップイン原宿,https://coworking-search.jp/space/977/
渋谷区,恵比寿西１丁目,-,"東京都渋谷区恵比寿西一丁目33番6号　JP noie 恵比寿西 1F,2F",35.647000,139.704043,co-ba 恵比寿,https://coworking-search.jp/space/2096/
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-28-7,35.645077,139.721193,ベンチャーシティ恵比寿,https://coworking-search.jp/space/401/
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-8-18　K-1ビル 3F,35.647878,139.709946,THE HUB SOLO 恵比寿,https://coworking-search.jp/space/2404/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-33-14　神宮ハイツ408号,35.668105,139.704101,ファッション系コワーキングスペース『coromoza』神宮前,https://coworking-search.jp/space/1257/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-5-16 渋谷3丁目スクエアビル2F,35.658007,139.706814,Katana 渋谷オフィス,https://coworking-search.jp/space/1554/
渋谷区,神泉町,-,東京都渋谷区神泉町8-1　鈴屋ビルB1F,35.655129,139.694045,basement cafe 神泉,https://coworking-search.jp/space/1415/
港区,南麻布４丁目,-,東京都港区南麻布4-12-25　南麻布セントレ 2F,35.647156,139.724230,PLAZA M's 南麻布,https://coworking-search.jp/space/1159/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-15-3　プリメーラ道玄坂1F,35.657294,139.697719,Printworks Studio Shibuya,https://coworking-search.jp/space/1783/
渋谷区,神南１丁目,-,東京都渋谷区神南1-12-16 和光ビル5F,35.662578,139.700541,RESONANCE POINT 渋谷,https://coworking-search.jp/space/640/
渋谷区,渋谷１丁目,-,"東京都渋谷区渋谷1-1-3　アミーホール 3,4F",35.661498,139.707362,THE HUB 青山 WEST,https://coworking-search.jp/space/2207/
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-13-11,35.677198,139.711892,THE FORUM 千駄ヶ谷,https://coworking-search.jp/space/1575/
港区,六本木７丁目,六本木,東京都港区六本木7-14-23　ラウンドクロス六本木4，5階,35.663779,139.730837,クロスオフィス六本木,https://coworking-search.jp/space/2049/
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-18-6,35.667720,139.753409,クロスオフィス内幸町,https://coworking-search.jp/space/2131/
港区,南青山３丁目,-,東京都港区南青山3-3-3　リビエラ南青山ビル1-4階,35.668124,139.716755,WORKING PARK EN,https://coworking-search.jp/space/2448/
港区,南青山５丁目,-,東京都港区南青山5-2-1　ALLIANCE 4F,35.664094,139.713756,青山デザインクラブ,https://coworking-search.jp/space/2326/
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-6-3　ザ ロイヤルパークホテル アイコニック 東京汐留24F,35.664241,139.760536,BIZcomfort ザ ロイヤルパークホテル アイコニック 東京汐留,https://coworking-search.jp/space/2447/
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-13-1　虎ノ門40MTビル 7階,35.663381,139.745764,コンパスオフィス 虎ノ門40MTビル,https://coworking-search.jp/space/2233/
港区,芝５丁目,-,東京都港区芝5-29-20,35.646151,139.744672,クロスオフィス三田,https://coworking-search.jp/space/2132/
港区,赤坂３丁目,赤坂,東京都港区赤坂3丁目11-15　VORT赤坂見附4Ｆ,35.674917,139.737281,セルオフィス赤坂,https://coworking-search.jp/space/1356/
港区,高輪２丁目,-,東京都港区高輪2-16-4,35.640040,139.739331,STOCK 品川,https://coworking-search.jp/space/1500/
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-3-1 城山トラストタワー4F,35.664640,139.743089,コワーキングスペース「docks」 虎ノ門,https://coworking-search.jp/space/1567/
港区,三田３丁目,-,東京都港区芝5-32-12　シャーメゾンステージ田町 3〜7F,35.646448,139.742973,THE HUB 田町,https://coworking-search.jp/space/2307/
港区,南青山３丁目,-,東京都港区南青山3-8-40　青山センタービル 2F,35.667425,139.715132,THE HUB 南青山,https://coworking-search.jp/space/186/
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-16-8　レックスビル,35.662027,139.752451,KIZASU@Office 新橋,https://coworking-search.jp/space/1494/
港区,芝５丁目,-,東京都港区芝5-31-10　サンシャインビル1F/2F,35.646950,139.746890,TSUTAYA田町駅前店,https://coworking-search.jp/space/2248/
港区,高輪３丁目,-,東京都港区高輪3丁目23-17　品川センタービルディング4F,35.630636,139.737021,ジュークシナガワ,https://coworking-search.jp/space/1627/
港区,南青山３丁目,-,東京都港区南青山3-13 Commune 2nd,35.665671,139.713334,みどり荘　表参道,https://coworking-search.jp/space/1170/
港区,六本木６丁目,六本木,東京都港区六本木6-10-1　六本木ヒルズ森タワー ウェストウォーク6F,35.660655,139.729002,PARK6 powered by bondolfi boncaffē 六本木,https://coworking-search.jp/space/1251/
港区,南青山５丁目,-,東京都南青山5-12-5 第一和田ビル8階,35.661409,139.713457,Dols dessin 表参道,https://coworking-search.jp/space/1565/
港区,浜松町２丁目,-,東京都港区浜松町2-5-3,35.654355,139.756458,リブポート 浜松町,https://coworking-search.jp/space/1945/
港区,麻布十番２丁目,-,東京都港区麻布十番2-20-7　麻布十番髙木ビル 8F/9F,35.654751,139.736729,BIRTH 麻布十番,https://coworking-search.jp/space/2103/
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5丁目11-15 虎ノ門KTビル,35.662273,139.744745,シェアル虎ノ門,https://coworking-search.jp/space/1999/
港区,港南１丁目,-,東京都港区港南1-8-15　Wビル2階,35.630377,139.744183,リブポート 品川,https://coworking-search.jp/space/2055/
港区,芝浦１丁目,-,東京都港区芝浦1-13-10　第3東運ビル8階,35.646259,139.753241,co-ba Re-SOHKO 田町,https://coworking-search.jp/space/1428/
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-16-8　第3西欧ビル 5F,35.668205,139.756653,THE HUB SOLO 新橋,https://coworking-search.jp/space/2402/
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-6-13　吉荒ビル 2F,35.669564,139.752681,MY BASIC OFFICE 虎ノ門,https://coworking-search.jp/space/1785/
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-16-1 ニュー新橋ビル305Ｃ,35.666282,139.757382,ニュー新橋コワーキング,https://coworking-search.jp/space/1934/
港区,赤坂３丁目,赤坂,東京都港区赤坂3-1-16　BIビル,35.677446,139.736523,THE HUB 赤坂見附,https://coworking-search.jp/space/2057/
港区,港南１丁目,-,東京都港区港南1-9-36　NTT DATA品川ビル（アレア品川）,35.630036,139.741242,EXPERT OFFICE 品川,https://coworking-search.jp/space/103/
港区,赤坂９丁目,六本木,東京都港区赤坂9-2-13,35.668048,139.732122,ninetytwo13,https://coworking-search.jp/space/1530/
港区,南青山５丁目,-,東京都港区南青山5丁目11-24 グレイセス2F,35.662197,139.711665,クリエイター向けコワーキングスペース「PROP」,https://coworking-search.jp/space/1571/
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-7-5,35.669096,139.751976,BIRTH 虎ノ門,https://coworking-search.jp/space/2102/
港区,赤坂２丁目,赤坂,東京都港区赤坂2-16-6　BIZMARKS赤坂,35.670977,139.738279,BIZMARKS 赤坂,https://coworking-search.jp/space/184/
港区,北青山２丁目,-,東京都港区北青山2-7-13　プラセオ青山ビル 3階,35.671035,139.717826,青山アラマンダワークコート,https://coworking-search.jp/space/1544/
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-15-7　新橋NFビル 7F,35.668089,139.757282,NewWork 新橋,https://coworking-search.jp/space/2192/
港区,西新橋２丁目,虎ノ門,東京都港区西新橋2-4-3　プロス西新橋ビル 6･7F,35.667384,139.752496,THE HUB 新橋 west,https://coworking-search.jp/space/187/
港区,浜松町１丁目,-,東京都港区浜松町1丁目27-17　三和ビル 4階,35.657667,139.755210,プレミアムオフィス浜松町,https://coworking-search.jp/space/817/
港区,元麻布３丁目,-,東京都港区元麻布 3-1-6,35.658197,139.728495,BLINK 六本木,https://coworking-search.jp/space/1561/
港区,港南２丁目,-,東京都港区港南2-16-1　品川イーストワンタワー3F,35.627763,139.740774,NewWork 品川,https://coworking-search.jp/space/1367/
港区,高輪１丁目,-,東京都港区高輪1-26-22,35.637156,139.732729,つなぐラボ高輪,https://coworking-search.jp/space/1940/
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-18-21　第一日比谷ビル4〜7F,35.668688,139.755285,THE CODE 新橋,https://coworking-search.jp/space/185/
港区,赤坂３丁目,赤坂,東京都港区赤坂3-19-1 東京農村4F.Root office,35.676046,139.736359,Root Office 赤坂,https://coworking-search.jp/space/1517/
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-6-13　柏屋ビル 1F,35.669548,139.752690,HAKADORU 虎ノ門店,https://coworking-search.jp/space/2176/
港区,三田３丁目,-,東京都港区三田3-4-3　RIPL9（リップルナイン） 1F＋3～7F,35.646473,139.743098,THE OFFICE 田町三田,https://coworking-search.jp/space/990/
港区,西麻布１丁目,-,東京都港区西麻布1-8-3,35.660877,139.725631,VXL 六本木,https://coworking-search.jp/space/1563/
港区,南青山２丁目,-,東京都港区南青山二丁目15番5号 FARO青山,35.669812,139.721078,FARO青山,https://coworking-search.jp/space/1862/
港区,芝浦３丁目,-,東京都港区芝浦3-15-6 島倉田町ビル6F,35.642121,139.748259,勉強カフェ　田町スタジオ,https://coworking-search.jp/space/1585/
港区,六本木６丁目,六本木,東京都港区六本木6丁目10番1号 六本木ヒルズ森タワー49Ｆ,35.660486,139.728847,六本木ヒルズライブラリー,https://coworking-search.jp/space/1553/
港区,麻布十番１丁目,-,東京都港区麻布十番1-5-10　アトラスビル4〜6F,35.656873,139.733684,AZABU HILLSIDE,https://coworking-search.jp/space/183/
港区,赤坂４丁目,赤坂,東京都港区赤坂4-9-25　新東洋赤坂ビル5階,35.675610,139.732930,キッズルーム併設のコワーキングスペース「Hatch Cowork+KIDs」,https://coworking-search.jp/space/1393/
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2丁目20番15号　新橋駅前ビル1号館4階（402B区画）,35.666213,139.759538,フィルポート,https://coworking-search.jp/space/797/
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-7-3　昭和アステック 1号館,35.661599,139.756843,BIZMARKS 新橋汐留,https://coworking-search.jp/space/820/
港区,西麻布３丁目,-,東京都港区西麻布3-3-1 長井ビル3F,35.658228,139.727257,KAKUREGA,https://coworking-search.jp/space/1562/
港区,芝浦１丁目,-,東京都港区芝浦1-13-16　森永芝浦ビル 2階,35.646654,139.752990,コワーキングスペース MORINAGA Village【森永ヴィレッジ】,https://coworking-search.jp/space/1384/
港区,東麻布１丁目,-,東京都港区東麻布1丁目7-3 第二渡邊ビル7F,35.657684,139.743590,01 Garage,https://coworking-search.jp/space/1776/
港区,高輪２丁目,-,東京都港区高輪2-14-17　グレイス高輪ビル 8･9F,35.635474,139.738259,品川ビジネスセンター,https://coworking-search.jp/space/189/
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-10-10 東新橋ビル2Ｆ,35.661190,139.756224,Katana 汐留オフィス,https://coworking-search.jp/space/1555/
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-1-21　新虎ノ門実業会館 5F,35.670333,139.750460,新虎ノ門実業会館,https://coworking-search.jp/space/192/
港区,六本木６丁目,六本木,東京都港区六本木6-2-31 六本木ヒルズノースタワー17階,35.661799,139.730197,エグゼクティブセンター 六本木ヒルズノースタワー,https://coworking-search.jp/space/160/
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-17-6　高嶋ビル4階,35.667557,139.753808,TeaTree Studio 新橋,https://coworking-search.jp/space/1125/
港区,赤坂４丁目,赤坂,東京都港区赤阪4丁目2番3号　ディライトビル2階～5階,35.676034,139.735694,赤坂コークス,https://coworking-search.jp/space/1564/
港区,海岸１丁目,-,東京都港区海岸1丁目4-22 SNビル 6.8.9.10階,35.654597,139.759840,WEIN挑戦者STUDIO,https://coworking-search.jp/space/2384/
港区,南青山３丁目,-,東京都港区南青山3-7-21,35.666292,139.715979,女性のためのコワーキングスペース「SHEworks」,https://coworking-search.jp/space/1576/
港区,芝５丁目,-,"東京都港区芝5-16-14　三田ノックスビル3F,4F",35.648559,139.745704,BIZcomfort 田町,https://coworking-search.jp/space/1891/
港区,赤坂３丁目,赤坂,東京都港区赤坂3丁目21-3 牧野ビル2F,35.677056,139.735864,匠ソホラ赤坂,https://coworking-search.jp/space/1572/
港区,赤坂２丁目,赤坂,東京都港区赤坂2-10-2　吉川ビル2階,35.670829,139.741647,co-ba 赤坂,https://coworking-search.jp/space/1423/
港区,南青山４丁目,-,東京都港区南青山4-17-33　グランカーサ南青山2F,35.664178,139.718233,NAGAYA AOYAMA,https://coworking-search.jp/space/781/
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-20-15　新橋駅前ビル1号館 6階,35.666213,139.759538,ビステーション新橋,https://coworking-search.jp/space/706/
港区,北青山３丁目,-,"東京都港区北青山3-5-6　青朋ビル本館2F,3F",35.667336,139.713851,PORTAL POINT AOYAMA,https://coworking-search.jp/space/1978/
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-19-3　カシケイビル2F,35.666738,139.759637,コワーキングスペース『BasisPoint 新橋』,https://coworking-search.jp/space/1418/
港区,芝大門１丁目,-,東京都港区芝大門1-6-6　 芝大門ヤマトビル 3F,35.657730,139.754169,いいオフィス浜松町 by wedo,https://coworking-search.jp/space/2071/
港区,六本木２丁目,六本木,東京都港区六本木2-2-6 福吉町ビル6F,35.667448,139.738957,Katana 六本木オフィス,https://coworking-search.jp/space/1556/
港区,南青山３丁目,-,東京都港区南青山三丁目1番30号 エイベックスビル 2F,35.667740,139.715798,CREATIVE BASE avex EYE,https://coworking-search.jp/space/1861/
港区,高輪２丁目,-,東京都港区高輪2丁目21-36　プロスパラス高輪501,35.635599,139.738908,ivyCafe  NEIGHBOR&WORK 高輪,https://coworking-search.jp/space/2285/
港区,赤坂２丁目,赤坂,東京都港区赤坂2-11-1　DeLCCS溜池山王 8F,35.670429,139.741151,THE HUB SOLO 溜池山王,https://coworking-search.jp/space/2401/
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-16-1 ​ニュー新橋ビル9F,35.666282,139.757382,KEY STATION OFFICE 新橋,https://coworking-search.jp/space/1974/
港区,浜松町１丁目,-,東京都港区浜松町1-21-4　港ビル 4F,35.657730,139.757481,THE HUB SOLO 浜松町北口,https://coworking-search.jp/space/2403/
港区,六本木３丁目,六本木,東京都港区六本木3-4-33　マルマン六本木ビル 3F,35.664840,139.736123,六本木ビジネスセンター,https://coworking-search.jp/space/191/
港区,南青山２丁目,-,東京都港区南青山2-2-15,35.671346,139.723878,女性専用シェアオフィス 『ショコラ』,https://coworking-search.jp/space/1545/
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-21-6,35.664984,139.758069,おしごとお宿 新橋店,https://coworking-search.jp/space/2296/
港区,六本木７丁目,六本木,東京都港区六本木7-15-7　新六本木ビル5〜9F（受付9F）,35.663085,139.731078,SENQ 六本木,https://coworking-search.jp/space/2026/
港区,芝浦１丁目,-,東京都港区芝浦1-9-7　おもだかビル 4F,35.648128,139.753489,田町ビジネスセンター,https://coworking-search.jp/space/190/
港区,南青山３丁目,-,東京都港区南青山3-1-5 ラ･クラースビル5F,35.668484,139.716536,スタイル南青山,https://coworking-search.jp/space/1197/
品川区,上大崎３丁目,-,東京都品川区上⼤崎3丁目5-2 リードシー目黒イーストビル5・6階,35.629601,139.694129,BIZcomfort目黒,https://coworking-search.jp/space/2453/
品川区,西五反田２丁目,-,東京都品川区西五反田2丁目10-8 ドルミ五反田ドゥメゾン306,35.627130,139.720858,Space to win,https://coworking-search.jp/space/2240/
